,BA,BB
15061622,34.208,33.804
15061623,33.16,33.009
15061624,18.128,17.919
15061628,17.093,16.792
15061631,17.575,17.492
15061632,29.44,29.4
15061637,32.731,32.497
15061638,32.856,32.615
15061639,31.017,30.884
15061640,19.009,18.874
15061642,32.806,32.508
15061645,18.572,18.506
15061646,27.181,26.843
15061647,33.07,32.816
15061648,27.236,26.197
15061649,32.252,33.587
15061650,38.576,38.865
15061651,26.506,26.849
15061653,32.853,32.737
15061654,29.104,29.305
15061655,41.585,41.707
15061658,30.412,29.893
15061659,31.543,33.251
15061661,29.477,29.406
15061662,21.275,21.079
15061665,37.31,38.005
15061668,36.221,36.706
15061670,30.712,30.82
15061671,27.277,26.143
15061673,39.635,39.537
15061677,20.969,22.114
15061678,20.336,20.055
15061679,30.05,29.162
15061680,31.012,30.904
15061682,32.901,32.645
15061683,26.839,27.04
15061684,30.18,32.679
15061686,26.341,26.401
15061687,20.711,21.118
15061688,26.21,26.151
15061689,20.43,20.121
15061704,32.853,32.613
15061706,30.197,32.8
15061709,38.928,39.002
15061712,21.459,21.363
15061713,32.98,32.753
15061714,28.171,28.53
15061717,26.64,26.501
15061718,21.145,21.219
15061720,31.521,31.433
15061723,30.934,30.925
15061724,29.847,29.989
15061725,28.499,28.845
15061726,34.54,33.313
15061729,28.15,27.791
15061730,28.429,27.871
15061733,20.756,21.721
15061734,20.55,20.208
15061735,28.488,28.619
15061736,28.482,28.042
15061737,27.518,27.335
15061738,20.208,19.922
15061740,21.783,22.112
15061742,37.507,37.623
15061744,34.797,32.638
15061747,27.555,27.144
15061751,31.35,31.341
15061752,21.381,21.981
15061753,20.708,20.355
15061754,44.556,44.753
15061755,19.708,18.991
15061756,20.292,20.971
15061757,29.539,28.9
15061758,34.038,34.077
15061759,35.919,35.863
15061760,28.282,27.815
15061762,26.309,26.026
15061765,17.093,16.73
15061766,37.869,37.893
15061767,17.043,17.614
15061769,30.07,31.226
15061771,19.679,19.415
15061772,17.579,17.91
15061773,29.805,30.988
15061777,29.51,28.342
15061778,20.066,20.052
15061784,20.332,20.072
15061785,32.025,30.775
15061788,15.956,16.898
15061790,29.521,28.907
15061795,17.224,16.992
15061797,20.332,20.064
15061798,28.426,29.54
15061800,35.355,35.328
15061801,34.82,33.916
15061808,34.918,34.199
15061811,32.401,32.176
15061813,38.919,38.457
15061815,29.092,29.365
15061826,28.354,28.357
15061905,30.645,30.412
15061906,16.243,15.296
15061908,26.658,26.132
15061909,15.741,15.301
15061910,29.332,29.42
15061911,39.315,39.941
15061912,37.171,36.677
15061915,39.216,39.858
15061917,32.704,32.867
15061918,31.206,30.683
15061926,29.705,29.64
15061927,19.632,21.43
15061928,21.341,17.735
15061929,24.605,24.317
15061930,31.472,31.441
15061933,26.35,26.412
15061934,28.395,27.731
15061935,39.162,39.889
15061937,30.262,30.937
15061939,21.002,20.311
15061941,38.433,38.773
15061942,26.961,27.934
15061944,32.02,29.102
15061945,32.828,32.716
15061946,25.966,25.934
15061948,26.152,26.125
15061949,19.959,18.872
15061951,32.957,32.792
15061952,28.26,27.761
15061953,17.98,18.049
15061958,36.38,37.681
15061960,15.848,14.961
15061961,17.809,17.794
15061962,38.782,39.664
15061963,20.366,19.922
15061965,31.034,33.977
15061966,19.882,21.541
15061967,23.869,23.873
15061968,29.35,28.744
15062036,27.52,27.556
15062038,32.792,32.633
15062039,31.091,30.468
15062046,36.783,36.353
15062050,35.423,34.178
15062051,32.87,32.742
15062067,35.088,34.21
15062069,16.11,16.923
15062071,27.389,26.817
15062080,35.133,34.031
15062092,26.114,26.088
15062094,17.581,17.803
15062097,32.953,32.706
15062099,29.662,29.96
15062100,39.754,38.859
15062101,35.234,37.364
15062102,35.379,34.539
15062103,31.487,34.809
15062105,17.916,17.932
15062106,20.352,20.052
15062107,26.676,26.892
15062108,20.46,20.106
15062109,32.617,32.65
15062111,26.232,25.964
15062112,18.146,18.107
15062114,34.957,34.491
15062117,32.754,32.758
15062118,32.769,32.703
15062122,16.683,16.188
15062124,17.127,16.717
15062126,17.075,16.36
15062130,33.525,33.299
15062136,27.985,29.031
15062137,19.912,19.617
15062138,18.887,18.349
15062139,28.497,28.659
15062142,36.287,36.893
15062145,18.596,19.831
15062146,17.744,17.482
15062149,28.42,28.51
15062150,20.876,20.219
15062151,27.472,25.898
15062152,20.397,20.074
15062153,20.371,20.173
15062331,30.822,30.958
15062332,30.999,31.042
15062333,27.455,26.931
15062334,31.772,31.593
15062335,32.52,31.978
15062337,32.665,32.486
15062338,32.578,32.626
15062346,37.2,37.951
15062347,17.72,18.004
15062348,33.069,33.043
15062349,14.255,14.583
15062350,20.149,19.012
15062351,26.521,26.268
15062353,38.744,38.876
15062354,33,32.798
15062356,17.386,17.134
15062357,17.985,18.004
15062358,20.77,20.398
15062360,34.706,33.921
15062361,26.264,26.049
15062363,30.8,30.647
15062366,28.654,28.347
15062367,34.556,34.226
15062368,32.873,32.796
15062369,27.983,28.239
15062370,14.051,14.355
