,BA,BB
15060021,17.585,18.805
15060025,33.004,32.668
15060027,28.023,27.417
15060039,31.038,30.466
15060042,27.705,27.618
15060056,31.628,31.466
15060063,28.686,29.782
15060070,17.634,17.781
15060081,35.432,34.425
15060085,15.971,15.539
15060087,17.574,17.721
15060097,43.472,46.249
15060102,17.148,16.913
15060112,26.341,26.401
15060114,29.787,29.56
15060120,34.166,35.669
15060121,17.66,18.034
15060122,31.14,31.305
15060138,33.727,35.113
15060160,35.092,34.398
15060187,24.76,24.442
15060188,25.149,26.152
15060190,26.486,26.494
15060191,37.866,37.953
15060214,43.845,42.095
15060313,37.21,37.539
15060320,38.714,38.88
15060345,33.022,33.005
15060383,37.285,37.735
15060420,33.193,33.112
15060543,35.358,35.341
15060570,39.71,39.221
15060797,20.62,20.746
15060846,31.064,30.89
15060907,39.957,37.347
15060910,35.106,33.712
15060933,35.635,35.428
15060964,25.637,26.027
15061007,25.578,25.863
15061011,32.319,31.948
15061122,31.319,31.384
15061204,16.899,16.681
15061213,30.346,30.196
15061215,30.65,30.483
15061216,21.343,22.152
15061225,29.711,29.762
15061226,39.818,39.309
15061228,19.401,19.509
15061237,34.935,35.048
15061256,19.933,20
15061257,36.01,37.564
15061259,17.783,17.808
15061260,32.377,32.208
15061262,27.187,26.826
15061263,24.87,25.807
15061264,30.033,30.842
15061265,30.474,31.102
15061270,35.051,35.59
15061273,30.487,31.094
15061274,33.093,33.231
15061277,41.781,38.839
15061282,29.432,29.339
15061283,26.325,26.213
15061286,32.111,31.727
15061288,30.749,30.749
15061289,30.764,30.686
15061290,38.528,39.47
15061291,35.736,37.12
15061293,35.426,34
15061295,30.294,31.419
15061296,26.852,27.895
15061298,33.134,32.816
15061299,29.336,29.33
15061303,38.993,39.815
15061307,19.668,19.628
15061312,36.042,37.354
15061313,38.11,38.067
15061314,27.233,26.155
15061317,27.453,26.995
15061318,19.552,19.87
15061319,33.149,32.872
15061320,40.858,41.94
15061323,29.851,29.698
15061324,31.572,31.419
15061329,14.001,14.412
15061334,27.795,27.185
15061335,32.556,31.85
15061337,26.31,26.17
15061338,17.558,17.768
15061340,17.746,17.814
15061344,29.314,29.218
15061345,33.027,32.837
15061346,32.516,32.619
15061347,26.488,26.144
15061348,26.109,26.109
15061349,29.036,27.854
15061350,35.784,37.162
15061352,20.663,20.353
15061353,26.152,26.127
15061355,25.792,25.896
15061356,31.486,31.514
15061357,14.171,14.544
15061358,32.957,32.743
15061360,26.021,26.028
15061364,26.38,26.4
15061365,30.854,30.594
15061367,30.654,30.514
15061369,17.81,17.866
15061376,32.77,32.699
15061378,32.438,31.773
15061380,26.136,26.125
15061382,29.705,29.455
15061383,26.332,26.401
15061384,17.616,17.797
15061388,25.294,25.609
15061390,20.861,20.421
15061391,20.466,20.12
15061392,27.597,26.827
15061394,27.374,26.931
15061396,27.296,26.867
15061404,20.815,20.377
15061406,25.994,26.035
15061410,36.132,36.788
15061411,26.185,26.614
15061414,20.455,20.113
15061415,28.758,28.668
15061417,20.523,20.18
15061418,20.518,20.236
15061419,17.626,17.797
15061420,40.858,41.94
15061421,32.769,32.493
15061422,27.674,27.366
15061424,28.425,28.001
15061425,32.686,32.718
15061428,32.956,32.767
15061430,33.05,32.831
15061435,29.67,29.004
15061436,39.449,38.713
15061437,35.282,35.357
15061439,35.631,35.495
15061441,34.575,34.301
15061442,26.459,26.922
15061444,23.438,23.086
15061445,34.613,34.322
15061447,27.401,27.167
15061449,21.688,21.697
15061454,21.54,21.326
15061458,32.823,32.782
15061459,20.473,20.119
15061461,32.875,32.793
15061463,28.805,29.283
15061469,29.761,30.009
15061470,31.392,33.173
15061471,31.49,31.458
15061475,33.022,32.852
15061476,24.333,23.947
15061478,17.797,17.877
15061479,29.235,29.418
15061480,34.562,34.288
15061481,38.042,38.007
15061484,35.184,35.687
15061485,38.875,38.321
15061486,17.25,16.428
15061489,20.387,20.142
15061490,20.406,20.149
15061491,20.501,20.178
15061492,20.343,20.075
15061493,26.454,26.126
15061494,16.382,16.899
15061495,26.115,26.008
15061496,26.144,26.077
15061499,38.077,38.095
15061500,38.935,38.417
15061501,31.034,31.08
15061503,27.985,28.315
15061504,29.903,29.752
15061505,32.36,31.878
15061507,26.329,26.666
15061508,26.001,26.55
15061509,17.154,16.784
15061511,17.109,16.785
15061515,27.286,26.811
15061516,31.25,31.081
15061517,26.409,26.362
15061518,29.444,29.278
15061521,27.175,26.838
15061522,35.704,36.339
15061524,15.915,16.772
15061525,26.118,26.512
15061526,25.95,24.77
15061528,26.504,26.12
15061529,17.187,16.731
15061530,26.434,26.746
15061533,25.568,24.076
15061534,17.222,16.942
15061535,26.039,27.191
15061536,25.614,24.532
15061540,37.756,37.972
15061542,37.821,37.773
15061543,30.687,30.109
15061544,17.046,16.389
15061546,17.551,17.775
15061548,32.247,31.741
15061549,26.714,26.587
15061550,27.706,27.337
15061553,37.432,38.89
15061555,33.207,31.977
15061556,38.576,38.15
15061560,36.884,38.377
15061561,30.325,30.873
15061564,31.174,30.973
15061565,36.562,37.229
15061566,17.57,17.66
15061568,36.55,36.113
15061571,33.394,33.147
15061575,35.232,35.891
15061576,31.267,31.407
15061577,13.771,14.31
15061578,14.171,14.519
15061579,33.789,34.022
15061580,26.228,26.118
15061583,29.319,29.446
15061584,36.04,38.065
15061585,31.015,31.151
15061586,31.13,31.447
15061588,39.076,38.583
15061600,29.899,29.871
15061602,32.61,31.952
15061603,17.621,17.707
15061604,33.725,34.502
15061605,39.629,39.207
15061608,31.47,31.411
15061609,17.862,17.905
15061610,26.021,26.015
15061612,30.31,31.741
15061613,29.463,29.45
15061619,20.136,19.81
15061621,31.131,31.175
