,BA,BB,BC,BL,BRR,GBLUP,EGBLUP,RKHS,LASSO,RR,SVM,RF
15060021,47.646,46.674,47.283,47.346,47.503,47.591,46.94349,46.657,48.328,47.554,43.407,42.166
15060025,52.351,52.274,52.378,52.379,52.381,52.051,52.59013,52.628,52.928,51.845,51.808,51.144
15060027,42.652,41.949,42.843,43.5,43.237,43.752,42.4369,42.378,42.42,44.226,37.308,39.193
15060039,43.856,43.924,43.923,43.879,43.822,43.569,43.64627,43.528,42.936,44.295,37.31,38.353
15060042,51.557,50.32,51.881,51.726,51.925,50.782,51.30246,50.994,49.371,50.834,46.313,48.733
15060056,78.044,76.579,77.432,75.699,76.957,75.773,76.94668,76.176,68.03,69.461,87.691,72.148
15060063,39.679,40.644,40.06,40.832,40.302,38.687,39.43876,39.367,42.537,41.191,37.308,38.842
15060070,45.795,46.162,45.876,46.009,45.88,46.299,45.77837,45.428,46.184,46.552,42.191,40.057
15060081,54.658,55.013,54.905,55.116,54.434,54.175,54.02949,53.693,54.333,53.766,50.688,51.083
15060085,37.651,36.674,38.031,38.746,38.323,37.253,38.24193,38.075,37.635,40.318,34.307,37.091
15060087,45.751,46.138,45.768,45.917,45.747,46.299,45.72529,45.535,46.184,46.515,42.816,42.179
15060097,53.97,53.717,53.738,53.507,53.619,52.746,55.58181,54.394,54.772,51.561,56.691,56.116
15060102,86.499,84.888,85.835,85.186,85.967,85.226,86.04154,86.396,79.845,81.019,90.312,90.245
15060112,43.62,43.641,43.553,43.77,43.564,43.521,43.72395,43.639,44.584,44.377,42.309,40.488
15060114,48.923,48.978,48.937,49.144,49.112,48.923,48.3918,48.085,48.376,48.621,46.69,47.532
15060120,54.43,52.245,53.953,53.894,54.203,54.317,53.16846,53.246,54.767,52.716,55.691,54.666
15060121,55.138,55.546,54.821,55.006,54.995,56.107,55.06479,55.242,56.185,54.27,53.311,53.447
15060122,54.313,53.94,54.252,54.212,54.42,54.652,54.84525,54.902,53.079,54.214,64.688,62.404
15060138,36.167,34.471,35.328,35.645,35.619,37.579,38.19242,38.705,36.444,37.885,37.312,39.399
15060160,47.404,46.862,47.297,48.388,47.091,46.266,41.62219,42.492,53.137,49.258,37.311,45.112
15060187,41.774,43.253,42.256,42.417,41.879,42.511,41.65422,42.168,46.313,42.873,40.311,41.255
15060188,47.532,47.665,46.938,47.048,46.728,48.682,47.36104,48.373,49.674,48.361,46.315,47.016
15060190,46.861,45.475,47.282,47.311,47.484,46.877,47.04521,46.483,48.131,47.894,46.629,42.897
15060191,47.429,47.14,47.696,48.148,47.915,47.642,47.22072,47.313,48.746,50.054,40.085,42.089
15060214,46.283,46.79,47.315,47.898,47.385,46.553,44.00104,43.032,52.108,49.838,37.312,42.638
15060313,51.751,52.674,52.369,52.29,52.005,52.666,51.03125,50.918,51.079,52.129,47.815,45.232
15060320,45.643,45.953,45.807,45.66,45.667,46.342,45.62863,45.183,45.878,45.333,45.616,45.534
15060345,48.688,48.946,48.929,48.847,48.826,48.462,48.61331,48.632,49.505,48.713,49.08,48.981
15060383,51.906,52.961,52.402,52.335,52.05,53.033,51.6213,51.7,51.079,52.524,58.658,54.62
15060420,48.551,48.638,48.518,48.513,48.562,49.004,48.55565,48.519,48.338,48.636,51.918,51.778
15060543,51.35,50.147,51.023,51.462,51.532,51.182,51.28245,51.189,49.128,51.32,55.688,53.473
15060570,43.785,45.186,43.942,44.277,44.255,42.662,43.6376,43.575,45.759,44.584,43.311,44.924
15060797,40.848,43.017,41.363,41.581,41.388,41.091,41.21065,41.408,48.321,45.467,37.307,42.131
15060846,53.383,53.653,53.341,53.394,53.386,53.277,53.50746,54.146,53.079,53.684,55.324,54.399
15060907,42.342,44.496,42.243,42.816,42.458,43.032,43.55599,45.146,48.983,44.792,44.311,45.821
15060910,44.099,43.297,44.179,45.028,44.326,43.255,42.88078,43.115,47.829,45.56,37.31,41.359
15060933,51.735,50.045,51.408,51.773,51.839,51.413,51.35325,51.209,49.128,51.887,48.211,48.778
15060964,41.319,42.782,41.84,41.758,41.598,41.007,41.60214,42.218,43.653,42.971,37.312,40.477
15061007,41.943,42.897,42.445,42.281,42.146,41.238,41.97205,42.515,43.871,43.459,41.687,42.457
15061011,51.795,52.04,52.104,51.963,51.899,51.871,52.03201,51.801,51.919,51.647,44.311,45.603
15061122,53.087,53.318,53.248,53.293,53.258,52.866,53.12095,53.424,51.946,53.247,49.667,46.501
15061204,56.439,56.041,56.798,57.435,57.189,55.524,54.99771,54.621,56.497,58.324,53.638,55.589
15061213,44.291,43.715,44.157,44.303,44.165,43.55,44.11306,43.991,44.069,44.441,42.266,40.1
15061215,44.307,43.754,44.09,44.172,44.16,44.633,44.09038,43.997,43.97,44.46,42.687,42.734
15061216,79.759,77.894,78.131,77.625,78.108,77.223,79.62391,77.046,68.938,71.47,87.69,77.545
15061225,46.135,45.194,46.355,46.803,46.398,46.425,46.34349,46.037,46.345,47.095,37.312,40.625
15061226,42.191,41.415,42.845,43.031,42.755,43.557,42.79239,43.588,45.699,44.045,42.307,46.189
15061228,50.054,50.464,49.83,49.756,50.051,51.695,50.85403,51.541,51.728,49.559,49.852,48.831
15061237,52.318,50.609,51.988,52.282,52.252,51.527,51.68885,51.392,50.574,52.025,52.689,53.052
15061256,43.057,43.656,43.396,44.115,43.141,48,43.13307,43.448,47.229,48.228,37.318,39.296
15061257,47.031,46.789,47.026,48.016,47.813,46.268,45.98365,45.865,43.657,48.84,42.318,44.492
15061259,45.598,46.131,45.693,45.82,45.663,45.948,45.73529,45.447,46.184,46.478,44.232,45.432
15061260,52.1,52.148,52.075,52.044,51.999,52.233,52.28497,52.452,51.919,51.785,52.083,53.183
15061262,84.319,84.346,84.236,83.784,83.905,84.864,84.83281,84.617,81.156,82.218,89.316,85.497
15061263,85.74,85.152,84.945,84.554,84.912,82.357,85.40164,82.125,80.65,80.524,90.691,82.008
15061264,79.63,79.012,78.448,78.296,78.222,80.056,80.03419,82.745,79.083,77.269,90.697,81.023
15061265,43.882,44.475,43.805,44.109,43.787,43.965,44.58287,44.27,46.571,44.593,44.864,46.842
15061270,43.974,43.323,43.638,43.539,43.582,44.762,44.66637,44.973,45.692,44.379,44.126,47.981
15061273,43.907,44.569,43.698,44.122,43.777,44.066,44.45627,44.192,47.704,44.702,42.312,42.969
15061274,46.413,47.704,46.934,47.363,47.139,46.918,47.01459,46.947,45.187,48.127,44.312,46.94
15061277,51.36,48.731,51.164,50.898,50.865,50.301,51.62279,51.558,44.999,51.002,52.689,53.095
15061282,48.694,49.973,48.856,48.974,48.932,48.913,48.58161,48.645,49.307,48.915,44.313,43.949
15061283,43.964,43.79,43.869,44.059,43.828,43.378,43.97294,43.788,44.584,44.523,41.356,38.749
15061286,39.93,40.006,40.466,40.694,40.367,39.473,40.5099,40.505,40.796,42.092,37.311,37.763
15061288,44.21,44.69,44.091,44.219,44.118,44.516,44.15723,44.093,44.112,44.277,46.691,45.92
15061289,44.011,44.069,43.785,44.008,43.861,43.983,43.89928,43.869,44.069,44.185,43.692,42.954
15061290,54.65,53.149,54.451,54.407,53.885,55.187,53.73527,53.559,50.637,55.164,52.689,53.794
15061291,55.396,54.861,55.15,54.778,55.289,53.716,54.8604,54.945,52.227,52.925,57.155,53.717
15061293,52.586,54.355,52.889,52.715,52.845,49.593,51.69543,51.56,50.917,50.666,51.688,51.04
15061295,56.411,56.279,55.692,55.318,55.298,53.229,56.46859,55.792,49.992,52.638,55.306,56.413
15061296,54.452,54.594,54.082,53.866,54.211,54.355,53.67487,53.552,54.01,52.245,55.306,54.218
15061298,57.402,56.342,56.614,55.723,56.691,56.907,55.49892,55.185,51.701,53.492,59.689,56.196
