,BA,BB
15060021,77.388,80.978
15060025,108.678,110.458
15060027,135.237,120.458
15060039,99.419,87.488
15060042,104.076,105.738
15060056,178.281,167.915
15060063,74.431,90.28
15060070,101.31,100.042
15060081,97.058,91.974
15060085,141.282,123.938
15060087,102.645,100.053
15060097,75.728,73.945
15060102,107.004,110.45
15060112,103.217,102.401
15060114,108.945,106.969
15060120,101.464,79.792
15060121,80.503,76.664
15060122,95.389,98.69
15060138,109.027,110.77
15060160,89.598,92.792
15060187,132.886,129.126
15060188,107.057,103.568
15060190,84.286,78.501
15060191,59.37,53.131
15060214,56.66,68.459
15060313,72.185,66.629
15060320,59.721,73.095
15060345,76.106,76.947
15060383,71.908,66.612
15060420,76.745,77.22
15060543,115.606,119.457
15060570,120.836,120.735
15060797,104.033,95.207
15060846,95.34,98.525
15060907,105.021,95.918
15060910,74.306,71.526
15060933,115.048,119.384
15060964,103.173,98.849
15061007,104.508,99.33
15061011,108.434,110.49
15061122,94.955,96.754
15061204,179.766,166.719
15061213,98.981,87.202
15061215,98.98,86.98
15061216,132.512,140.917
15061225,111.941,109.215
15061226,157.31,158.875
15061228,81.63,74.268
15061237,112.343,103.718
15061256,130.812,130.804
15061257,119.107,141.877
15061259,102.258,100.066
15061260,108.76,110.467
15061262,89.636,97.92
15061263,83.563,81.256
15061264,98.058,91.972
15061265,106.715,109.547
15061270,75.246,67.583
15061273,105.236,109.375
15061274,85.935,80.572
15061277,76.156,77.315
15061282,112.391,109.57
15061283,103.162,102.227
15061286,90.747,85.197
15061288,99.038,86.955
15061289,98.737,86.988
15061290,40.119,36.457
15061291,93.359,99.894
15061293,131.894,122.63
15061295,137.527,132.14
15061296,98.621,105.177
15061298,97.508,97.059
15061299,110.581,109.267
15061303,57.731,69.948
15061307,82.409,73.967
15061312,93.448,100.189
15061313,58.523,53.029
15061314,84.329,73.566
15061317,90.62,97.723
15061318,108.785,128.401
15061319,109.64,110.967
15061320,44.276,46.795
15061323,111.307,109.686
15061324,81.024,78.013
15061329,95.518,83.032
15061334,107.211,105.047
15061335,172.2,165.787
15061337,102.47,102.039
15061338,101.644,100.02
15061340,102.298,99.97
15061344,91.807,106.851
15061345,73.995,62.877
15061346,75.236,76.902
15061347,88.398,92.036
15061348,102.077,102.236
15061349,144.033,158.315
15061350,92.43,86.265
15061352,90.463,87.866
15061353,102.743,102.302
15061355,102.777,102.329
15061356,95.916,98.79
15061357,95.551,82.8
15061358,108.727,110.283
15061360,102.83,102.264
15061364,102.541,101.703
15061365,97.925,86.941
15061367,97.499,87.078
15061369,81.521,76.505
15061376,76.312,77.109
15061378,171.573,165.573
15061380,88.749,92.292
15061382,110.971,109.214
15061383,103.289,102.375
15061384,102.644,100.051
15061388,112.645,129.723
15061390,90.108,87.873
15061391,88.906,86.117
15061392,163.293,156.126
15061394,90.494,97.731
15061396,89.986,97.699
15061404,88.942,87.132
15061406,102.564,102.313
15061410,56.725,54.612
15061411,98.261,95.524
15061414,88.504,86.09
15061415,74.192,79.058
15061417,89.55,87.2
15061418,88.923,86.164
15061419,102.572,100.077
15061420,44.276,46.795
15061421,110.344,111.171
15061422,108.757,110.781
15061424,110.945,102.231
15061425,76.517,76.936
15061428,77.022,76.954
15061430,76.622,76.879
15061435,103.188,104.066
15061436,58.068,71.269
15061437,139.976,129.948
15061439,139.698,129.605
15061441,141.423,140.962
15061442,99.106,95.93
15061444,71.399,87.961
15061445,140.282,140.719
15061447,106.933,111.642
15061449,93.355,92.362
15061454,93.15,92.763
15061458,75.427,76.925
15061459,88.547,86.09
15061461,75.879,77.011
15061463,112.55,115.073
15061469,90.824,107.162
15061470,96.284,98.316
15061471,96.118,98.578
15061475,109.296,110.573
15061476,100.304,89.307
15061478,101.36,99.949
15061479,108.197,110.63
15061480,141.065,141.087
15061481,58.704,53.07
15061484,76.113,68.402
15061485,58.66,71.159
15061486,107.915,115.504
15061489,88.32,86.962
15061490,89.639,87.159
15061491,88.357,86.091
