,PREDICTED,ACTUAL
15060021,75.474,84
15060025,109.471,5
15060027,135.213,83
15060039,99.793,96
15060042,103.809,96
15060056,178.126,350
15060063,76.838,6
15060070,101.009,96
15060081,99.019,7
15060085,143.266,83
15060087,102.418,84
15060097,72.524,85
15060102,108.455,96
15060112,103.479,83
15060114,109.184,83
15060120,100.193,6
15060121,79.674,86
15060122,95.778,83
15060138,108.533,83
15060160,88.23,84
15060187,132.353,93
15060188,104.969,328
15060190,82.125,53
15060191,57.526,12
15060214,55.81,12
15060313,71.464,10
15060320,58.952,21
15060345,74.206,17
15060383,71.005,17
15060420,74.84,83
15060543,116.195,85
15060570,126.167,14
15060797,107.201,86
15060846,95.688,84
15060907,104.868,86
15060910,73.278,96
15060933,115.611,84
15060964,105.925,85
15061007,107.105,83
15061011,108.856,10
15061122,95.258,83
15061204,182.513,328
15061213,99.492,83
15061215,99.508,96
15061216,135.095,84
15061225,111.587,85
15061226,159.304,333
15061228,85.636,93
15061237,113.244,84
15061256,132.195,83
15061257,119.786,83
15061259,101.84,86
15061260,109.642,83
15061262,88.52,69
15061263,83.276,86
15061264,96.985,10
15061265,108.055,96
15061270,76.565,83
15061273,106.406,14
15061274,85.686,85
15061277,73.427,17
15061282,112.015,71
15061283,103.578,96
15061286,92.198,83
15061288,99.168,93
15061289,98.872,83
15061290,42.334,10
15061291,90.737,96
15061293,129.949,318
15061295,135.709,318
15061296,99.118,83
15061298,99.48,96
15061299,110.286,80
15061303,56.903,10
15061307,86.471,93
15061312,91.105,83
15061313,56.733,17
15061314,86.004,86
15061317,89.789,83
15061318,109.791,96
15061319,110.196,69
15061320,46.924,16
15061323,110.738,346
15061324,82.272,85
15061329,95.303,96
15061334,107.392,85
15061335,171.944,346
15061337,102.926,22
15061338,101.449,83
15061340,101.685,83
15061344,91.859,41
15061345,72.188,83
15061346,73.665,84
15061347,88.826,96
15061348,102.676,84
15061349,140.466,328
15061350,89.712,83
15061352,89.913,346
15061353,103.11,85
15061355,103.291,86
15061356,96.171,342
15061357,95.66,83
15061358,109.139,346
15061360,103.339,96
15061364,102.644,86
15061365,98.596,83
15061367,98.016,83
15061369,80.553,41
15061376,74.535,83
15061378,170.765,342
15061380,89.224,85
15061382,110.594,83
15061383,103.634,25
15061384,102.439,86
15061388,113.308,80
15061390,89.413,86
15061391,88.387,86
15061392,161.39,346
15061394,89.397,83
15061396,89.056,86
15061404,88.38,93
15061406,102.771,84
15061410,55.051,84
15061411,98.264,93
15061414,87.941,5
15061415,73.361,96
15061417,89.028,85
15061418,88.559,3
15061419,102.285,96
15061420,46.924,3
15061421,110.843,83
15061422,110.377,86
15061424,111.531,96
15061425,74.88,96
15061428,75.392,96
15061430,74.887,85
15061435,103.861,0
15061436,56.095,96
15061437,139.737,342
15061439,139.531,359
15061441,142.408,313
15061442,98.977,93
15061444,71.123,96
15061445,141.402,0
15061447,108.254,96
15061449,94.596,96
15061454,94.313,96
15061458,73.635,85
15061459,87.945,96
15061461,74.102,14
15061463,112.472,96
15061469,90.824,83
15061470,96.499,70
15061471,96.452,84
15061475,109.785,96
15061476,100.962,96
15061478,100.966,96
15061479,110.337,96
15061480,141.96,96
15061481,56.969,28
15061484,77.465,69
15061485,56.897,17
15061486,108.213,96
15061489,87.817,83
15061490,89.06,96
15061491,87.935,86
15061492,88.654,86
15061493,89.176,86
15061494,94.611,7
15061495,88.487,86
15061496,89.307,86
15061499,57.485,17
15061500,56.75,17
15061501,101.734,25
15061503,112.373,93
15061504,108.847,93
15061505,91.863,86
15061507,98.078,96
15061508,98.589,17
15061509,109.72,74
15061511,108.106,96
15061515,89.353,53
15061516,101.708,86
15061517,102.847,96
15061518,108.698,86
15061521,103.11,86
15061522,84.661,14
15061524,95.454,3
15061525,98.362,96
15061526,110.301,83
15061528,88.133,3
15061529,110.072,96
15061530,97.685,74
15061533,98.96,86
15061534,76.226,80
15061535,89.74,86
15061536,97.963,86
15061540,56.565,25
15061542,56.678,86
15061543,98.635,86
15061544,96.283,85
15061546,94.169,86
15061548,87.909,84
15061549,128.556,84
15061550,110.218,96
15061553,105.02,16
15061555,106.072,93
15061556,54.376,15
15061560,104.171,41
15061561,131.308,346
15061564,107.621,96
15061565,72.482,80
15061566,101.705,96
15061568,72.49,18
15061571,89.7,67
15061575,78.096,21
15061576,96.782,346
15061577,95.216,85
15061578,95.816,83
15061579,140.916,96
15061580,103.281,96
15061583,109.425,90
15061584,85.123,86
15061585,96.05,85
15061586,95.893,17
15061588,56.422,83
15061600,106.303,84
15061602,111.468,318
15061603,101.69,96
15061604,88.375,96
15061605,144.953,355
15061608,96.758,0
15061609,101.906,96
15061610,103.284,96
15061612,135.541,324
15061613,111.42,78
15061619,88.822,86
15061621,102.262,96
15061622,111.784,359
15061623,110.177,96
15061624,100.446,96
15061628,108.975,328
15061631,76.664,85
15061632,111.236,96
15061637,111.101,10
15061638,109.215,10
15061639,86.034,90
15061640,101.689,84
15061642,112.563,346
15061645,98.578,86
15061646,89.613,80
15061647,109.322,345
15061648,87.034,74
15061649,94.59,83
15061650,98.512,85
15061651,98.672,83
15061653,74.947,17
15061654,109.407,67
15061655,98.381,83
15061658,106.578,84
15061659,95.721,86
15061661,111.097,86
15061662,93.776,96
15061665,56.269,17
15061668,56.099,14
15061670,86.222,14
15061671,87.351,12
15061673,92.547,83
15061677,87.554,83
15061678,88.387,83
15061679,105.079,83
15061680,87.158,94
15061682,108.016,12
15061683,101.936,17
15061684,77.138,41
15061686,103.479,83
15061687,90.45,17
15061688,103.224,83
15061689,88.575,83
15061704,109.167,85
15061706,147.964,346
15061709,59.043,18
15061712,94.48,96
15061713,109.043,313
15061714,74.443,83
15061717,80.117,40
15061718,93.844,83
15061720,78.904,22
15061723,100.58,83
15061724,123.05,342
15061725,73.605,83
15061726,70.979,17
15061729,110.931,83
15061730,111.773,86
15061733,89.091,5
15061734,88.237,86
15061735,74.097,12
15061736,112.02,5
15061737,109.92,5
15061738,88.558,83
15061740,98.056,28
15061742,59.134,18
15061744,72.048,16
15061747,89.39,80
15061751,95.665,74
15061752,98.466,96
15061753,88.302,84
15061754,75.32,96
15061755,111.459,93
15061756,112.274,83
15061757,104.016,313
15061758,123.004,5
15061759,140.25,3
15061760,110.673,67
15061762,89.666,83
15061765,108.812,85
15061766,58.288,16
15061767,80.635,28
15061769,93.303,86
15061771,87.734,83
15061772,79.15,83
15061773,136.052,93
15061777,104.032,83
15061778,89.188,86
15061784,88.859,83
15061785,75.084,17
15061788,97.659,345
15061790,104.651,17
15061795,76.171,17
15061797,88.472,3
15061798,112.085,346
15061800,161.188,344
15061801,66.974,96
15061808,65.337,17
15061811,108.651,84
15061813,56.408,17
15061815,108.291,80
15061826,108.822,85
15061905,100.093,96
15061906,89.717,84
15061908,130.848,318
15061909,143.603,346
15061910,110.479,346
15061911,58.713,93
15061912,113.274,28
15061915,57.034,17
15061917,74.36,96
15061918,94.889,83
15061926,110.052,86
15061927,105.3,96
15061928,109.002,86
15061929,132.016,346
15061930,96.847,83
15061933,103.347,83
15061934,111.788,359
15061935,57.506,86
15061937,106.873,96
15061939,87.071,10
15061941,58.613,10
15061942,98.918,96
15061944,92.492,17
15061945,74.651,25
15061946,89.357,83
