,BA,BB,BC,BL,BRR,GBLUP,EGBLUP,RKHS,LASSO,RR,SVM,RF
15060021,73.344,83.87,75.59,82.145,75.542,84.828,78.13849,80.267,88.388,87.812,75.221,72.286
15060025,112.388,110.754,109.961,106.467,110.357,104.545,114.05133,112.611,112.386,104.002,67.316,77.673
15060027,141.98,128.574,139.007,124.047,139.509,118.377,142.73999,134.492,119.357,113.756,91.817,154.299
15060039,102.78,92.624,100.414,96.3,101.503,93.173,108.04656,104.875,87.37,94.157,104.801,97.557
15060042,105.948,105.013,104.897,100.067,106.374,101.2,96.44945,97.88,102.436,100.555,94.139,94.174
15060056,198.203,171.62,189.17,153.493,188.298,135.922,199.7949,170.045,162.816,132.699,341.197,264.527
15060063,64.844,87.112,73.72,84.337,70.973,90.64,59.4054,75.01,97.808,94.166,14.78,34.745
15060070,101.829,102.058,101.307,100.593,101.231,100.683,99.78072,100.237,96.892,100.516,87.328,92.774
15060081,97.871,96.988,96.888,98.328,98.959,96.701,97.25567,96.6,86.89,97.39,15.813,44.6
15060085,154.36,126.646,147.776,130.452,148.965,118.041,156.49152,138.226,116.024,116.052,95.915,167.517
15060087,103.358,102.434,102.757,101.269,102.868,100.683,100.76415,100.865,96.892,100.813,87.053,87.416
15060097,73.394,78.447,74.367,78.255,76.784,75.715,54.40809,69.803,75.256,69.924,90.144,85.393
15060102,110.493,108.599,109.657,105.74,108.298,100.164,112.93412,111.652,108.789,103.236,92.29,109.869
15060112,102.397,103.202,102.539,103.873,102.723,105.435,99.82042,100.777,101.355,104.151,83.924,79.048
15060114,109.781,110.792,109.831,106.54,109.905,109.326,112.16501,110.223,114.254,106.329,90.638,90.726
15060120,100.121,89.071,100.088,101.734,102.291,105.895,93.68127,99.653,76.296,103.449,14.807,65.087
15060121,74.978,80.397,77.624,85.07,76.508,82.878,77.54502,81.754,84.778,90.631,77.165,72.576
15060122,95.395,99.145,94.942,94.404,95.38,94.235,97.54998,96.899,105.187,93.189,74.169,111.887
15060138,111.537,111.005,109.726,107.24,111.665,101.168,110.90318,104.289,107.207,102.618,91.773,88.194
15060160,89.475,89.407,88.039,90.171,90.847,87.876,85.45449,93.602,102.341,89.203,92.813,136.571
15060187,142.334,128.362,138.303,121.917,139.613,115.273,157.27338,137.81,121.333,112.862,101.757,181.56
15060188,110.058,111.126,107.648,102.954,107.855,103.85,119.49317,119.928,95.956,101.142,319.174,237.877
15060190,77.953,79.685,82.76,88.769,81.055,93.798,84.72346,88.878,80.85,94.723,51.202,58.775
15060191,53.048,54.389,56.389,68.11,55.322,75.445,45.77914,53.576,64.918,75.294,20.794,17.246
15060214,49.239,65.253,53.541,65.019,52.237,67.415,53.1851,63.011,78.207,70.398,20.835,48.94
15060313,67.443,69.824,69.985,78.276,69.699,83.985,54.48361,68.763,70.919,83.652,18.792,32.7
15060320,52.188,75.656,55.23,71.323,52.729,81.766,54.62694,62.486,82.562,85.187,18.185,22.734
15060345,74.982,76.473,74.134,78.788,74.344,81.112,74.30443,75.452,78.294,82.793,73.509,49.682
15060383,66.955,69.506,69.765,78.022,69.304,84.284,53.82495,68.38,70.919,83.157,25.788,35.022
15060420,75.921,76.737,74.894,79.363,75.142,81.369,74.71117,75.676,78.294,82.941,76.514,74.746
15060543,112.469,117.538,114.679,112.616,115.096,115.277,111.23537,107.609,104.512,114.219,93.629,90.506
15060570,122.619,122.542,124.001,119.474,122.414,123.853,109.45157,110.388,120.953,116.164,22.829,87.971
15060797,100.514,90.54,106.069,106.499,105.929,105.345,102.96623,106.457,82.473,107.724,94.777,105.502
15060846,95.574,99.439,94.949,94.609,95.39,94.509,97.96566,96.87,105.187,93.596,75.209,94.804
15060907,103.476,110.548,104.438,103.749,103.206,108,94.20897,100.066,111.74,102.529,94.799,133.799
15060910,70.012,83.212,70.284,77.884,69.972,82.31,72.07999,78.737,77.956,85.155,87.208,77.916
15060933,111.891,117.224,114.303,112.136,114.448,114.437,110.27655,107.169,104.512,113.962,92.796,92.714
15060964,106.073,99.918,104.008,105.533,103.374,105.305,101.31934,105.362,100.712,105.262,92.556,88.048
15061007,107.243,100.48,105.397,106.243,104.781,106.143,102.17796,105.617,100.712,105.684,91.797,88.536
15061011,112.413,110.152,109.738,106.046,109.925,104.944,113.96035,112.782,112.386,103.868,63.908,51.397
15061122,95.583,97.817,94.206,94.214,94.929,94.203,97.52342,96.344,103.773,92.998,77.705,87.861
15061204,202.359,169.992,191.594,153.81,195.419,132.691,230.8062,163.723,158.088,132.087,319.201,263.474
15061213,102.024,91.976,99.877,95.935,101.262,92.938,105.29093,103.561,87.37,93.664,91.816,88.232
15061215,101.668,91.959,100.18,96.147,101.368,92.92,105.87974,103.679,87.37,93.809,95.904,93.633
15061216,138.965,131.838,138.754,126.731,139.468,119.644,133.92591,124.674,131.459,118.74,92.788,134.004
15061225,113.429,112.553,112.502,108.204,112.909,110.733,113.47933,110.306,114.573,107.005,91.584,100.427
15061226,173.627,149.715,167.106,141.531,168.005,131.426,192.50422,155.887,135.518,126.273,324.21,254.394
15061228,78.502,74.441,80.356,87.455,81.384,92.971,92.85571,88.559,74.152,88.482,95.477,99.649
15061237,108.337,100.553,111.009,110.695,111.793,112.228,110.40022,106.938,95.629,113.228,92.797,94.836
15061256,137.597,130.737,137.558,124.456,137.024,117.682,125.11546,120.491,107.781,116.808,91.827,95.985
15061257,117.705,133.857,118.612,115.867,119.775,112.15,118.9258,113.423,128.626,113.034,91.81,110.766
15061259,102.902,102.419,102.286,101.187,102.093,100.713,100.51091,100.773,96.892,100.639,92.101,89.344
15061260,112.857,110.586,110.367,106.684,110.838,104.713,114.41477,112.863,112.386,104.181,74.22,70.965
15061262,90.196,95.016,89.682,88.568,89.63,84.626,95.8731,92.646,96.171,87.199,77.795,87.043
15061263,82.724,80.975,80.497,85.519,81.521,81.783,89.80016,89.297,81.593,85.796,87.537,101.211
15061264,98.763,86.886,97.448,95.121,98.397,91.254,93.27362,90.756,84.143,91.85,18.816,64.72
15061265,108.174,107.599,107.83,107.24,107.715,104.352,102.77441,103.906,108.693,105.247,87.185,81.825
15061270,71.644,72.238,72.729,82.785,73.877,85.077,77.63092,79.747,80.266,87.806,74.183,71.42
15061273,106.156,107.182,106.017,106.018,105.617,104.004,101.0669,102.856,108.545,104.892,73.942,51.452
15061274,84.727,87.126,83.32,88.378,84.09,89.963,89.72673,91.08,83.039,93.309,93.778,89.768
15061277,71.147,76.706,73.421,78.041,74.224,88.115,81.39974,86.618,80.712,83.264,25.777,99.021
15061282,114.596,113.718,113.756,108.671,113.694,110.804,116.39208,112.153,114.573,107.585,79.812,140.672
15061283,102.343,103.227,102.591,104.019,102.759,104.904,99.69926,100.819,101.355,104.031,87.182,92.393
15061286,89.355,88.937,91.212,93.183,88.816,83.021,90.30829,88.607,84.452,92.129,90.671,83.534
15061288,101.646,92.197,99.295,95.489,100.695,93.277,106.37178,103.026,87.222,93.829,101.808,92.145
15061289,101.909,92.653,99.586,95.773,100.662,92.375,106.99875,103.637,85.268,93.556,91.8,88.593
15061290,29.967,43.634,36.171,55.283,36.931,63.769,36.22276,56.151,53.628,61.111,18.797,47.343
15061291,90.716,100.628,91.755,94.837,89.771,94.956,92.82078,96.159,96.83,97.077,90.17,90.885
15061293,141.055,125.422,134.788,122.551,134.752,109.596,153.99642,139.875,120.718,112.985,309.218,239.15
15061295,147.257,136.038,141.415,124.716,142.834,109.681,153.1711,138.195,135.226,111.585,183.273,234.814
15061296,99.19,106.09,99.473,98.795,99.118,97.686,96.6302,99.131,104.003,98.594,91.771,91.041
15061298,98.569,102.214,98.362,99.577,99.272,97.549,99.39958,96.208,102.327,99.547,102.855,110.505
15061299,112.165,112.207,111.457,107.604,111.757,110.547,115.09206,110.865,114.573,106.819,88.812,85.262
15061303,53.639,67.516,54.459,64.141,52.429,62.793,49.37008,56.826,73.811,65.547,24.505,33.855
15061307,79.81,74.446,81.308,88.172,82.311,92.773,93.1731,88.601,74.152,88.496,95.616,103.317
15061312,91.04,100.55,91.788,95.045,89.796,95.2,92.62958,96.048,96.83,97.092,90.245,85.72
15061313,52.002,54.705,55.609,67.798,54.592,74.64,45.03387,53.387,64.918,74.971,23.029,25.597
15061314,82.778,80.905,84.648,89.909,83.427,91.066,85.86866,85.276,77.753,92.845,77.22,69.126
15061317,91.155,95.305,90.632,89.252,91.04,85.255,97.37746,93.695,96.171,87.488,75.796,84.55
15061318,110.463,120.262,108.36,106.957,110.709,108.276,109.24912,107.646,121.915,105.665,104.793,100.275
15061319,113.686,110.424,111.395,107.261,111.637,105.428,115.38797,114.036,112.608,104.412,77.801,116.793
15061320,36.324,53.545,41.306,58.481,41.263,54.201,19.52899,52.282,64.928,54.722,11.794,37.347
15061323,112.668,113.596,112.117,107.724,112.267,110.721,119.12756,113.416,114.573,107.279,126.036,233.623
15061324,78.725,73.515,80.933,84.183,82.323,70.616,83.66826,87.516,82.567,80.897,93.775,105.714
15061329,92.75,86.408,93.937,97.053,92.797,92.813,91.19102,91.929,88.277,97.075,89.664,89.112
15061334,106.292,95.518,107.738,102.825,106.111,102.265,107.86717,101.03,104.472,99.867,93.832,92.48
15061335,192.094,161.237,178.643,148.414,183.335,128.575,188.1885,169.873,153.668,125.285,337.205,308.707
15061337,101.482,102.702,101.908,103.481,102.038,104.731,99.64245,100.376,101.355,103.907,78.012,48.772
15061338,102.092,102.277,101.611,101.087,101.495,100.648,99.92942,100.727,96.892,100.672,90.386,86.497
15061340,103.055,102.205,102.086,101.158,102.182,100.991,100.58056,100.755,96.892,100.654,91.757,93.079
15061344,91.773,101.302,91.218,94.896,89.2,98.706,83.67562,86.638,111.138,97.859,49.801,59.467
15061345,72.477,63.565,71.928,77.492,72.103,79.302,73.41066,74.502,69.411,82.241,74.236,76.779
15061346,74.018,76.463,73.396,78.456,73.469,81.071,73.55692,75.003,78.294,82.679,80.855,85.866
15061347,85.985,90.913,87.597,91.698,86.297,97.049,86.8845,88.136,91.421,95.415,87.169,90.982
15061348,101.06,103.171,101.404,103.172,101.491,105.424,99.06062,100.395,101.355,103.921,84.777,86.263
15061349,156.463,146.601,148.593,127.657,150.2,115.216,154.79093,139.119,150.415,112.397,319.209,243.439
