X19.15,X15.77,X18.2,X20.98,X14.92,X2.36,X24.77,X9.69,X3.98,X4.42,X4.44,X31.23
19.15,15.77,18.2,20.98,14.92,2.36,24.77,9.69,3.98,4.42,4.44,31.23
