X30.43,X22.03,X27.01,X33.8,X26.59,X4.06,X40.06,X17.07,X13.21,X7.81,X4.66,X69.79
30.43,22.03,27.01,33.8,26.59,4.06,40.06,17.07,13.21,7.81,4.66,69.79
