X23.88,X19.63,X23.3,X25.71,X15.26,X2.43,X23.49,X9.8,X5,X4.67,X3.91,X77.25
23.88,19.63,23.3,25.71,15.26,2.43,23.49,9.8,5,4.67,3.91,77.25
