,BA,BB,BC,BL,BRR,GBLUP,EGBLUP,RKHS,LASSO,RR,SVM,RF
15060025,32.798,32.509,32.613,32.592,32.772,32.372,32.82664,32.809,32.134,32.559,34.984,36.21
15060039,30.95,30.661,30.995,31.169,31.241,30.629,30.80202,30.722,29.64,30.564,29.21,28.887
15060056,35.024,32.917,33.397,33.554,34.079,34.232,34.89852,35.974,35.166,35.806,45.795,39.548
15060063,28.005,27.757,27.912,28.194,28.184,28.978,28.79,29.743,26.707,28.655,30.207,29.276
15060070,17.713,18.195,18.089,18.326,17.928,18.149,18.01456,17.661,16.92,17.819,10.573,9.642
15060072,36.731,36.341,36.482,36.317,36.613,35.394,36.99132,36.529,37.863,36.859,38.792,37.037
15060081,35.302,34.865,34.887,34.921,35.036,35.524,34.50495,34.95,33.624,34.874,39.791,38.674
15060082,33.628,32.999,32.931,32.456,33.109,33.902,33.28378,33.877,35.511,33.708,40.796,39.213
15060085,15.699,16.634,16.534,17.01,16.331,18.679,17.09597,17.744,13.766,17.128,12.207,13.329
15060087,17.611,18.192,17.995,18.214,17.824,18.149,17.94678,17.527,16.92,17.684,9.924,13.192
15060090,31.194,31.151,31.248,31.303,31.315,31.068,31.27155,31.08,30.455,31.035,34.53,34.651
15060097,44.393,46.727,44.817,44.968,44.583,44.647,41.60055,38.753,41.579,43.58,34.815,35.827
15060101,27.888,27.662,27.862,27.827,27.647,27.784,27.8866,28.234,27.484,27.655,27.207,27.869
15060102,19.516,20.206,19.68,19.726,19.577,19.526,20.24613,20.469,20.27,19.384,14.636,25.109
15060114,31.107,31.115,31.254,31.233,31.116,31.368,31.06153,31.183,30.651,31.065,31.791,31.772
15060120,36.957,37.839,35.969,35.772,36.328,36.505,35.9081,35.946,39.793,36.684,40.796,39.759
15060122,31.047,30.956,31.13,31.12,31.169,30.868,31.05093,31.266,30.556,31.146,33.075,32.457
15060138,34.197,33.873,33.564,32.956,33.567,31.915,32.90814,32.902,33.365,33.555,37.795,35.107
15060160,35.069,33.436,34.892,34.931,35.312,32.365,33.84803,32.703,31.729,33.139,32.851,30.136
15060188,24.641,25.835,24.437,24.288,24.445,25.102,24.33111,25.722,24.176,25.418,38.793,35.128
15060190,30.252,31.871,30.377,30.295,30.352,30.46,30.24423,29.997,30.625,30.074,30.206,29.544
15060191,38.612,39.096,38.076,37.914,38.336,38.168,38.29247,38.373,39.713,38.927,39.8,40.763
15060215,31.537,31.443,31.568,31.61,31.637,32.065,31.59982,31.534,31.654,31.662,33.797,33.432
15060313,37.326,37.463,36.879,37.002,37.154,36.679,37.47099,37.015,37.355,37.123,41.005,40.338
15060320,39.5,39.021,38.624,38.403,39.032,38.312,38.24788,38.501,41.608,39.002,43.59,43.843
15060345,33.513,33.317,33.271,33.155,33.278,32.8,33.17811,33.339,33.774,33.262,35.659,38.886
15060383,37.415,37.443,36.94,37.018,37.214,37.048,37.35011,36.803,37.355,37.093,36.207,36.736
15060420,33.598,33.465,33.394,33.306,33.367,33.559,33.31662,33.545,33.85,33.505,34.716,34.602
15060536,36.122,36.094,36.031,36.015,35.891,37.507,35.9779,35.653,34.335,36.378,33.206,34.82
15060543,35.728,36.005,35.407,34.85,35.335,35.816,34.90835,35.409,36.972,36.107,33.207,34.861
15060797,20.892,22.284,20.907,21.433,20.735,19.153,21.78866,22.639,23.898,21.048,20.207,22.709
15060846,31.168,30.98,31.087,31.084,31.166,31.429,31.12463,31.067,31.515,30.942,30.789,31.211
15060907,36.421,36.59,36.336,36.218,36.177,38.108,36.54387,36.154,38.446,37.18,41.794,38.147
15060909,38.886,38.59,38.681,38.656,38.827,38.023,39.06108,39.146,38.929,38.836,36.203,37.79
15060910,37.107,36.416,36.996,36.926,37.023,36.002,36.03696,35.812,37.287,37.104,37.791,36.363
15060933,35.966,36.141,35.719,35.138,35.673,35.947,35.25313,35.469,36.926,36.161,37.798,36.695
15060964,25.743,24.897,25.834,25.987,26.128,27.334,25.92239,26.298,23.853,25.864,24.621,21.913
15061007,25.447,24.611,25.59,25.647,25.872,26.403,25.88755,26.221,23.057,25.455,31.799,27.706
15061122,31.264,31.274,31.229,31.335,31.341,31.374,31.11536,31.381,31.703,31.249,32.966,33.346
15061204,18.32,19.247,19.932,20.102,19.34,19.669,18.12023,21.479,17.307,16.899,12.206,19.059
15061213,30.423,30.674,30.721,30.885,30.751,30.856,30.46504,30.837,29.64,30.511,29.905,28.998
15061215,30.651,30.74,30.97,31.141,31.109,30.999,30.65667,30.905,29.683,30.64,29.208,28.682
15061225,31.127,31.127,31.212,31.111,31.158,31.658,31.18868,31.423,31.971,31.283,31.795,32.532
15061226,38.996,39.147,38.498,38.35,38.195,38.713,37.7319,36.563,40.987,38.666,39.795,37.519
15061228,19.986,21.459,21.369,21.607,20.774,20.49,20.99963,22.044,19.049,18.88,12.211,19.023
15061237,35.439,35.582,35.111,34.607,35.067,35.688,34.98955,35.239,35.473,35.466,37.797,36.942
15061256,15.54,17.203,16.92,17.369,16.469,16.848,17.31968,16.754,15.02,15.675,9.793,12.355
15061257,36.165,35.902,36.071,35.253,35.76,34.218,35.98909,35.759,39.293,36.407,37.796,35.915
15061258,28.002,27.806,28.179,28.155,28.293,28.027,27.91224,28.04,27.524,28.24,26.692,20.307
15061259,17.801,18.246,18.174,18.354,17.986,18.3,18.03635,17.615,17.514,17.873,12.232,10.29
15061260,32.262,32.229,32.23,32.178,32.238,32.384,32.37112,32.516,31.907,32.258,31.973,22.258
15061261,33.202,32.869,33.034,32.97,33.129,33.024,33.01118,33.189,34.274,33.231,34.864,37.257
15061262,27.807,27.758,27.806,27.751,27.641,27.648,27.75128,28.002,27.2,27.511,25.041,19.183
15061263,24.343,21.24,25.007,25.444,25.161,25.346,24.28212,25.043,24.555,23.827,17.203,19.553
15061264,30.607,30.126,30.574,30.556,30.67,30.633,30.39303,30.528,32.154,31.121,33.799,33.065
15061265,34.294,34.836,33.875,33.893,33.968,33.829,33.16046,33.05,35.678,33.602,30.205,31.722
15061270,32.058,32.039,31.861,31.685,31.977,31.583,31.75824,31.965,32.194,32.074,34.219,35.393
15061273,34.442,34.869,33.981,33.961,34.068,33.998,33.24194,33.207,35.678,33.785,33.842,34.309
15061274,33.264,33.073,32.631,32.561,32.801,33.279,32.23663,32.251,34.469,32.878,35.796,34.045
15061277,41.389,40.934,40.5,40.364,40.57,40.927,39.37499,39.538,42.616,41.178,39.789,39.152
15061279,25.815,26.63,26.007,26.321,25.922,26.279,26.21444,26.329,26.341,26.057,27.79,28.342
15061283,25.578,25.604,25.662,25.609,25.574,25.198,25.79529,25.404,25.531,25.449,26.79,32.121
15061286,32.344,31.602,31.899,32.069,32.188,32.83,32.2769,32.298,31.807,32.25,30.201,32.212
15061288,30.737,30.702,30.972,31.055,31.05,30.98,30.71571,31.09,30.237,30.716,33.795,32.809
15061289,30.911,30.96,31.073,31.249,31.137,30.979,30.84793,30.967,30.991,30.863,30.795,30.558
