qqPrefix,HCL_component,Models,Traits,Heritability
CPFlor,C,BA,CPFlor.C,0.668666922173757
CPFlor,C,BA,CPFlor.C,0.647726835365219
CPFlor,C,BA,CPFlor.C,0.595182953878188
CPFlor,C,BA,CPFlor.C,0.568247420914253
CPFlor,C,BA,CPFlor.C,0.61952050458406
CPFlor,C,BA,CPFlor.C,0.62740767999911
CPFlor,C,BA,CPFlor.C,0.554601470738741
CPFlor,C,BA,CPFlor.C,0.583163920426136
CPFlor,C,BA,CPFlor.C,0.557953686702677
CPFlor,C,BA,CPFlor.C,0.606333173789067
CPFlor,C,BA,CPFlor.C,0.557025954643413
CPFlor,C,BA,CPFlor.C,0.559959658831857
CPFlor,C,BA,CPFlor.C,0.60474385619059
CPFlor,C,BA,CPFlor.C,0.539538006823254
CPFlor,C,BA,CPFlor.C,0.546403784500816
CPFlor,C,BA,CPFlor.C,0.559100818559254
CPFlor,C,BA,CPFlor.C,0.576465058125625
CPFlor,C,BA,CPFlor.C,0.556345062044658
CPFlor,C,BA,CPFlor.C,0.627888089326751
CPFlor,C,BA,CPFlor.C,0.606421316344933
CPFlor,C,BA,CPFlor.C,0.592971948897
CPFlor,C,BA,CPFlor.C,0.59269356428613
CPFlor,C,BA,CPFlor.C,0.559154369891314
CPFlor,C,BA,CPFlor.C,0.535280076401299
CPFlor,C,BA,CPFlor.C,0.510116327695023
CPFlor,C,BA,CPFlor.C,0.565699687849912
CPFlor,C,BA,CPFlor.C,0.54803218869669
CPFlor,C,BA,CPFlor.C,0.600918777432118
CPFlor,C,BA,CPFlor.C,0.624797574987658
CPFlor,C,BA,CPFlor.C,0.569002792382582
CPFlor,C,BA,CPFlor.C,0.606293599985403
CPFlor,C,BA,CPFlor.C,0.625926013097578
CPFlor,C,BA,CPFlor.C,0.496363270815245
CPFlor,C,BA,CPFlor.C,0.58551808863672
CPFlor,C,BA,CPFlor.C,0.563811644379254
CPFlor,C,BA,CPFlor.C,0.555440737177864
CPFlor,C,BA,CPFlor.C,0.614048288521306
CPFlor,C,BA,CPFlor.C,0.637176625631144
CPFlor,C,BA,CPFlor.C,0.588180578034696
CPFlor,C,BA,CPFlor.C,0.569360727219152
CPFlor,C,BA,CPFlor.C,0.695394968383116
CPFlor,C,BA,CPFlor.C,0.61813203415101
CPFlor,C,BA,CPFlor.C,0.559226605672413
CPFlor,C,BA,CPFlor.C,0.543153821659559
CPFlor,C,BA,CPFlor.C,0.563924732550878
CPFlor,C,BA,CPFlor.C,0.662937118327249
CPFlor,C,BA,CPFlor.C,0.626542966642525
CPFlor,C,BA,CPFlor.C,0.674306526520528
CPFlor,C,BA,CPFlor.C,0.674409687803271
CPFlor,C,BA,CPFlor.C,0.573688225669053
CPFlor,C,BA,CPFlor.C,0.644898111324658
CPFlor,C,BA,CPFlor.C,0.631772184691417
CPFlor,C,BA,CPFlor.C,0.643291847490811
CPFlor,C,BA,CPFlor.C,0.652563605945984
CPFlor,C,BA,CPFlor.C,0.66349798197563
CPFlor,C,BA,CPFlor.C,0.676175757645972
CPFlor,C,BA,CPFlor.C,0.644435740471362
CPFlor,C,BA,CPFlor.C,0.676214425458999
CPFlor,C,BA,CPFlor.C,0.524777593599849
CPFlor,C,BA,CPFlor.C,0.548417884113503
CPFlor,C,BA,CPFlor.C,0.621958622776328
CPFlor,C,BA,CPFlor.C,0.677858561946537
CPFlor,C,BA,CPFlor.C,0.581073837958047
CPFlor,C,BA,CPFlor.C,0.533934572605013
CPFlor,C,BA,CPFlor.C,0.497815618526387
CPFlor,C,BA,CPFlor.C,0.571509809641712
CPFlor,C,BA,CPFlor.C,0.615317032971761
CPFlor,C,BA,CPFlor.C,0.65932256632317
CPFlor,C,BA,CPFlor.C,0.677827035030495
CPFlor,C,BA,CPFlor.C,0.61643191779717
CPFlor,C,BA,CPFlor.C,0.592858388267658
CPFlor,C,BA,CPFlor.C,0.562159637186169
CPFlor,C,BA,CPFlor.C,0.575332432369581
CPFlor,C,BA,CPFlor.C,0.631202091675055
CPFlor,C,BA,CPFlor.C,0.601302378407427
CPFlor,C,BA,CPFlor.C,0.610506700343968
CPFlor,C,BA,CPFlor.C,0.571615528223831
CPFlor,C,BA,CPFlor.C,0.578931585655993
CPFlor,C,BA,CPFlor.C,0.5879062030873
CPFlor,C,BA,CPFlor.C,0.59805330824695
CPFlor,C,BA,CPFlor.C,0.631095911152942
CPFlor,C,BA,CPFlor.C,0.666953209968727
CPFlor,C,BA,CPFlor.C,0.578251765603605
CPFlor,C,BA,CPFlor.C,0.561847918842663
CPFlor,C,BA,CPFlor.C,0.627843695203781
CPFlor,C,BA,CPFlor.C,0.576217128771889
CPFlor,C,BA,CPFlor.C,0.56500257695962
CPFlor,C,BA,CPFlor.C,0.525236087094568
CPFlor,C,BA,CPFlor.C,0.556273433428922
CPFlor,C,BA,CPFlor.C,0.551138476169759
CPFlor,C,BA,CPFlor.C,0.600752250024292
CPFlor,C,BA,CPFlor.C,0.627117385469791
CPFlor,C,BA,CPFlor.C,0.647374085235708
CPFlor,C,BA,CPFlor.C,0.621492578634751
CPFlor,C,BA,CPFlor.C,0.571191538875121
CPFlor,C,BA,CPFlor.C,0.607613598280209
CPFlor,C,BA,CPFlor.C,0.609508994602543
CPFlor,C,BA,CPFlor.C,0.600597565350774
CPFlor,C,BA,CPFlor.C,0.606645588078361
CPFlor,C,BA,CPFlor.C,0.620942142461689
CPFlor,C,BA,CPFlor.C,0.625236298650058
CPFlor,C,BA,CPFlor.C,0.664218138866525
CPFlor,C,BA,CPFlor.C,0.643474937375205
CPFlor,C,BA,CPFlor.C,0.751448045969295
CPFlor,C,BA,CPFlor.C,0.694187855707571
CPFlor,C,BA,CPFlor.C,0.694145715610572
CPFlor,C,BA,CPFlor.C,0.588497893988757
CPFlor,C,BA,CPFlor.C,0.618684442416075
CPFlor,C,BA,CPFlor.C,0.528424706133056
CPFlor,C,BA,CPFlor.C,0.529618665961357
CPFlor,C,BA,CPFlor.C,0.547841983383835
CPFlor,C,BA,CPFlor.C,0.611115401529362
CPFlor,C,BA,CPFlor.C,0.618554324669184
CPFlor,C,BA,CPFlor.C,0.700034900601032
CPFlor,C,BA,CPFlor.C,0.693493569797581
CPFlor,C,BA,CPFlor.C,0.638056390406242
CPFlor,C,BA,CPFlor.C,0.665384424664729
CPFlor,C,BA,CPFlor.C,0.591427832339135
CPFlor,C,BA,CPFlor.C,0.608045174796313
CPFlor,C,BA,CPFlor.C,0.562517909596612
CPFlor,C,BA,CPFlor.C,0.626601154236979
CPFlor,C,BA,CPFlor.C,0.600172483501975
CPFlor,C,BA,CPFlor.C,0.604726858201925
CPFlor,C,BA,CPFlor.C,0.618215462323716
CPFlor,C,BA,CPFlor.C,0.572933810661335
CPFlor,C,BA,CPFlor.C,0.536958048041646
CPFlor,C,BA,CPFlor.C,0.624525603095077
CPFlor,C,BA,CPFlor.C,0.687712530460363
CPFlor,C,BA,CPFlor.C,0.539292733046483
CPFlor,C,BA,CPFlor.C,0.578928766093688
CPFlor,C,BA,CPFlor.C,0.545959942731007
CPFlor,C,BA,CPFlor.C,0.618182690356897
CPFlor,C,BA,CPFlor.C,0.585219123588431
CPFlor,C,BA,CPFlor.C,0.612007719827164
CPFlor,C,BA,CPFlor.C,0.649052049291657
CPFlor,C,BA,CPFlor.C,0.655267970420416
CPFlor,C,BA,CPFlor.C,0.55101723437429
CPFlor,C,BA,CPFlor.C,0.602549864659654
CPFlor,C,BA,CPFlor.C,0.589456577054867
CPFlor,C,BA,CPFlor.C,0.534949522338672
CPFlor,C,BA,CPFlor.C,0.575038414564538
CPFlor,C,BA,CPFlor.C,0.60626717101171
CPFlor,C,BA,CPFlor.C,0.603326804236519
CPFlor,C,BA,CPFlor.C,0.572041120025944
CPFlor,C,BA,CPFlor.C,0.615221874919062
CPFlor,C,BA,CPFlor.C,0.609727185055155
CPFlor,C,BA,CPFlor.C,0.633101198158647
CPFlor,C,BA,CPFlor.C,0.609304056763992
CPFlor,C,BA,CPFlor.C,0.602798888708924
CPFlor,C,BA,CPFlor.C,0.588986214149302
CPFlor,C,BA,CPFlor.C,0.652472572549599
CPFlor,C,BA,CPFlor.C,0.629083863099661
CPFlor,C,BA,CPFlor.C,0.522267839033484
CPFlor,C,BA,CPFlor.C,0.581013198379961
CPFlor,C,BA,CPFlor.C,0.537400358086609
CPFlor,C,BA,CPFlor.C,0.538892911576808
CPFlor,C,BA,CPFlor.C,0.631137182417516
CPFlor,C,BA,CPFlor.C,0.588002330982764
CPFlor,C,BA,CPFlor.C,0.542648275144331
CPFlor,C,BA,CPFlor.C,0.626217849810517
CPFlor,C,BA,CPFlor.C,0.660673905500119
CPFlor,C,BA,CPFlor.C,0.636240856035912
CPFlor,C,BA,CPFlor.C,0.698109504784195
CPFlor,C,BA,CPFlor.C,0.714949018051538
CPFlor,C,BA,CPFlor.C,0.664536038281305
CPFlor,C,BA,CPFlor.C,0.601767542972931
CPFlor,C,BA,CPFlor.C,0.603282211213358
CPFlor,C,BA,CPFlor.C,0.651207145750905
CPFlor,C,BA,CPFlor.C,0.606319996106236
CPFlor,C,BA,CPFlor.C,0.63417638852504
CPFlor,C,BA,CPFlor.C,0.694287638533656
CPFlor,C,BA,CPFlor.C,0.65896669886606
CPFlor,C,BA,CPFlor.C,0.656395551802319
CPFlor,C,BA,CPFlor.C,0.651926844576921
CPFlor,C,BA,CPFlor.C,0.632281968489771
CPFlor,C,BA,CPFlor.C,0.629885025852937
CPFlor,C,BA,CPFlor.C,0.61608341611524
CPFlor,C,BA,CPFlor.C,0.631691660024833
CPFlor,C,BA,CPFlor.C,0.601267623702831
CPFlor,C,BA,CPFlor.C,0.608864495550174
CPFlor,C,BA,CPFlor.C,0.707304859092937
CPFlor,C,BA,CPFlor.C,0.654765224700182
CPFlor,C,BA,CPFlor.C,0.540883450433513
CPFlor,C,BA,CPFlor.C,0.594704372319152
CPFlor,C,BA,CPFlor.C,0.595783284619295
CPFlor,C,BA,CPFlor.C,0.594967949631723
CPFlor,C,BA,CPFlor.C,0.599399003913179
CPFlor,C,BA,CPFlor.C,0.583478338254136
CPFlor,C,BA,CPFlor.C,0.641698368743229
CPFlor,C,BA,CPFlor.C,0.543512747474223
CPFlor,C,BA,CPFlor.C,0.596890283853256
CPFlor,C,BA,CPFlor.C,0.560029069667389
CPFlor,C,BA,CPFlor.C,0.593317835775132
CPFlor,C,BA,CPFlor.C,0.59914757390572
CPFlor,C,BA,CPFlor.C,0.578034339353549
CPFlor,C,BA,CPFlor.C,0.545159386667419
CPFlor,C,BA,CPFlor.C,0.607684492743107
CPFlor,C,BA,CPFlor.C,0.625225681920549
CPFlor,C,BA,CPFlor.C,0.612771115951913
CPFlor,C,BA,CPFlor.C,0.62058201945967
CPFlor,C,BA,CPFlor.C,0.597887914902915
CPFlor,C,BA,CPFlor.C,0.564949170113417
CPFlor,C,BA,CPFlor.C,0.530349220474894
CPFlor,C,BA,CPFlor.C,0.521703018901607
CPFlor,C,BA,CPFlor.C,0.598469432573307
CPFlor,C,BA,CPFlor.C,0.628865212049897
CPFlor,C,BA,CPFlor.C,0.645210172328468
CPFlor,C,BA,CPFlor.C,0.572534258600116
CPFlor,C,BA,CPFlor.C,0.526969236919086
CPFlor,C,BA,CPFlor.C,0.522503512118785
CPFlor,C,BA,CPFlor.C,0.560600616925425
CPFlor,C,BA,CPFlor.C,0.503799022565548
CPFlor,C,BA,CPFlor.C,0.552752932653031
CPFlor,C,BA,CPFlor.C,0.582174088071532
CPFlor,C,BA,CPFlor.C,0.605698480186448
CPFlor,C,BA,CPFlor.C,0.618296103264456
CPFlor,C,BA,CPFlor.C,0.558358157528021
CPFlor,C,BA,CPFlor.C,0.494012371271116
CPFlor,C,BA,CPFlor.C,0.501664098171312
CPFlor,C,BA,CPFlor.C,0.523320079903721
CPFlor,C,BA,CPFlor.C,0.552612096880947
CPFlor,C,BA,CPFlor.C,0.61132115319749
CPFlor,C,BA,CPFlor.C,0.621655912769046
CPFlor,C,BA,CPFlor.C,0.62614055469676
CPFlor,C,BA,CPFlor.C,0.561967148752498
CPFlor,C,BA,CPFlor.C,0.596954010869787
CPFlor,C,BA,CPFlor.C,0.595882720564205
CPFlor,C,BA,CPFlor.C,0.59224039513513
CPFlor,C,BA,CPFlor.C,0.55252840435533
CPFlor,C,BA,CPFlor.C,0.599050847296189
CPFlor,C,BA,CPFlor.C,0.545821364826758
CPFlor,C,BA,CPFlor.C,0.529342595986042
CPFlor,C,BA,CPFlor.C,0.545663493563358
CPFlor,C,BA,CPFlor.C,0.531410314508796
CPFlor,C,BA,CPFlor.C,0.518951044226015
CPFlor,C,BA,CPFlor.C,0.50954221847868
CPFlor,C,BA,CPFlor.C,0.537714243434887
CPFlor,C,BA,CPFlor.C,0.521173440349851
CPFlor,C,BA,CPFlor.C,0.561186111966463
CPFlor,C,BA,CPFlor.C,0.628457176898064
CPFlor,C,BA,CPFlor.C,0.662121383914274
CPFlor,C,BA,CPFlor.C,0.63208190774459
CPFlor,C,BA,CPFlor.C,0.588700110763435
CPFlor,C,BA,CPFlor.C,0.601322185841502
CPFlor,C,BA,CPFlor.C,0.564658059186861
CPFlor,C,BA,CPFlor.C,0.523183984650924
CPFlor,C,BA,CPFlor.C,0.488782660187973
CPFlor,C,BA,CPFlor.C,0.58091034912894
CPFlor,C,BA,CPFlor.C,0.675781639809204
CPFlor,C,BA,CPFlor.C,0.605219727377044
CPFlor,C,BA,CPFlor.C,0.625108091340613
CPFlor,C,BA,CPFlor.C,0.616600364654334
CPFlor,C,BA,CPFlor.C,0.621458476049035
CPFlor,C,BA,CPFlor.C,0.666434184827598
CPFlor,C,BA,CPFlor.C,0.607010324960952
CPFlor,C,BA,CPFlor.C,0.561139595916746
CPFlor,C,BA,CPFlor.C,0.573661691606082
CPFlor,C,BA,CPFlor.C,0.541747204816967
CPFlor,C,BA,CPFlor.C,0.622346084935774
CPFlor,C,BA,CPFlor.C,0.643212029632717
CPFlor,C,BA,CPFlor.C,0.58478436903211
CPFlor,C,BA,CPFlor.C,0.518966099061817
CPFlor,C,BA,CPFlor.C,0.674912662015121
CPFlor,C,BA,CPFlor.C,0.65937777954761
CPFlor,C,BA,CPFlor.C,0.662781497677824
CPFlor,C,BA,CPFlor.C,0.581780400940517
CPFlor,C,BA,CPFlor.C,0.616643561342515
CPFlor,C,BA,CPFlor.C,0.562163909659306
CPFlor,C,BA,CPFlor.C,0.671978338011859
CPFlor,C,BA,CPFlor.C,0.661138305050923
CPFlor,C,BA,CPFlor.C,0.534305801273328
CPFlor,C,BA,CPFlor.C,0.508301236917059
CPFlor,C,BA,CPFlor.C,0.539506261380155
CPFlor,C,BA,CPFlor.C,0.611182445925009
CPFlor,C,BA,CPFlor.C,0.660689309727012
CPFlor,C,BA,CPFlor.C,0.65596763773469
CPFlor,C,BA,CPFlor.C,0.569204088134351
CPFlor,C,BA,CPFlor.C,0.633204046390118
CPFlor,C,BA,CPFlor.C,0.554447795577749
CPFlor,C,BA,CPFlor.C,0.569348492907858
CPFlor,C,BA,CPFlor.C,0.619194150358677
CPFlor,C,BA,CPFlor.C,0.508002887144056
CPFlor,C,BA,CPFlor.C,0.611443788902494
CPFlor,C,BA,CPFlor.C,0.643897306872866
CPFlor,C,BA,CPFlor.C,0.639048380008665
CPFlor,C,BA,CPFlor.C,0.60518589481442
CPFlor,C,BA,CPFlor.C,0.569321029648694
CPFlor,C,BA,CPFlor.C,0.644699560415492
CPFlor,C,BA,CPFlor.C,0.546954884219969
CPFlor,C,BA,CPFlor.C,0.568459247109335
CPFlor,C,BA,CPFlor.C,0.624016077610137
CPFlor,C,BA,CPFlor.C,0.605436354385999
CPFlor,C,BA,CPFlor.C,0.615027025451777
CPFlor,C,BA,CPFlor.C,0.653379092007241
CPFlor,C,BA,CPFlor.C,0.614538280584504
CPFlor,C,BA,CPFlor.C,0.667630708877014
CPFlor,C,BA,CPFlor.C,0.619412375417512
CPFlor,C,BA,CPFlor.C,0.583143308674242
CPFlor,C,BA,CPFlor.C,0.571791137432958
CPFlor,C,BA,CPFlor.C,0.605678530578477
CPFlor,C,BA,CPFlor.C,0.618013463423894
CPFlor,C,BA,CPFlor.C,0.571821979313053
CPFlor,C,BA,CPFlor.C,0.501415712364863
CPFlor,C,BA,CPFlor.C,0.535347512241091
CPFlor,C,BA,CPFlor.C,0.603508622220019
CPFlor,C,BA,CPFlor.C,0.602402293740014
CPFlor,C,BA,CPFlor.C,0.623371092717787
CPFlor,C,BA,CPFlor.C,0.571791439129752
CPFlor,C,BA,CPFlor.C,0.62697526122673
CPFlor,C,BA,CPFlor.C,0.671858179651071
CPFlor,C,BA,CPFlor.C,0.650447758506511
CPFlor,C,BA,CPFlor.C,0.650238274128432
CPFlor,C,BA,CPFlor.C,0.64066567517879
CPFlor,C,BA,CPFlor.C,0.555135361361381
CPFlor,C,BA,CPFlor.C,0.467548293152739
CPFlor,C,BA,CPFlor.C,0.46930993440402
CPFlor,C,BA,CPFlor.C,0.566643205436977
CPFlor,C,BA,CPFlor.C,0.627536708797854
CPFlor,C,BA,CPFlor.C,0.580331718613759
CPFlor,C,BA,CPFlor.C,0.525004976337616
CPFlor,C,BA,CPFlor.C,0.531723496143188
CPFlor,C,BA,CPFlor.C,0.58092525661055
CPFlor,C,BA,CPFlor.C,0.541294121979444
CPFlor,C,BA,CPFlor.C,0.532042772527548
CPFlor,C,BA,CPFlor.C,0.571168991088269
CPFlor,C,BA,CPFlor.C,0.643383533242057
CPFlor,C,BA,CPFlor.C,0.680596388092174
CPFlor,C,BA,CPFlor.C,0.699246095890246
CPFlor,C,BA,CPFlor.C,0.652197558690596
CPFlor,C,BA,CPFlor.C,0.601190677034496
CPFlor,C,BA,CPFlor.C,0.639229194197751
CPFlor,C,BA,CPFlor.C,0.605538012771092
CPFlor,C,BA,CPFlor.C,0.550400376959059
CPFlor,C,BA,CPFlor.C,0.594367558395665
CPFlor,C,BA,CPFlor.C,0.585816925510439
CPFlor,C,BA,CPFlor.C,0.564010924584222
CPFlor,C,BA,CPFlor.C,0.595195003754747
CPFlor,C,BA,CPFlor.C,0.582335977873569
CPFlor,C,BA,CPFlor.C,0.628686970955887
CPFlor,C,BA,CPFlor.C,0.700937582405936
CPFlor,C,BA,CPFlor.C,0.703685653743324
CPFlor,C,BA,CPFlor.C,0.635515986307251
CPFlor,C,BA,CPFlor.C,0.555627428922664
CPFlor,C,BA,CPFlor.C,0.560887895316582
CPFlor,C,BA,CPFlor.C,0.560400350946894
CPFlor,C,BA,CPFlor.C,0.489655091815237
CPFlor,C,BA,CPFlor.C,0.568599376321938
CPFlor,C,BA,CPFlor.C,0.540388501617694
CPFlor,C,BA,CPFlor.C,0.524547090441773
CPFlor,C,BA,CPFlor.C,0.58095843082558
CPFlor,C,BA,CPFlor.C,0.643898243518265
CPFlor,C,BA,CPFlor.C,0.64340151887883
CPFlor,C,BA,CPFlor.C,0.523409835893735
CPFlor,C,BA,CPFlor.C,0.515324777517664
CPFlor,C,BA,CPFlor.C,0.504022047540025
CPFlor,C,BA,CPFlor.C,0.512655609239735
CPFlor,C,BA,CPFlor.C,0.61089210288109
CPFlor,C,BA,CPFlor.C,0.565496156198807
CPFlor,C,BA,CPFlor.C,0.545311112661559
CPFlor,C,BA,CPFlor.C,0.585879846825653
CPFlor,C,BA,CPFlor.C,0.543554483992023
CPFlor,C,BA,CPFlor.C,0.563331173916098
CPFlor,C,BA,CPFlor.C,0.629968590058513
CPFlor,C,BA,CPFlor.C,0.536343095398995
CPFlor,C,BA,CPFlor.C,0.550280489683377
CPFlor,C,BA,CPFlor.C,0.552423515553734
CPFlor,C,BA,CPFlor.C,0.533823602778066
CPFlor,C,BA,CPFlor.C,0.612322038586173
CPFlor,C,BA,CPFlor.C,0.637622051626723
CPFlor,C,BA,CPFlor.C,0.705059073041718
CPFlor,C,BA,CPFlor.C,0.659105489214335
CPFlor,C,BA,CPFlor.C,0.660525622372281
CPFlor,C,BA,CPFlor.C,0.554919887502994
CPFlor,C,BA,CPFlor.C,0.614106860004783
CPFlor,C,BA,CPFlor.C,0.609580699378133
CPFlor,C,BA,CPFlor.C,0.628740153988174
CPFlor,C,BA,CPFlor.C,0.636725268664956
CPFlor,C,BA,CPFlor.C,0.630145787229252
CPFlor,C,BA,CPFlor.C,0.629116157801894
CPFlor,C,BA,CPFlor.C,0.673099076232294
CPFlor,C,BA,CPFlor.C,0.651283786995478
CPFlor,C,BA,CPFlor.C,0.596310913296112
CPFlor,C,BA,CPFlor.C,0.555013000595489
CPFlor,C,BA,CPFlor.C,0.613381250701168
CPFlor,C,BA,CPFlor.C,0.591860515703833
CPFlor,C,BA,CPFlor.C,0.643336351216815
CPFlor,C,BA,CPFlor.C,0.560963844755678
CPFlor,C,BA,CPFlor.C,0.602400317128763
CPFlor,C,BA,CPFlor.C,0.614314384592361
CPFlor,C,BA,CPFlor.C,0.561871566331225
CPFlor,C,BA,CPFlor.C,0.495862919917395
CPFlor,C,BA,CPFlor.C,0.521268971996418
CPFlor,C,BA,CPFlor.C,0.538648817567728
CPFlor,C,BA,CPFlor.C,0.556306070431701
CPFlor,C,BA,CPFlor.C,0.552941883982918
CPFlor,C,BA,CPFlor.C,0.597372997690459
CPFlor,C,BA,CPFlor.C,0.574954695654041
CPFlor,C,BA,CPFlor.C,0.633172439326319
CPFlor,C,BA,CPFlor.C,0.615767693176811
CPFlor,C,BA,CPFlor.C,0.657681819805258
CPFlor,C,BA,CPFlor.C,0.599294658958463
CPFlor,C,BA,CPFlor.C,0.585059041038397
CPFlor,C,BA,CPFlor.C,0.558373109654973
CPFlor,C,BA,CPFlor.C,0.564371987386483
CPFlor,C,BA,CPFlor.C,0.637853678349549
CPFlor,C,BA,CPFlor.C,0.580318775398701
CPFlor,C,BA,CPFlor.C,0.491956863367918
CPFlor,C,BA,CPFlor.C,0.518542505325599
CPFlor,C,BA,CPFlor.C,0.559636693457307
CPFlor,C,BA,CPFlor.C,0.597806206042356
CPFlor,C,BA,CPFlor.C,0.556650752137467
CPFlor,C,BA,CPFlor.C,0.578380918334328
CPFlor,C,BA,CPFlor.C,0.586246248457242
CPFlor,C,BA,CPFlor.C,0.592936413017238
CPFlor,C,BA,CPFlor.C,0.608325674154787
CPFlor,C,BA,CPFlor.C,0.550415255484051
CPFlor,C,BA,CPFlor.C,0.567026004071451
CPFlor,C,BA,CPFlor.C,0.582137282875341
CPFlor,C,BA,CPFlor.C,0.600676362169997
CPFlor,C,BA,CPFlor.C,0.622092591348875
CPFlor,C,BA,CPFlor.C,0.62740016085525
CPFlor,C,BA,CPFlor.C,0.54993354981371
CPFlor,C,BA,CPFlor.C,0.52487953763672
CPFlor,C,BA,CPFlor.C,0.555981152791052
CPFlor,C,BA,CPFlor.C,0.576231512171196
CPFlor,C,BA,CPFlor.C,0.534500695858921
CPFlor,C,BA,CPFlor.C,0.513791233221455
CPFlor,C,BA,CPFlor.C,0.51786917150523
CPFlor,C,BA,CPFlor.C,0.549627368660343
CPFlor,C,BA,CPFlor.C,0.589834230815196
CPFlor,C,BA,CPFlor.C,0.570187174874812
CPFlor,C,BA,CPFlor.C,0.54962132215394
CPFlor,C,BA,CPFlor.C,0.562584189896462
CPFlor,C,BA,CPFlor.C,0.556411954466615
CPFlor,C,BA,CPFlor.C,0.594865410191729
CPFlor,C,BA,CPFlor.C,0.638867757644493
CPFlor,C,BA,CPFlor.C,0.637839935553005
CPFlor,C,BA,CPFlor.C,0.653964586371956
CPFlor,C,BA,CPFlor.C,0.636087759295811
CPFlor,C,BA,CPFlor.C,0.588630457559889
CPFlor,C,BA,CPFlor.C,0.556906720041304
CPFlor,C,BA,CPFlor.C,0.613321997325566
CPFlor,C,BA,CPFlor.C,0.609571844504646
CPFlor,C,BA,CPFlor.C,0.649743559006745
CPFlor,C,BA,CPFlor.C,0.549167131613356
CPFlor,C,BA,CPFlor.C,0.564656309280451
CPFlor,C,BA,CPFlor.C,0.567087729028539
CPFlor,C,BA,CPFlor.C,0.604759905486216
CPFlor,C,BA,CPFlor.C,0.58320184243671
CPFlor,C,BA,CPFlor.C,0.525944034291524
CPFlor,C,BA,CPFlor.C,0.624526485034251
CPFlor,C,BA,CPFlor.C,0.603453981688774
CPFlor,C,BA,CPFlor.C,0.58242904740294
CPFlor,C,BA,CPFlor.C,0.663496695987317
CPFlor,C,BA,CPFlor.C,0.652081371313609
CPFlor,C,BA,CPFlor.C,0.648481890779866
CPFlor,C,BA,CPFlor.C,0.646143895751729
CPFlor,C,BA,CPFlor.C,0.630748150916656
CPFlor,C,BA,CPFlor.C,0.551348483389504
CPFlor,C,BA,CPFlor.C,0.645621590584433
CPFlor,C,BA,CPFlor.C,0.547633168514318
CPFlor,C,BA,CPFlor.C,0.526009107061837
CPFlor,C,BA,CPFlor.C,0.593860151773443
CPFlor,C,BA,CPFlor.C,0.584116892562732
CPFlor,C,BA,CPFlor.C,0.582297996038979
CPFlor,C,BA,CPFlor.C,0.585004778582196
CPFlor,C,BA,CPFlor.C,0.511469123124585
CPFlor,C,BA,CPFlor.C,0.49600675963943
CPFlor,C,BA,CPFlor.C,0.552776674534488
CPFlor,C,BA,CPFlor.C,0.634015130730598
CPFlor,C,BA,CPFlor.C,0.577265713799595
CPFlor,C,BA,CPFlor.C,0.553125357147055
CPFlor,C,BA,CPFlor.C,0.644043978414385
CPFlor,C,BA,CPFlor.C,0.641907299511075
CPFlor,C,BA,CPFlor.C,0.552850134531527
CPFlor,C,BA,CPFlor.C,0.644624291721053
CPFlor,C,BA,CPFlor.C,0.543007271492149
CPFlor,C,BA,CPFlor.C,0.625418846345144
CPFlor,C,BA,CPFlor.C,0.611414560678429
CPFlor,C,BA,CPFlor.C,0.602402288361834
CPFlor,C,BA,CPFlor.C,0.62447931133943
CPFlor,C,BA,CPFlor.C,0.603310151570228
CPFlor,C,BA,CPFlor.C,0.625800774212215
CPFlor,C,BA,CPFlor.C,0.597284280012756
CPFlor,C,BA,CPFlor.C,0.574079970417562
CPFlor,C,BA,CPFlor.C,0.619884940856636
CPFlor,C,BA,CPFlor.C,0.653752855694587
CPFlor,C,BA,CPFlor.C,0.647132118633244
CPFlor,C,BA,CPFlor.C,0.639773192629395
CPFlor,C,BA,CPFlor.C,0.635399297568483
CPFlor,C,BA,CPFlor.C,0.64274712885909
CPFlor,C,BA,CPFlor.C,0.543216782014569
CPFlor,C,BA,CPFlor.C,0.550185220183268
CPFlor,C,BA,CPFlor.C,0.520991120802563
CPFlor,C,BA,CPFlor.C,0.594542680344627
CPFlor,C,BA,CPFlor.C,0.623717535756814
CPFlor,C,BA,CPFlor.C,0.584231101748972
CPFlor,C,BA,CPFlor.C,0.645604948425666
CPFlor,C,BA,CPFlor.C,0.608630132059295
CPFlor,C,BA,CPFlor.C,0.595011537679897
CPFlor,C,BA,CPFlor.C,0.645662712290863
CPFlor,C,BA,CPFlor.C,0.598016463342272
CPFlor,C,BA,CPFlor.C,0.699687671017343
CPFlor,C,BA,CPFlor.C,0.589182487506968
CPFlor,C,BA,CPFlor.C,0.60241344117011
CPFlor,C,BA,CPFlor.C,0.576285426585719
CPFlor,C,BA,CPFlor.C,0.587644119629246
CPFlor,C,BA,CPFlor.C,0.600114187184997
CPFlor,C,BA,CPFlor.C,0.639284051655853
CPFlor,C,BA,CPFlor.C,0.638298825863938
CPFlor,C,BA,CPFlor.C,0.603547433236743
CPFlor,C,BA,CPFlor.C,0.57575720534733
CPFlor,C,BA,CPFlor.C,0.573594857049399
CPFlor,C,BA,CPFlor.C,0.595729537759607
CPFlor,C,BA,CPFlor.C,0.583379396123111
CPFlor,C,BA,CPFlor.C,0.584408758722663
CPFlor,C,BA,CPFlor.C,0.613272892715815
