,BA,BB
15061773,23.691,25.179
15061777,29.794,29.298
15061778,35.423,35.638
15061784,35.38,35.562
15061785,45.744,43.33
15061788,24.482,24.891
15061790,30.067,30.058
15061795,24.751,24.154
15061797,35.487,35.559
15061798,37.672,37.837
15061800,30.101,29.629
15061801,49.324,49.811
15061808,49.104,49.424
15061811,23.458,23.871
15061813,42.702,42.552
15061815,37.172,37.206
15061826,37.827,38.12
15061905,42.525,41.926
15061906,26.119,26.718
15061908,35.361,37.229
15061909,24.047,25.17
15061910,36.483,36.517
15061911,47.238,47.979
15061912,46.312,45.561
15061915,46.606,47.543
15061917,50.847,50.514
15061918,35.279,35.069
15061926,36.671,36.599
15061927,40.983,44.645
15061928,34.356,39.044
15061929,35.712,36.2
15061930,34.738,34.557
15061933,25.488,24.873
15061934,34.006,34.943
15061935,46.928,47.964
15061937,24.436,24.274
15061939,35.148,35.078
15061941,46.868,47.131
15061942,30.415,31.818
15061944,49.08,50.972
15061945,50.481,50.404
15061946,23.616,23.634
15061948,25.425,24.865
15061949,32.382,32.634
15061951,50.915,50.744
15061952,34.153,34.872
15061953,24.904,25.238
15061958,43.667,42.693
15061960,25.594,26.672
15061961,25.196,25.664
15061962,46.617,47.372
15061963,35.033,35.099
15061965,29.42,30.469
15061966,28.899,29.406
15061967,29.738,30.165
15061968,29.756,30.054
15062036,34.275,32.934
15062038,50.999,50.568
15062039,42.523,42.117
15062046,46.428,45.351
15062050,35.635,38.064
15062051,50.831,50.474
15062067,48.677,49.465
15062069,24.402,24.802
15062071,23.873,23.461
15062080,44.185,44.517
15062092,25.625,25.355
15062094,25.395,25.695
15062097,23.547,24.047
15062099,34.115,34.345
15062100,55.02,57.775
15062101,22.414,21.757
15062102,46.793,48.624
15062103,39.082,39.012
15062105,25.314,25.68
15062106,34.893,35.148
15062107,31.644,30.534
15062108,35.7,35.613
15062109,50.895,50.531
15062111,33.072,35.841
15062112,25.106,25.653
15062114,33.014,32.617
15062117,50.54,50.426
15062118,50.798,50.498
15062122,30.22,27.509
15062124,25.68,25.188
15062126,26.603,27.67
15062130,41.96,42.196
15062136,42.314,43.291
15062137,34.872,34.577
15062138,25.067,24.434
15062139,49.187,48.186
15062142,48.694,48.962
15062145,28.364,27.623
15062146,24.777,24.231
15062149,49.019,48.16
15062150,26.74,28.233
15062151,24.235,23.914
15062152,35.839,35.717
15062153,35.554,35.726
15062331,36.192,37.218
15062332,34.748,34.812
15062333,26.41,26.425
15062334,35.362,35.141
15062335,44.129,45.073
15062337,50.804,50.329
15062338,50.858,50.535
15062346,40.317,40.296
15062347,24.433,26.116
15062348,50.596,50.483
15062349,29.498,29.761
15062350,32.825,32.781
15062351,24.068,23.95
15062353,47.486,47.348
15062354,50.659,50.531
15062356,24.232,24.038
15062357,25.279,25.513
15062358,35.001,35.066
15062360,48.481,48.969
15062361,33.176,35.886
15062363,41.827,41.4
15062366,35.903,35.253
15062367,33.113,33.017
15062368,50.954,50.753
15062369,48.777,48.143
15062370,29.26,30.05
