,BA,BB
15060021,25.3,24.302
15060025,23.452,23.955
15060027,26.4,27.06
15060039,42.538,42.085
15060042,34.404,33.084
15060056,25.693,26.317
15060063,42.528,42.872
15060070,25.408,25.587
15060081,26.503,29.543
15060085,24.162,25.131
15060087,25.048,25.538
15060097,41.122,40.842
15060102,25.961,25.479
15060112,25.369,24.86
15060114,36.634,36.529
15060120,42.911,44.466
15060121,24.551,25.979
15060122,35.722,35.282
15060138,28.762,26.799
15060160,34.406,31.69
15060187,35.802,36.022
15060188,26.847,26.089
15060190,29.443,26.543
15060191,25.63,24.114
15060214,30.838,30.108
15060313,41.864,40.971
15060320,47.296,47.202
15060345,50.534,50.506
15060383,41.926,41.077
15060420,50.544,50.522
15060543,49.704,48.518
15060570,47.026,46.372
15060797,22.429,16.032
15060846,35.014,34.882
15060907,41.45,40.79
15060910,51.007,49.458
15060933,49.98,48.563
15060964,40.048,39.699
15061007,39.66,39.487
15061011,23.461,23.633
15061122,35.433,34.965
15061204,25.54,26.661
15061213,42.418,41.835
15061215,42.277,41.871
15061216,38.032,42.755
15061225,36.629,36.666
15061226,41.891,39.407
15061228,26.915,25.229
15061237,49.759,48.528
15061256,23.879,18.691
15061257,35.126,37.298
15061259,24.974,25.437
15061260,23.256,23.999
15061262,23.521,22.847
15061263,32.344,35.479
15061264,25.012,26.078
15061265,25.309,25.021
15061270,22.539,21.633
15061273,25.151,24.566
15061274,44.553,44.647
15061277,52.256,52.859
15061282,36.799,36.683
15061283,25.797,24.882
15061286,44.284,45.172
15061288,41.095,40.99
15061289,42.228,41.845
15061290,33.386,32.246
15061291,45.488,45.422
15061293,24.119,22.634
15061295,24.145,25.211
15061296,30.73,32.17
15061298,30.639,32.662
15061299,37.057,36.947
15061303,47.044,48.088
15061307,27.026,25.184
15061312,46.555,46.598
15061313,25.848,26.444
15061314,42.004,41.538
15061317,23.518,23.407
15061318,23.969,21.481
15061319,23.66,23.985
15061320,46.871,46.602
15061323,36.258,36.625
15061324,29.823,32.448
15061329,29.574,29.967
15061334,44.182,44.315
15061335,30.434,29.928
15061337,25.799,25.067
15061338,25.445,25.576
15061340,25.077,25.414
15061344,33.802,33.689
15061345,51.105,50.659
15061346,50.966,50.5
15061347,23.777,23.747
15061348,25.558,24.766
15061349,28.805,28.447
15061350,46.134,45.959
15061352,34.846,34.998
15061353,25.425,24.865
15061355,25.142,24.692
15061356,35.609,34.977
15061357,29.704,30.192
15061358,23.588,24.045
15061360,25.139,24.628
15061364,25.547,24.888
15061365,41.828,41.464
15061367,41.884,41.403
15061369,24.395,26.154
15061376,50.672,50.528
15061378,30.132,29.388
15061380,24.007,24.069
15061382,36.574,36.726
15061383,25.307,24.858
15061384,24.864,25.424
15061388,36.094,32.054
15061390,35.23,35.109
15061391,34.943,35.023
15061392,39.633,38.636
15061394,23.25,23.081
15061396,23.809,23.682
15061404,35.27,35.043
15061406,25.168,24.519
15061410,48.506,48.75
15061411,31.623,30.51
15061414,35.074,35.056
15061415,49.456,47.969
15061417,35.677,35.595
15061418,35.182,35.153
15061419,24.926,25.426
15061420,46.871,46.602
15061421,22.651,23.426
15061422,38.388,36.779
15061424,33.282,34.606
15061425,50.632,50.566
15061428,50.494,50.262
15061430,50.809,50.491
15061435,30.175,29.696
15061436,43.209,42.932
15061437,30.678,30.295
15061439,30.269,30.057
15061441,33.108,32.656
15061442,31.747,30.675
15061444,28.761,27.287
15061445,33.029,33.054
15061447,35.567,34.615
15061449,28.149,28.577
15061454,28.466,28.271
15061458,51.046,50.563
15061459,35.188,35.128
15061461,50.983,50.755
15061463,31.003,29.049
15061469,34.212,34.342
15061470,35.589,35.073
15061471,34.989,34.82
15061475,24.357,24.487
15061476,30.415,30.874
15061478,24.983,25.611
15061479,38.015,37.855
15061480,33.328,32.675
15061481,26.138,26.627
15061484,22.535,21.721
15061485,42.205,42.12
15061486,30.524,27.608
15061489,34.744,34.939
15061490,35.496,35.588
15061491,35.175,35.244
15061492,35.519,35.606
15061493,24.087,23.981
15061494,25.032,24.936
15061495,23.636,23.8
15061496,23.693,23.87
15061499,26.204,26.621
15061500,43.133,42.646
15061501,46.594,48.157
15061503,35.282,35.152
15061504,37.174,37.107
15061505,43.949,45.034
15061507,31.527,30.567
15061508,31.55,30.589
15061509,25.821,25.12
15061511,25.836,24.978
15061515,23.631,23.236
15061516,46.568,48.085
15061517,25.286,24.859
15061518,37.397,37.964
15061521,33.711,33.739
15061522,29.01,29.65
15061524,25.005,25.098
15061525,31.894,30.652
15061526,30.049,30.53
15061528,23.573,24.001
15061529,25.827,25.172
15061530,31.754,30.636
15061533,30.644,28.145
15061534,24.53,24.056
15061535,23.854,28.745
15061536,31.427,29.376
15061540,25.797,26.449
15061542,26.834,26.871
15061543,41.057,42.002
15061544,24.459,23.085
15061546,25.512,23.853
15061548,40.468,37.844
15061549,33.321,35.929
15061550,33.786,34.751
15061553,25.293,26.486
15061555,23.455,24.19
15061556,42.643,43.208
15061560,26.79,27.111
15061561,39.817,39.694
15061564,40.259,39.817
15061565,41.602,40.676
15061566,25.109,25.8
15061568,43.187,44.104
15061571,42.401,42.569
15061575,22.368,21.626
15061576,35.172,34.939
15061577,28.82,29.835
15061578,29.777,30.545
15061579,32.773,32.796
15061580,26.492,25.406
15061583,36.514,36.625
15061584,48.098,52.887
15061585,35.272,34.954
15061586,35.515,35.069
15061588,42.906,42.561
15061600,36.55,35.856
15061602,27.588,26.51
15061603,25.345,25.728
15061604,42.086,42.513
15061605,46.522,49.793
15061608,34.989,34.837
15061609,25.124,25.462
15061610,25.407,24.877
15061612,31.856,29.327
15061613,36.784,36.676
15061619,34.85,35.02
15061621,46.406,48.034
15061622,26.827,28.233
15061623,23.421,24.026
15061624,25.718,25.258
15061628,25.954,25.139
15061631,24.864,23.984
15061632,36.802,36.76
15061637,23.401,24.049
15061638,23.511,24.089
15061639,52.963,52.979
15061640,29.954,31.115
15061642,23.049,23.867
15061645,29.979,30.987
15061646,23.436,23.183
15061647,23.608,23.985
15061648,41.567,41.654
15061649,29.996,28.749
15061650,33.19,32.168
15061651,31.878,30.652
15061653,50.637,50.703
15061654,36.493,36.73
15061655,49.631,46.169
15061658,36.935,36.697
15061659,35.618,35.121
15061661,36.61,36.693
15061662,27.915,28.087
15061665,48.49,48.703
15061668,48.148,47.731
15061670,52.452,52.351
15061671,41.614,41.372
15061673,50.414,49.13
15061677,35.408,35.191
15061678,34.881,35.014
15061679,30.256,29.669
15061680,52.252,52.531
15061682,23.187,23.609
15061683,25.271,24.805
15061684,34.512,36.893
15061686,25.369,24.86
15061687,33.007,33.972
15061688,25.396,24.858
15061689,35.01,35.015
15061704,23.394,23.898
15061706,51.407,50.967
15061709,47.378,47.29
15061712,28.091,28.324
15061713,23.492,23.988
15061714,48.883,48.191
15061717,29.27,26.191
15061718,28.534,28.506
15061720,52.568,51.093
15061723,46.694,48.502
15061724,37.481,37.51
15061725,49.31,48.345
15061726,50.51,49.327
15061729,33.811,34.761
15061730,33.836,34.788
15061733,36.25,36.132
15061734,35.211,35.144
15061735,49.067,48.107
15061736,33.23,34.622
15061737,33.874,34.632
15061738,35.542,35.673
15061740,21.207,20.898
15061742,25.512,23.909
15061744,38.436,38.253
15061747,23.454,23.185
15061751,35.361,34.913
15061752,21.142,20.715
15061753,35.661,35.667
15061754,44.887,47.079
15061755,30.724,29.194
15061756,31.364,29.521
15061757,29.524,30.005
15061758,34.198,30.821
15061759,30.24,30.184
15061760,34.266,35.047
15061762,24.407,24.161
15061765,26.133,25.322
15061766,26.205,26.464
15061767,24.24,26.28
15061769,51.924,51.402
15061771,35.407,35.501
15061772,24.955,26.621
