,PREDICTED,ACTUAL
15060021,25.592,20
15060025,23.503,20
15060027,26.495,20
15060039,42.27,57
15060042,33.998,20
15060056,25.511,20
15060063,42.695,57
15060070,25.433,20
15060081,26.733,20
15060085,24.504,20
15060087,25.114,20
15060097,41.616,26
15060102,25.825,20
15060112,25.375,20
15060114,36.6,41
15060120,42.165,55
15060121,24.813,20
15060122,35.621,33
15060138,29.501,20
15060160,35.413,20
15060187,35.855,42
15060188,26.821,20
15060190,29.202,20
15060191,25.391,20
15060214,30.484,26
15060313,42.159,7
15060320,46.978,53
15060345,50.446,53
15060383,42.269,50
15060420,50.483,20
15060543,49.296,59
15060570,46.335,58
15060797,21.921,16
15060846,35.088,20
15060907,40.856,35
15060910,51.046,58
15060933,49.64,59
15060964,39.424,40
15061007,39.106,40
15061011,23.485,26
15061122,35.461,57
15061204,26.352,20
15061213,42.181,47
15061215,42.114,45
15061216,37.979,40
15061225,36.826,40
15061226,41.525,40
15061228,27.177,20
15061237,49.418,58
15061256,23.508,20
15061257,35.729,20
15061259,25.021,20
15061260,23.359,20
15061262,23.685,20
15061263,32.539,42
15061264,25.328,20
15061265,25.68,20
15061270,22.887,20
15061273,25.566,20
15061274,44.06,53
15061277,51.963,58
15061282,36.782,28
15061283,25.774,28
15061286,44.397,16
15061288,40.925,20
15061289,42.003,46
15061290,34.712,20
15061291,45.333,57
15061293,24.17,28
15061295,24.479,20
15061296,30.522,26
15061298,30.863,26
15061299,37.019,40
15061303,46.789,55
15061307,27.273,28
15061312,46.36,40
15061313,25.701,20
15061314,41.626,53
15061317,23.71,26
15061318,23.901,20
15061319,23.733,20
15061320,46.461,57
15061323,36.32,26
15061324,30.842,20
15061329,29.539,28
15061334,43.588,49
15061335,29.943,28
15061337,25.769,26
15061338,25.492,20
15061340,25.156,28
15061344,33.81,28
15061345,51.012,57
15061346,50.904,58
15061347,23.741,20
15061348,25.549,20
15061349,28.404,26
15061350,45.936,58
15061352,34.82,4
15061353,25.425,28
15061355,25.146,20
15061356,35.68,49
15061357,29.63,20
15061358,23.688,28
15061360,25.095,20
15061364,25.558,26
15061365,41.681,39
15061367,41.737,39
15061369,24.709,20
15061376,50.613,58
15061378,29.691,40
15061380,23.927,20
15061382,36.633,45
15061383,25.316,20
15061384,24.949,28
15061388,35.334,53
15061390,35.194,20
15061391,34.934,4
15061392,39.59,40
15061394,23.479,20
15061396,23.988,20
15061404,35.257,20
