,BA,BB
15060021,26.84,28.047
15060025,33.603,33.369
15060027,33.23,33.042
15060039,33.495,33.096
15060042,29.727,30.354
15060056,31.628,31.877
15060063,32.398,32.489
15060070,28.966,29.889
15060081,32.312,32.35
15060085,32.064,31.934
15060087,28.91,29.867
15060097,32.768,33.151
15060102,29.466,30.418
15060112,34.144,33.849
15060114,34.33,34.347
15060120,31.125,31.244
15060121,32.346,32.098
15060122,31.984,31.97
15060138,35.094,34.563
15060160,32.973,32.202
15060187,31.534,31.241
15060188,29.441,29.984
15060190,34.234,33.141
15060191,28.451,29.171
15060214,31.711,32.026
15060313,32.59,32.777
15060320,31.251,31.968
15060345,34.605,34.264
15060383,32.673,32.891
15060420,34.648,34.261
15060543,33.457,33.621
15060570,33.727,32.582
15060797,32.249,32.527
15060846,31.963,31.883
15060907,32.073,32.376
15060910,35.514,35.405
15060933,33.427,33.606
15060964,32.895,32.685
15061007,32.924,32.676
15061011,33.497,33.231
15061122,31.95,31.935
15061204,33.337,32.759
15061213,33.362,33.064
15061215,33.428,33.054
15061216,32.607,32.34
15061225,34.374,34.397
15061226,34.911,34.449
15061228,29.32,29.728
15061237,33.39,33.58
15061256,32.959,33.191
15061257,31.553,32.61
15061259,28.995,29.896
15061260,33.517,33.283
15061262,27.59,28.636
15061263,29.187,29.971
15061264,29.273,30.031
15061265,32.902,32.926
15061270,33.903,33.635
15061273,32.773,32.814
15061274,32.945,32.605
15061277,32.6,33.219
15061282,34.241,34.29
15061283,34.181,33.869
15061286,33.457,33.226
15061288,33.34,33.052
15061289,33.41,33.072
15061290,30.486,30.796
15061291,33.269,33.188
15061293,32.89,32.864
15061295,31.763,31.888
15061296,32.652,32.367
15061298,32.752,32.619
15061299,34.442,34.399
15061303,31.797,32.627
15061307,29.363,29.663
15061312,33.399,33.275
15061313,28.469,29.098
15061314,35.556,34.644
15061317,27.761,28.751
15061318,33.013,33.121
15061319,33.605,33.378
15061320,34.455,33.83
15061323,34.194,34.227
15061324,30.476,31.188
15061329,33.037,32.86
15061334,32.494,32.634
15061335,33.702,32.398
15061337,34.124,33.85
15061338,28.957,29.869
15061340,28.895,29.867
15061344,33.61,33.168
15061345,34.762,34.278
15061346,34.689,34.265
15061347,31.96,31.861
15061348,34.124,33.789
15061349,31.847,32.944
15061350,33.453,33.256
15061352,32.256,32.352
15061353,34.15,33.852
15061355,34.179,33.855
15061356,32.027,31.935
15061357,33.13,32.876
15061358,33.483,33.267
15061360,34.149,33.849
15061364,34.173,33.852
15061365,33.437,33.017
15061367,33.355,33.015
15061369,32.459,32.127
15061376,34.677,34.266
15061378,33.595,32.289
15061380,31.903,31.848
15061382,34.247,34.363
15061383,34.143,33.85
15061384,28.999,29.903
15061388,32.937,32.782
15061390,32.338,32.418
15061391,32.293,32.392
15061392,33.662,33.683
15061394,27.578,28.577
15061396,27.628,28.628
15061404,32.298,32.391
15061406,34.154,33.849
15061410,32.801,32.507
15061411,33.903,33.659
15061414,32.289,32.386
15061415,30.767,31.215
15061417,32.326,32.389
15061418,32.296,32.405
15061419,29.001,29.902
15061420,34.455,33.83
15061421,33.522,33.253
15061422,34.446,34.166
15061424,32.973,32.712
15061425,34.666,34.274
15061428,34.693,34.261
15061430,34.674,34.257
15061435,31.229,31.907
15061436,32.151,32.24
15061437,35.971,34.554
15061439,35.898,34.553
15061441,32.311,32.527
15061442,33.865,33.586
15061444,32.366,32.789
15061445,32.337,32.547
15061447,33.381,33.385
15061449,32.947,32.582
15061454,32.917,32.543
15061458,34.701,34.268
15061459,32.286,32.393
15061461,34.712,34.266
15061463,34.056,33.836
15061469,33.534,33.178
15061470,32.01,32
15061471,32.005,31.937
15061475,33.541,33.261
15061476,32.011,32.11
15061478,29.033,29.912
15061479,34.337,33.946
15061480,32.346,32.542
15061481,28.423,29.095
15061484,33.976,33.678
15061485,32.065,32.178
15061486,32.505,32.636
15061489,32.234,32.387
15061490,32.302,32.39
15061491,32.307,32.392
15061492,32.312,32.391
15061493,31.92,31.86
15061494,32.014,32.496
15061495,31.932,31.866
15061496,31.843,31.855
15061499,28.476,29.101
15061500,32.102,32.216
15061501,33.469,32.837
15061503,34.307,33.905
15061504,34.392,34.37
15061505,33.406,33.211
15061507,33.911,33.646
15061508,33.907,33.639
15061509,29.479,30.393
15061511,29.411,30.384
15061515,27.612,28.625
15061516,33.439,32.847
15061517,34.195,33.939
15061518,34.252,33.972
15061521,29.561,30.511
15061522,30.237,31.297
15061524,32.022,32.465
15061525,33.986,33.65
15061526,32.369,32.274
15061528,31.767,31.591
15061529,29.42,30.368
15061530,33.905,33.636
15061533,33.867,33.629
15061534,26.879,28.041
15061535,31.666,31.745
15061536,33.647,33.363
