,BA,BB
15061540,28.45,29.075
15061542,28.591,29.213
15061543,33.246,33.029
15061544,28.555,29.634
15061546,28.651,29.623
15061548,33.607,32.756
15061549,34.427,33.891
15061550,33.018,32.724
15061553,36.053,34.709
15061555,33.559,33.196
15061556,32.075,32.089
15061560,36.311,34.997
15061561,30.72,31.151
15061564,34.214,33.923
15061565,32.565,32.751
15061566,28.951,29.87
15061568,33.595,33.545
15061571,33.466,32.483
15061575,34.005,33.781
15061576,32.014,31.936
15061577,33.11,32.967
15061578,33.113,32.866
15061579,32.162,32.446
15061580,34.2,33.847
15061583,34.124,34.214
15061584,29.908,30.183
15061585,32.127,32.024
15061586,32,31.925
15061588,32.139,32.207
15061600,33.655,33.782
15061602,34.851,34.135
15061603,28.994,29.888
15061604,32.39,31.721
15061605,30.429,31.41
15061608,31.91,31.899
15061609,28.998,29.905
15061610,34.144,33.848
15061612,30.582,31.329
15061613,34.199,34.287
15061619,32.283,32.414
15061621,33.414,32.792
15061622,32.767,32.646
15061623,33.489,33.265
15061624,29.495,30.229
15061628,29.398,30.387
15061631,26.961,28.042
15061632,34.231,34.252
15061637,33.505,33.29
15061638,33.55,33.285
15061639,36.6,35.165
15061640,36.497,35.418
15061642,33.601,33.324
15061645,36.395,35.411
15061646,27.611,28.58
15061647,33.506,33.257
15061648,35.573,34.644
15061649,34.929,34.146
15061650,32.607,32.015
15061651,33.951,33.634
15061653,34.705,34.267
15061654,34.143,34.223
15061655,33.876,33.315
15061658,34.429,34.401
15061659,32.007,31.973
15061661,34.145,34.24
15061662,32.971,32.555
15061665,32.879,32.451
15061668,32.764,32.444
15061670,36.533,35.163
15061671,35.586,34.66
15061673,34.321,33.458
15061677,32.341,32.424
15061678,32.298,32.387
15061679,31.306,31.965
15061680,36.567,35.114
15061682,33.508,33.271
15061683,34.147,33.925
15061684,35.812,34.967
15061686,34.144,33.849
15061687,33.518,32.847
15061688,34.161,33.853
15061689,32.295,32.404
15061704,33.531,33.274
15061706,30.465,31.716
15061709,31.373,32.01
15061712,32.917,32.541
15061713,33.498,33.268
15061714,30.74,31.203
15061717,34.184,33.151
15061718,33.022,32.551
15061720,30.661,31.228
15061723,33.388,32.78
15061724,32.971,32.691
15061725,30.796,31.235
15061726,35.485,35.372
15061729,32.987,32.702
15061730,33.011,32.726
15061733,32.345,32.387
15061734,32.302,32.408
15061735,30.794,31.23
15061736,32.967,32.719
15061737,32.98,32.72
15061738,32.247,32.353
15061740,33.146,32.489
15061742,28.479,29.164
15061744,32.565,32.709
15061747,27.581,28.601
15061751,31.981,31.928
15061752,33.163,32.493
15061753,32.391,32.434
15061754,32.853,32.763
15061755,32.721,32.39
15061756,32.763,32.423
15061757,31.23,31.923
15061758,35.479,34.282
15061759,35.927,34.532
15061760,32.98,32.587
15061762,31.895,31.847
15061765,29.474,30.468
15061766,28.465,29.131
15061767,32.332,32.104
15061769,32.824,33.094
15061771,32.215,32.35
15061772,32.469,32.13
15061773,31.69,31.921
15061777,31.229,31.937
15061778,32.282,32.346
15061784,32.325,32.393
15061785,33.57,33.021
15061788,32.018,32.454
15061790,31.232,31.916
15061795,26.873,28.09
15061797,32.31,32.391
15061798,34.14,33.882
15061800,33.743,33.584
15061801,31.459,31.689
15061808,31.438,31.632
15061811,33.473,33.202
15061813,32.179,32.317
15061815,34.374,34.287
15061826,34.329,34.016
15061905,33.419,33.125
15061906,30.89,31.326
15061908,34.201,34.012
15061909,32.062,31.922
15061910,34.165,34.231
15061911,31.753,32.61
15061912,30.361,31.888
15061915,31.736,32.627
15061917,34.702,34.265
15061918,31.991,31.927
15061926,34.195,34.274
15061927,36.328,34.368
15061928,32.798,33.127
15061929,31.526,31.207
15061930,31.927,31.929
15061933,34.185,33.849
15061934,33.035,32.728
15061935,31.803,32.603
15061937,32.666,32.747
15061939,32.298,32.336
15061941,31.284,31.941
15061942,32.608,32.312
15061944,32.117,32.954
15061945,34.693,34.269
15061946,31.949,31.871
15061948,34.15,33.851
15061949,32.259,32.957
15061951,34.731,34.27
15061952,33.012,32.727
15061953,28.931,29.795
15061958,31.07,31.294
15061960,30.83,31.532
15061961,29.066,29.893
15061962,31.82,32.654
15061963,32.254,32.408
15061965,30.283,30.49
15061966,31.237,31.757
15061967,31.963,32.073
15061968,31.223,31.928
15062036,29.809,30.37
15062038,34.744,34.282
15062039,33.482,33.148
15062046,30.274,31.922
15062050,29.576,31.172
15062051,34.74,34.262
15062067,31.403,31.679
15062069,32.023,32.527
15062071,27.646,28.622
15062080,32.329,32.438
15062092,34.148,33.85
15062094,29.031,29.887
15062097,33.473,33.257
15062099,33.592,33.192
15062100,32.882,33.054
15062101,33.844,33.683
15062102,32.672,32.943
15062103,34.773,33.362
15062105,29.055,29.906
15062106,32.304,32.393
15062107,34.01,33.648
15062108,32.336,32.391
15062109,34.695,34.27
15062111,34.223,33.87
15062112,29.064,29.926
15062114,32.212,32.519
15062117,34.607,34.249
15062118,34.666,34.26
15062122,32.471,32.667
15062124,29.448,30.354
15062126,30.335,30.772
15062130,33.435,32.513
15062136,32.176,32.351
15062137,32.275,32.423
15062138,29.843,30.311
15062139,30.8,31.233
15062142,32.847,32.457
15062145,34.285,34.134
15062146,26.834,28.033
15062149,30.688,31.217
15062150,30.208,31.548
15062151,31.709,32.261
15062152,32.271,32.369
15062153,32.341,32.414
15062331,31.984,31.833
15062332,31.876,31.757
15062333,33.352,33.146
15062334,31.963,31.924
15062335,33.474,33.233
15062337,34.72,34.273
15062338,34.708,34.28
15062346,31.721,32.48
15062347,32.377,32.126
15062348,34.665,34.26
15062349,33.072,32.875
15062350,32.244,32.96
15062351,31.939,31.873
15062353,31.377,31.971
15062354,34.612,34.261
15062356,26.859,28.05
15062357,29.026,29.983
15062358,32.354,32.411
15062360,31.524,31.741
15062361,34.169,33.608
15062363,33.305,33.02
15062366,34.26,33.957
15062367,32.321,32.52
15062368,34.73,34.276
15062369,30.701,31.219
15062370,33.047,32.862
