X7.13,X5.54,X6.34,X7.57,X5.9,X0.76,X8.58,X3.81,X1.03,X1.22,X0.56,X5.69
7.13,5.54,6.34,7.57,5.9,0.76,8.58,3.81,1.03,1.22,0.56,5.69
