X6.56,X5.05,X6.53,X7.53,X5.59,X0.66,X8.7,X3.59,X2.09,X1.04,X0.59,X6.64
6.56,5.05,6.53,7.53,5.59,0.66,8.7,3.59,2.09,1.04,0.59,6.64
