,BA,BB
15060021,35.347,35.255
15060025,33.826,34.053
15060027,31.927,32.869
15060039,36.458,36.74
15060042,37.511,36.754
15060056,32.753,33.278
15060063,34.95,34.668
15060070,37.114,36.803
15060081,33.468,33.697
15060085,35.143,35.069
15060087,37.114,36.803
15060097,34.487,34.065
15060102,36.166,35.947
15060112,35.157,35.353
15060114,29.424,30.063
15060120,35.096,34.884
15060121,34.865,35.184
15060122,33.836,33.811
15060138,35.314,35.102
15060160,33.137,33.461
15060187,35.193,35.012
15060188,36.008,35.946
15060190,32.705,33.786
15060191,33.691,33.653
15060214,34.275,34.343
15060313,31.641,32.429
15060320,35.612,35.331
15060345,38.202,37.829
15060383,31.603,32.292
15060420,38.149,37.819
15060543,35.075,34.267
15060570,33.103,33.439
15060797,34.862,34.28
15060846,33.829,33.789
15060907,34.2,33.658
15060910,33.177,32.992
15060933,35.027,34.234
15060964,37.201,36.209
15061007,37.273,36.207
15061011,33.958,34.296
15061122,33.833,33.848
15061204,31.376,31.891
15061213,36.421,36.655
15061215,36.363,36.607
15061216,33.223,33.328
15061225,29.242,29.946
15061226,32.304,33.148
15061228,35.324,34.827
15061237,35.17,34.32
15061256,33.889,34.272
15061257,34.51,34.172
15061259,37.142,36.806
15061260,33.962,34.302
15061262,33.565,34.191
15061263,33.071,33.871
15061264,32.19,33.195
15061265,34.688,34.576
15061270,35.239,34.965
15061273,34.729,34.678
15061274,36.727,35.719
15061277,34.436,34.247
15061282,29.457,30.207
15061283,35.188,35.35
15061286,36.199,35.746
15061288,36.471,36.672
15061289,36.43,36.648
15061290,34.233,33.918
15061291,34.99,34.998
15061293,32.787,34.238
15061295,32.643,33.919
15061296,35.779,35.909
15061298,35.786,35.788
15061299,29.443,30.092
15061303,35.039,35.124
15061307,35.336,34.868
15061312,35.005,35.017
15061313,33.717,33.708
15061314,35.501,35.142
15061317,33.405,33.887
15061318,36.004,35.785
15061319,33.899,34.153
15061320,30.744,31.624
15061323,29.563,30.165
15061324,35.306,35.401
15061329,36.904,36.499
15061334,36.41,35.89
15061335,33.736,34.401
15061337,35.17,35.346
15061338,37.124,36.765
15061340,37.066,36.8
15061344,34.841,34.502
15061345,38.176,37.81
15061346,38.194,37.811
15061347,35.23,35.208
15061348,35.182,35.364
15061349,34.511,34.204
15061350,35.044,35.052
15061352,35.157,35.114
15061353,35.174,35.354
15061355,35.16,35.36
15061356,33.79,33.757
15061357,36.879,36.474
15061358,33.928,34.199
15061360,35.191,35.356
