X48.33,X37.69,X44.13,X52.59,X34.94,X5.29,X53.08,X22.63,X20.04,X10.37,X6.28,X64.96
48.33,37.69,44.13,52.59,34.94,5.29,53.08,22.63,20.04,10.37,6.28,64.96
