,PREDICTED,ACTUAL
15060021,325.782,331
15060025,310.205,305
15060027,324.868,321
15060039,323.805,329
15060042,322.202,327
15060056,100.197,95
15060063,323.812,329
15060070,323.802,329
15060081,301.067,305
15060085,317.186,312
15060087,325.897,332
15060097,304.809,310
15060102,85.56,95
15060112,322.577,318
15060114,319.215,314
15060120,317.809,323
15060121,307.521,305
15060122,319.393,324
15060138,323.029,321
15060160,315.793,321
15060187,333.786,339
15060188,321.795,327
15060190,315.814,321
15060191,323.78,329
15060214,315.794,321
15060313,323.823,329
15060320,324.411,327
15060345,321.468,320
15060383,322.587,319
15060420,322.113,323
15060543,317.803,323
15060570,313.819,319
15060797,315.807,321
15060846,326.786,332
15060907,316.802,322
15060910,323.799,329
15060933,316.862,312
15060964,316.094,321
15061007,316.796,322
15061011,317.216,312
15061122,326.78,332
15061204,314.791,320
15061213,323.798,329
15061215,323.289,322
15061216,100.21,95
15061225,323.823,329
15061226,310.822,316
15061228,313.729,312
15061237,316.431,313
15061256,323.816,329
15061257,310.803,316
15061259,319.202,314
15061260,317.346,323
15061262,90.797,96
15061263,76.195,71
15061264,76.198,71
15061265,310.193,305
15061270,314.823,320
15061273,313.332,318
15061274,310.312,312
15061277,314.801,320
15061282,319.02,322
15061283,319.881,324
15061286,326.228,321
15061288,319.197,314
15061289,324.414,327
15061290,314.827,320
15061291,320.868,317
15061293,314.812,320
15061295,314.778,320
15061296,318.528,320
15061298,313.809,319
15061299,319.969,319
15061303,323.491,323
15061307,313.799,319
15061312,320.408,319
15061313,316.788,322
15061314,322.525,323
15061317,76.199,71
15061318,323.803,329
15061319,313.129,312
15061320,316.795,322
15061323,316.804,322
15061324,316.8,322
15061329,317.078,321
15061334,321.801,327
15061335,318.471,321
15061337,322.184,317
15061338,320.477,320
15061340,321.097,320
15061344,320.924,320
15061345,323.802,329
15061346,322.511,319
15061347,314.793,319
15061348,320.623,322
15061349,316.828,319
15061350,320.8,326
15061352,324.006,329
15061353,322.777,329
15061355,323.785,329
15061356,321.278,319
15061357,316.802,322
15061358,313.261,314
15061360,323.787,329
15061364,322.524,322
15061365,323.242,319
15061367,323.262,320
15061369,308.627,305
15061376,322.58,329
15061378,318.556,317
15061380,316.788,322
15061382,317.215,312
15061383,322.026,317
15061384,322.362,322
15061388,313.81,319
15061390,324.207,327
15061391,323.801,329
15061392,299.793,305
15061394,76.195,71
15061396,83.771,312
15061404,323.806,329
15061406,323.41,322
15061410,323.797,329
15061411,323.474,319
15061414,323.532,319
15061415,316.65,318
15061417,323.663,323
15061418,323.81,323
15061419,321.581,318
15061420,316.795,321
15061421,308.214,303
15061422,322.799,328
15061424,317.779,323
15061425,323.168,320
15061428,322.536,320
15061430,326.477,332
15061435,321.26,322
15061436,322.351,323
15061437,315.844,321
15061439,315.809,321
15061441,323.181,319
15061442,323.354,324
15061444,323.817,329
15061445,323.473,319
15061447,317.82,323
15061449,315.16,310
15061454,315.284,312
15061458,320.041,314
15061459,322.204,317
15061461,319.987,310
15061463,316.542,319
15061469,321.672,317
15061470,324.204,319
15061471,320.187,315
15061475,309.21,304
15061476,311.916,312
15061478,319.194,319
15061479,316.809,322
15061480,322.785,328
15061481,316.791,322
15061484,315.805,319
15061485,313.198,308
15061486,315.191,310
15061489,323.804,329
15061490,323.779,322
15061491,323.221,322
15061492,323.473,319
15061493,315.517,312
15061494,316.788,322
15061495,314.191,309
15061496,314.728,312
15061499,314.184,309
15061500,323.799,329
15061501,327.189,322
15061503,315.195,310
15061504,321.26,320
15061505,332.804,329
15061507,323.808,329
15061508,324.189,329
15061509,75.472,71
15061511,76.224,71
15061515,76.264,71
15061516,327.374,332
15061517,322.482,322
15061518,317.101,322
15061521,319.999,319
15061522,316.803,322
15061524,316.405,319
15061525,323.538,324
15061526,306.78,312
15061528,316.793,322
15061529,76.203,71
15061530,323.598,321
15061533,315.199,310
15061534,321.514,320
15061535,314.202,317
15061536,323.81,329
15061540,316.79,322
15061542,318.422,323
15061543,321.813,327
15061544,321.067,324
15061546,321.805,327
15061548,323.787,329
15061549,326.333,329
15061550,314.742,314
15061553,305.547,302
15061555,304.514,303
15061556,319.486,322
15061560,313.786,319
15061561,316.801,322
15061564,315.344,319
15061565,322.682,320
15061566,322.208,317
15061568,316.802,322
15061571,316.541,319
15061575,315.379,316
15061576,319.19,314
15061577,316.96,322
15061578,316.418,319
15061579,323.463,322
15061580,310.188,305
15061583,317.672,315
15061584,316.801,322
15061585,323.196,324
15061586,323.012,319
15061588,321.659,319
15061600,320.808,326
15061602,303.806,309
15061603,322.484,319
15061604,306.813,312
15061605,313.802,319
15061608,326.794,332
15061609,320.815,322
15061610,322.826,321
15061612,316.779,322
15061613,319.738,320
15061619,323.946,322
