,BA,BB
15060021,261.731,248.349
15060025,124.941,121.045
15060027,252.658,228.275
15060039,129.492,135.578
15060042,236.296,228.114
15060056,149.193,145.739
15060063,222.557,227.895
15060070,247.757,247.531
15060081,133.126,134.973
15060085,156.187,152.272
15060087,247.915,247.747
15060097,84.757,95.266
15060102,145.024,133.888
15060112,173.527,182.589
15060114,119.555,113.556
15060120,288.244,278.616
15060121,141.345,148.329
15060122,141.361,141.255
15060138,217.243,198.475
15060160,127.621,161.278
15060187,224.514,227.796
15060188,227.008,210.356
15060190,175.023,168.029
15060191,119.493,104.288
15060214,118.524,99.02
15060313,150.767,144.12
15060320,158.139,165.446
15060345,127.175,132.962
15060383,150.424,141.519
15060420,128.213,133.279
15060543,149.497,139.521
15060570,200.733,210.046
15060797,180.821,141.772
15060846,139.074,141.222
15060907,224.967,242.014
15060910,188.956,219.775
15060933,148.93,139.64
15060964,151.255,161.939
15061007,151.69,163.342
15061011,125.983,121.586
15061122,138.157,141.836
15061204,146.922,192.125
15061213,130.736,135.876
15061215,130.433,135.921
15061216,168.82,189.941
15061225,115.795,110.961
15061226,152.68,197.052
15061228,247.492,270.153
15061237,146.989,139.025
15061256,148.291,132.211
15061257,203.236,226.477
15061259,247.594,247.322
15061260,124.207,121.125
15061262,142.804,139.271
15061263,131.774,148.269
15061264,141.045,136.525
15061265,144.33,155.268
15061270,180.049,180.149
15061273,144.633,155.109
15061274,179.682,161.22
15061277,128.672,135.263
15061282,118.157,110.304
15061283,173.941,182.628
15061286,153.783,144.778
15061288,132.142,136.627
15061289,130.156,137.031
15061290,112.156,113.027
15061291,164.252,157.05
15061293,231.91,232.682
15061295,235.527,255.18
15061296,204.095,186.356
15061298,158.512,142.91
15061299,117.217,110.909
15061303,106.029,93.092
15061307,246.027,270.192
15061312,161.674,154.997
15061313,117.473,102.601
15061314,166.025,165.69
15061317,143.055,140.095
15061318,202.612,171.658
15061319,123.37,121.098
15061320,129.977,126.436
15061323,120.026,111.491
