,PREDICTED,ACTUAL
15060021,261.915,359
15060025,122.768,117
15060027,256.031,359
15060039,130.643,117
15060042,237.165,359
15060056,145.519,117
15060063,223.53,359
15060070,248.219,359
15060081,134.02,117
15060085,153.311,117
15060087,249.016,359
15060097,83.466,117
15060102,141.725,117
15060112,173.982,117
15060114,119.473,117
15060120,288.156,359
15060121,139.573,117
15060122,139.825,117
15060138,220.521,359
15060160,129.414,117
15060187,226.45,359
15060188,229.131,117
15060190,173.102,117
15060191,119.528,117
15060214,115.238,117
15060313,150.565,117
15060320,156.697,117
15060345,125.878,117
15060383,150.081,117
15060420,126.483,117
15060543,149.966,117
15060570,200.663,117
15060797,181.911,117
15060846,137.9,117
15060907,225.464,359
15060910,193.305,359
15060933,149.795,117
15060964,149.97,117
15061007,150.602,117
15061011,123.876,117
15061122,137.221,117
15061204,145.032,117
15061213,132.327,117
15061215,131.486,117
15061216,166.35,117
15061225,116.262,117
15061226,150.889,117
15061228,252.187,359
15061237,147.76,117
15061256,147.264,117
15061257,206.923,359
15061259,248.339,359
15061260,122.256,117
15061262,144.457,117
15061263,131.786,117
15061264,145.056,117
15061265,141.109,117
15061270,177.21,117
15061273,141.51,117
15061274,177.43,117
15061277,129.67,117
15061282,117.651,117
15061283,174.45,117
15061286,152.671,117
15061288,133.553,117
15061289,131.87,117
15061290,112.554,117
15061291,162.48,117
15061293,234.242,359
15061295,239.343,28
15061296,205.371,359
15061298,157.1,117
15061299,117.136,23
15061303,104.242,117
15061307,250.854,359
15061312,159.47,117
15061313,118.11,117
15061314,164.227,117
15061317,144.908,117
15061318,203.456,117
15061319,121.72,117
15061320,128.691,117
15061323,119.875,117
15061324,129.254,117
15061329,168.122,359
15061334,162.798,117
15061335,156.596,117
15061337,172.196,117
15061338,247.453,359
15061340,248.784,359
15061344,138.054,117
15061345,123.047,117
15061346,126.1,117
15061347,261.187,117
15061348,174.62,117
15061349,151.253,117
15061350,158.485,117
15061352,206.315,117
15061353,173.734,117
15061355,172.646,359
15061356,137.572,117
15061357,167.356,359
15061358,123.175,117
15061360,174.118,117
15061364,173.424,117
15061365,129.576,117
15061367,129.955,117
15061369,137.812,117
15061376,125.739,117
15061378,156.961,117
15061380,260.354,359
15061382,117.043,117
15061383,174.292,359
15061384,249.582,359
15061388,181.711,117
15061390,205.547,359
15061391,205.461,359
15061392,143.927,117
15061394,145.071,117
15061396,144.861,359
15061404,205.218,23
15061406,174.559,117
15061410,122.379,117
15061411,182.824,117
15061414,204.949,359
15061415,223.686,117
15061417,206.129,359
15061418,205.571,359
15061419,249.272,359
15061420,128.691,117
15061421,126.143,117
15061422,120.29,117
15061424,311.003,359
15061425,126.349,117
15061428,125.752,117
15061430,125.595,117
15061435,230.822,359
15061436,140.283,117
15061437,164.784,117
15061439,164.876,117
15061441,266.023,359
15061442,182.458,117
15061444,176.534,117
15061445,265.215,23
15061447,146.782,117
15061449,188.667,117
15061454,186.921,117
15061458,125.709,117
15061459,204.5,23
15061461,126.023,117
15061463,121.259,117
15061469,138.793,117
15061470,138.124,117
15061471,137.794,132
15061475,123.587,117
15061476,225.699,359
15061478,248.982,359
15061479,123.857,117
15061480,265.674,359
15061481,118.657,117
15061484,177.575,134
15061485,140.326,117
15061486,137.502,23
15061489,206.687,359
15061490,206.054,359
15061491,205.739,359
15061492,205.789,23
15061493,260.384,117
15061494,259.055,359
15061495,261.029,359
15061496,262.464,359
15061499,119.327,117
15061500,141.145,117
15061501,246.44,359
15061503,123.554,117
15061504,115.553,134
15061505,150.588,132
15061507,182.845,117
15061508,182.722,359
15061509,141.1,117
15061511,141.516,117
15061515,145.715,134
15061516,248.132,359
15061517,173.187,138
15061518,124.893,117
15061521,247.86,359
15061522,258.322,359
15061524,260.14,359
15061525,181.158,117
15061526,295.088,359
15061528,266.011,23
15061529,141.431,117
15061530,181.573,117
15061533,187.262,117
15061534,261.23,117
15061535,271.058,359
15061536,187.467,359
15061540,118.578,117
15061542,117.462,117
15061543,134.574,117
15061544,265.779,359
15061546,261.289,359
15061548,148.72,117
15061549,196.704,132
15061550,312.147,359
15061553,127.685,117
15061555,130.386,138
15061556,141.734,117
15061560,109.504,117
15061561,181.385,117
15061564,125.394,117
15061565,152.331,138
15061566,249.581,359
15061568,147.923,117
15061571,159.15,117
15061575,176.853,132
15061576,138.891,132
15061577,168.258,117
15061578,166.916,23
15061579,263.213,359
15061580,173.037,138
15061583,119.67,117
15061584,172.491,117
15061585,137.231,132
15061586,137.495,117
15061588,139.696,138
15061600,156.565,117
15061602,146.323,117
15061603,247.601,23
15061604,129.759,117
15061605,126.806,117
15061608,137.961,117
15061609,247.988,23
15061610,174.105,138
15061612,268.924,359
15061613,118.352,117
15061619,206.139,359
15061621,245.378,117
15061622,168.443,117
15061623,123.232,117
15061624,242.119,23
15061628,142.18,117
15061631,263.635,359
15061632,119.02,117
15061637,122.698,132
15061638,121.325,117
15061639,129.882,132
15061640,179.4,359
15061642,124.586,117
15061645,180.696,23
15061646,144.961,117
15061647,123.029,117
15061648,165.168,132
15061649,138.308,117
15061650,122.801,117
15061651,182.053,128
15061653,125.34,117
15061654,117.58,117
15061655,110.022,117
15061658,115.462,132
15061659,137.13,132
15061661,117.262,117
15061662,186.297,359
15061665,124.732,117
15061668,125.062,117
15061670,130.078,117
15061671,163.559,117
15061673,192.107,359
15061677,204.757,23
15061678,205.387,23
15061679,230.583,359
15061680,129.515,132
15061682,121.885,132
15061683,176.945,359
15061684,121.059,117
15061686,173.982,132
15061687,145.324,117
15061688,174.224,117
15061689,205.206,23
15061704,122.294,117
15061706,161.502,117
15061709,155.857,117
15061712,185.442,117
15061713,122.088,117
15061714,225.56,359
15061717,174.309,359
15061718,185.9,132
15061720,223.775,138
15061723,245.766,359
15061724,288.54,359
15061725,222.757,359
15061726,195.355,359
15061729,311.58,359
15061730,312.81,359
15061733,204.598,117
15061734,205.465,359
15061735,223.776,117
15061736,311.71,359
15061737,311.994,359
15061738,206.845,359
15061740,229.673,359
15061742,122.348,117
15061744,124.788,117
15061747,145.455,117
15061751,137.502,124
15061752,230.852,134
15061753,204.742,23
15061754,126.923,117
15061755,159.313,117
15061756,160.233,132
15061757,230.087,359
15061758,166.681,117
15061759,164.679,117
15061760,310.946,359
15061762,262.139,359
15061765,140.936,117
15061766,119.729,117
15061767,140.612,117
15061769,144.165,117
15061771,207.229,359
15061772,139.901,117
15061773,239.469,359
15061777,229.232,359
15061778,205.243,23
15061784,206.019,359
15061785,128.947,117
15061788,259.372,117
15061790,231.118,117
15061795,260.256,359
15061797,205.945,359
15061798,125.986,117
15061800,165.847,117
15061801,157.196,117
15061808,157.574,117
15061811,124.29,117
15061813,141.081,117
15061815,118.655,117
15061826,126.77,117
15061905,131.792,128
