,BA,BB
15060021,88.552,88.724
15060025,82.199,81.259
15060027,80.803,79.158
15060039,84.044,83.54
15060042,80.025,80.09
15060056,77.657,76.051
15060063,85.511,89.193
15060070,63.722,64.817
15060081,78.443,78.871
15060085,76.735,80.483
15060087,63.912,64.991
15060097,70.642,71.36
15060102,82.593,82.494
15060112,83.403,83.701
15060114,68.334,67.375
15060120,80.669,77.874
15060121,84.111,86.405
15060122,69.887,69.487
15060138,81.828,79.8
15060160,72.338,74.268
15060187,82.776,81.768
15060188,65.438,66.638
15060190,83.055,81.598
15060191,84.659,83.77
15060214,79.316,78.211
15060313,86.865,89.297
15060320,83.006,83.397
15060345,89.666,89.515
15060383,86.909,88.992
15060420,89.714,89.529
15060543,121.927,121.736
15060570,87.57,88.257
15060797,88.571,89.445
15060846,69.546,69.109
15060907,83.547,86.279
15060910,83.712,83.641
15060933,122.075,124.579
15060964,86.342,80.711
15061007,86.801,80.937
15061011,82.36,81.693
15061122,70.25,69.496
15061204,85.602,86.22
15061213,84.297,83.453
15061215,83.901,83.484
15061216,86.107,86.069
15061225,68.631,69.868
15061226,87.072,86.721
15061228,81.203,81.442
15061237,122.927,126.635
15061256,85.587,85.57
15061257,99.394,100.974
15061259,63.826,64.862
15061260,82.035,81.29
15061262,87.115,87.206
15061263,87.253,84.2
15061264,83.675,84.631
15061265,76.349,75.302
15061270,89.451,90.668
15061273,76.377,75.349
15061274,84.501,85.1
15061277,82.965,80.067
15061282,68.322,67.391
15061283,83.6,83.771
15061286,86.261,84.946
15061288,84.471,83.774
15061289,84.233,83.611
15061290,83.339,84.55
15061291,83.039,82.604
15061293,84.219,80.438
15061295,82.852,82.079
15061296,83.313,82.814
15061298,86.342,82.89
15061299,68.579,67.675
15061303,80.252,81.377
15061307,81.522,81.563
15061312,83.142,82.663
15061313,84.697,83.789
15061314,89.112,89.338
15061317,87.43,87.218
15061318,77.419,78.171
15061319,82.525,81.743
15061320,80.678,79.223
15061323,68.823,67.776
15061324,86.789,85.902
15061329,88.449,87.578
15061334,86.308,88.37
15061335,82.012,84.756
15061337,83.435,83.699
15061338,63.784,64.743
15061340,63.764,64.759
15061344,82.908,82.908
15061345,89.897,89.534
15061346,89.683,89.501
15061347,85.185,83.835
15061348,83.533,83.667
15061349,81.866,83.447
15061350,83.197,82.706
15061352,85.1,85.197
15061353,83.36,83.683
15061355,83.41,83.672
15061356,69.85,69.238
15061357,88.59,87.655
15061358,82.495,81.668
15061360,83.271,83.703
15061364,83.235,83.663
15061365,84.163,83.574
15061367,84.175,83.506
15061369,83.791,86.343
15061376,89.763,89.547
15061378,82.136,84.784
15061380,85.156,83.742
15061382,68.308,67.59
15061383,83.341,83.691
15061384,63.979,64.871
15061388,82.137,82.3
15061390,84.848,85.131
15061391,84.982,85.16
15061392,90.723,90.133
15061394,87.056,87.203
15061396,87.123,87.2
15061404,85.012,85.165
15061406,83.413,83.699
15061410,81.717,83.411
15061411,70.67,71.444
15061414,84.762,85.088
15061415,78.849,78.815
15061417,84.926,85.124
15061418,85.042,85.168
15061419,64.041,64.881
15061420,80.678,79.223
15061421,82.65,81.891
15061422,75.518,74.378
15061424,87.045,87.835
15061425,89.846,89.641
15061428,89.649,89.451
15061430,89.747,89.508
15061435,84.387,85.12
15061436,70.978,70.374
15061437,79.966,82.105
15061439,80.018,82.069
15061441,81.829,82.832
15061442,70.734,71.704
15061444,83.087,81.034
15061445,81.725,82.802
15061447,75.597,76.011
15061449,77.695,78.778
15061454,77.579,78.663
15061458,89.722,89.485
15061459,84.931,85.14
15061461,89.862,89.531
15061463,78.047,74.463
15061469,82.958,83.072
15061470,69.711,69.195
15061471,69.991,69.471
15061475,82.472,81.68
15061476,78.768,80.451
15061478,63.933,64.858
15061479,75.973,74.959
15061480,81.898,82.923
15061481,84.642,83.765
15061484,89.541,90.669
15061485,70.762,70.301
15061486,83.038,83.591
15061489,84.863,85.101
15061490,84.858,85.123
15061491,85.008,85.145
15061492,84.816,85.097
15061493,85.174,83.758
15061494,82.174,83.002
15061495,84.819,83.526
15061496,84.844,83.542
15061499,84.773,83.754
15061500,70.759,70.402
15061501,80.557,81.884
15061503,76.164,74.729
15061504,68.499,67.598
15061505,86.1,84.948
15061507,70.758,71.779
15061508,70.693,71.769
15061509,82.409,82.406
15061511,82.423,82.361
15061515,86.989,87.084
15061516,80.404,81.889
15061517,83.227,83.625
15061518,75.707,74.032
15061521,80.363,80.377
15061522,81.97,77.543
15061524,82.041,82.98
15061525,70.685,71.754
15061526,85.832,85.594
15061528,85.354,84.757
15061529,82.306,82.385
15061530,70.942,71.763
15061533,70.994,71.604
15061534,88.416,88.692
15061535,85.55,84.384
15061536,71.243,69.385
15061540,84.915,83.869
15061542,84.838,83.793
15061543,83.788,83.511
15061544,63.894,64.685
15061546,63.729,62.056
15061548,84.483,82.348
15061549,87.892,86.008
15061550,87.373,87.982
15061553,88.59,89.2
15061555,82.606,81.588
15061556,70.325,70.075
15061560,88.652,91.587
15061561,84.631,84.917
15061564,76.013,74.195
15061565,86.763,89.013
15061566,63.968,64.908
15061568,85.306,80.179
15061571,79.069,80.337
15061575,89.504,90.694
15061576,70.142,69.342
15061577,88.304,87.456
15061578,88.535,87.586
15061579,81.655,82.414
15061580,83.372,83.618
15061583,68.562,67.405
15061584,75.84,77.61
15061585,69.794,69.133
15061586,69.622,69.09
15061588,71.02,70.592
15061600,78.547,76.723
15061602,82.795,86.928
15061603,63.955,64.878
15061604,83.683,80.1
15061605,76.632,78.053
15061608,70.152,69.349
15061609,63.914,64.855
15061610,83.335,83.669
15061612,81.362,81.705
15061613,68.156,67.317
15061619,84.694,85.111
15061621,80.593,82.92
15061622,81.279,79.629
15061623,82.539,81.691
15061624,64.069,65.313
15061628,82.4,82.383
15061631,88.225,88.666
15061632,68.183,67.434
15061637,82.395,81.678
15061638,82.39,81.687
15061639,75.598,75.704
15061640,85.75,85.669
15061642,82.31,81.641
15061645,85.249,85.237
15061646,87.207,87.235
15061647,82.453,81.719
15061648,89.21,90.347
15061649,84.793,84.549
15061650,86.812,81.8
15061651,70.713,71.771
15061653,89.534,89.492
15061654,68.202,67.498
15061655,85.195,84.098
15061658,69.244,68.508
15061659,70.372,69.784
15061661,68.046,67.311
15061662,77.667,78.761
15061665,81.53,83.37
15061668,81.489,83.291
15061670,75.957,75.814
15061671,88.965,89.265
15061673,73.232,73.514
15061677,84.716,85.128
15061678,84.997,85.158
