,BA,BB
15061679,84.759,85.253
15061680,75.77,75.694
15061682,82.34,81.663
15061683,83.152,82.734
15061684,77.773,80.465
15061686,83.403,83.701
15061687,80.066,75.798
15061688,83.358,83.702
15061689,84.882,85.134
15061704,82.225,81.324
15061706,85.658,86.723
15061709,83.023,83.341
15061712,77.818,79.02
15061713,82.477,81.717
15061714,78.778,78.862
15061717,83.156,81.721
15061718,77.87,78.944
15061720,80.286,81.75
15061723,80.39,81.848
15061724,84.133,86.545
15061725,78.47,78.788
15061726,83.715,83.833
15061729,86.996,87.755
15061730,87.006,87.822
15061733,85.087,85.454
15061734,84.872,85.14
15061735,78.742,79.374
15061736,86.977,87.8
15061737,87.374,87.845
15061738,84.903,85.117
15061740,83.893,81.971
15061742,84.124,83.653
15061744,79.632,82.015
15061747,87.125,87.143
15061751,70.152,69.484
15061752,83.802,81.887
15061753,84.511,85.005
15061754,80.81,84.215
15061755,84.726,84.266
15061756,84.421,84.087
15061757,84.369,85.102
15061758,81.197,81.044
15061759,80.189,82.154
15061760,87.201,87.741
15061762,85.366,83.82
15061765,82.889,82.495
15061766,84.533,83.57
15061767,83.791,86.322
15061769,82.267,81.214
15061771,84.563,85.047
15061772,84.091,86.708
15061773,82.712,82.034
15061777,84.1,85.089
15061778,84.888,85.143
15061784,84.93,85.139
15061785,80.927,81.746
15061788,81.837,83.048
15061790,84.277,85.089
15061795,88.432,88.773
15061797,84.789,85.071
15061798,76.393,74.45
15061800,90.957,92.733
15061801,76.437,76.737
15061808,76.48,76.842
15061811,82.426,81.724
15061813,70.966,70.545
15061815,68.554,67.876
15061826,74.665,70.988
15061905,84.202,83.553
15061906,83.492,85.372
15061908,87.453,85.427
15061909,76.804,80.53
15061910,68.361,67.376
15061911,80.189,81.355
15061912,91.628,91.875
15061915,80.159,81.404
15061917,89.635,89.48
15061918,69.299,69.07
15061926,68.064,67.348
15061927,80.202,81.249
15061928,79.203,81.256
15061929,82.608,81.72
15061930,69.993,69.27
15061933,83.464,84.777
15061934,87.092,87.864
15061935,80.219,81.426
15061937,76.184,75.145
15061939,84.586,85.043
15061941,83.024,83.39
15061942,83.346,82.856
15061944,83.344,82.718
15061945,89.694,89.538
15061946,84.497,83.469
15061948,83.359,83.684
15061949,89.501,85.511
15061951,89.809,89.494
15061952,87.522,87.917
15061953,64.198,64.984
15061958,80.703,76.328
15061960,83.243,85.29
15061961,64.103,64.869
15061962,80.392,81.5
15061963,84.753,85.125
15061965,83.789,80.368
15061966,80.293,83.483
15061967,78.827,80.54
15061968,84.534,85.263
15062036,79.959,79.856
15062038,90.08,89.992
15062039,84.112,83.6
15062046,91.187,91.756
15062050,80.719,80.272
15062051,89.543,89.476
15062067,76.254,76.602
15062069,81.861,82.905
15062071,87.181,87.133
15062080,82.542,80.616
15062092,83.309,83.66
15062094,64.191,65.062
15062097,82.549,81.694
15062099,82.685,82.879
15062100,74.698,77.948
15062101,89.571,90.705
15062102,84.179,83.865
15062103,84.651,82.088
15062105,63.924,64.845
15062106,85.041,85.16
15062107,70.789,71.776
15062108,84.884,85.098
15062109,89.815,89.526
15062111,87.597,85.911
15062112,63.799,64.951
15062114,82.027,82.89
15062117,89.729,89.492
15062118,89.822,89.52
15062122,82.543,83.277
15062124,82.498,82.326
15062126,71.798,72.312
15062130,78.8,80.387
15062136,85.711,89.198
15062137,84.779,85.062
15062138,66.768,68.471
15062139,78.991,79.499
15062142,81.617,83.24
15062145,88.708,87.183
15062146,88.416,88.763
15062149,78.632,78.801
15062150,79.669,79.689
15062151,81.679,81.111
15062152,84.858,85.123
15062153,84.578,84.961
15062331,69.224,69.209
15062332,69.616,69.111
15062333,81.073,79.301
15062334,70.197,69.647
15062335,86.24,85.022
15062337,89.636,89.507
15062338,89.729,89.601
15062346,90.815,90.958
15062347,83.993,86.375
15062348,89.891,89.588
15062349,88.595,87.67
15062350,89.493,85.504
15062351,84.784,83.504
15062353,83.059,83.418
15062354,89.888,89.573
15062356,88.397,88.684
15062357,63.945,64.849
15062358,84.941,85.182
15062360,76.345,76.7
15062361,87.607,85.91
15062363,84.362,83.834
15062366,74.309,73.263
15062367,81.834,82.879
15062368,89.904,89.529
15062369,78.736,79.43
15062370,88.287,87.858
