X6.98,X5.46,X6.34,X7.69,X4.87,X0.66,X7.41,X3.35,X1.59,X1.33,X0.59,X4.86
6.98,5.46,6.34,7.69,4.87,0.66,7.41,3.35,1.59,1.33,0.59,4.86
