X43.83,X33.48,X39.49,X48.09,X32.61,X4.88,X53.59,X21.39,X19.46,X9.33,X5.09,X204.18
43.83,33.48,39.49,48.09,32.61,4.88,53.59,21.39,19.46,9.33,5.09,204.18
