X7.46,X5.57,X7.01,X8.29,X7.81,X0.79,X11.51,X4.88,X1.63,X1.64,X1.24,X12.67
7.46,5.57,7.01,8.29,7.81,0.79,11.51,4.88,1.63,1.64,1.24,12.67
