,BA,BB
15061945,61.745,60.868
15061946,58.624,59.298
15061948,58.696,59.128
15061949,59.699,59.827
15061951,61.709,60.847
15061952,58.222,58.906
15061953,58.999,59.5
15061958,61.966,60.889
15061960,59.398,59.37
15061961,58.991,59.507
15061962,59.078,58.993
15061963,59.316,59.45
15061965,59.561,59.811
15061966,59.581,59.725
15061967,60.145,59.558
15061968,60.165,59.797
15062036,60.006,59.415
15062038,61.724,60.857
15062039,59.456,59.686
15062046,58.132,58.757
15062050,57.025,58.28
15062051,61.738,60.851
15062067,58.51,58.321
15062069,58.542,59.146
15062071,59.151,59.542
15062080,58.546,59.183
15062092,58.688,59.13
15062094,59.019,59.498
15062097,60.583,60.376
15062099,58.936,58.694
15062100,57.294,57.707
15062101,61.247,61.051
15062102,59.288,58.737
15062103,58.873,59.177
15062105,58.943,59.493
15062106,59.269,59.436
15062107,60.683,60.241
15062108,59.334,59.44
15062109,61.706,60.849
15062111,58.446,59.251
15062112,59.008,59.503
15062114,61.42,60.05
15062117,61.72,60.851
15062118,61.689,60.851
15062122,59.883,59.497
15062124,60.735,59.968
15062126,58.946,59.547
15062130,62.247,60.658
15062136,59.633,59.49
15062137,59.289,59.427
15062138,59.361,59.696
15062139,58.461,59.013
15062142,60.232,59.52
15062145,58.767,59.318
15062146,58.459,59.325
15062149,58.372,59.024
15062150,58.958,58.85
15062151,58.571,59.26
15062152,59.378,59.445
15062153,59.356,59.468
15062331,58.681,58.587
15062332,58.574,58.561
15062333,59.668,59.701
15062334,58.532,58.537
15062335,59.55,59.757
15062337,61.71,60.851
15062338,61.694,60.839
15062346,59.791,60.202
15062347,62.877,60.96
15062348,61.766,60.885
15062349,58.365,58.924
15062350,59.713,59.845
15062351,58.723,59.329
15062353,61.618,60.255
15062354,61.72,60.851
15062356,58.451,59.323
15062357,58.965,59.508
15062358,59.335,59.457
15062360,58.407,58.291
15062361,58.468,59.276
15062363,59.467,59.643
15062366,58.658,58.871
15062367,61.375,60.039
15062368,61.684,60.846
15062369,58.411,59.047
15062370,58.38,58.933
