X28.42,X22.86,X26.86,X32,X21.46,X3.07,X29.46,X13.17,X3.27,X7.35,X2.84,X59.58
28.42,22.86,26.86,32,21.46,3.07,29.46,13.17,3.27,7.35,2.84,59.58
