X5.53,X4.37,X5.43,X6,X5.04,X0.53,X7.58,X3.29,X1.38,X1.19,X0.7,X8.02
5.53,4.37,5.43,6,5.04,0.53,7.58,3.29,1.38,1.19,0.7,8.02
