,PREDICTED,ACTUAL
15060025,62.686,27
15060039,73.001,80
15060056,71.898,81
15060063,71.119,80
15060070,73.357,80
15060072,71.031,75
15060081,57.598,30
15060082,46.3,27
15060085,55.297,43
15060087,73.876,81
15060090,67.823,81
15060097,44.819,39
15060101,70.425,80
15060102,60.927,60
15060114,73.472,75
15060120,52.23,48
15060122,68.66,79
15060138,71.105,79
15060160,69.661,81
15060188,67.007,30
15060190,64.042,73
15060191,49.445,41
15060215,73.633,80
15060313,60.924,43
15060320,51.57,48
15060345,71.497,43
15060383,60.762,50
15060420,71.243,75
15060536,62.007,50
15060543,74.85,79
15060797,66.014,80
15060846,68.432,81
15060907,62.855,80
15060909,56.201,42
15060910,73.853,80
15060933,74.575,81
15060964,68.364,76
15061007,69.126,75
15061122,67.992,75
15061204,75.823,84
15061213,72.967,75
15061215,73.14,80
15061225,73.679,84
15061226,49.284,29
15061228,72.685,82
15061237,75.174,81
15061256,67.283,75
15061257,65.641,80
15061258,62.168,80
15061259,73.653,80
15061260,62.881,75
15061261,62.383,50
15061262,70.602,66
15061263,74.459,82
15061264,67.362,43
15061265,56.761,80
15061270,70.707,75
15061273,56.838,38
15061274,72.193,80
15061277,53.45,50
15061279,67.653,80
15061283,72.303,80
15061286,70.138,75
15061288,73.268,82
15061289,72.229,75
15061290,54.882,43
15061291,67.789,80
15061293,59.329,28
15061295,48.2,28
15061297,67.198,76
15061298,73.532,80
15061301,73.073,80
15061302,70.065,80
15061303,55.866,43
15061305,60.548,42
15061308,69.751,80
15061312,68.293,75
15061313,49.734,43
15061314,75.339,81
15061317,70.42,75
15061318,68.836,82
15061319,62.275,66
15061320,45.057,40
15061323,72.057,42
15061324,68.732,76
15061327,61.953,80
15061330,72.085,80
15061331,58.128,48
15061333,62.113,74
15061334,70.863,76
15061335,58.656,42
15061336,69.865,80
15061340,73.451,75
15061342,72.209,80
15061346,71.832,81
15061347,66.372,80
15061348,72.332,82
15061349,54.723,44
15061350,68.347,75
15061352,69.452,42
15061353,72.377,80
15061355,72.279,80
15061356,68.161,50
15061357,72.975,75
15061360,72.589,80
15061365,72.911,75
15061367,73.221,75
15061368,60.634,28
15061369,60.8,60
15061370,71.513,80
15061376,71.49,75
15061377,62.351,42
15061378,58.91,50
15061380,66.679,76
15061382,73.093,75
15061384,73.876,80
15061385,73.753,80
15061386,60.473,80
15061388,70.972,82
15061389,69.778,76
15061390,69.486,80
15061391,69.768,80
15061392,61.451,42
15061404,69.424,82
15061405,73.541,74
15061406,72.494,81
15061410,55.936,81
15061411,71.611,82
15061414,69.781,27
15061415,62.953,80
15061417,69.355,76
