X4.4,X3.52,X4.28,X5.02,X5.26,X0.5,X7.7,X3.68,X1.16,X1.09,X0.65,X8.73
4.4,3.52,4.28,5.02,5.26,0.5,7.7,3.68,1.16,1.09,0.65,8.73
