,PREDICTED,ACTUAL
15060025,309.805,307
15060039,326.039,327
15060056,310.714,307
15060063,330.568,339
15060070,307.839,307
15060072,324.563,322
15060081,308.669,307
15060082,311.416,307
15060085,308.461,307
15060087,307.947,307
15060090,315.591,307
15060097,333.412,337
15060101,309.541,307
15060102,309.24,307
15060114,312.962,320
15060120,317.318,328
15060122,316.104,324
15060138,312.926,307
15060160,315.929,307
15060188,310.237,307
15060190,309.458,307
15060191,308.039,307
15060215,313.742,324
15060313,328.968,318
15060320,328.592,346
15060345,333.842,341
15060383,328.92,338
15060420,333.896,309
15060536,317.698,329
15060543,331.172,336
15060797,309.494,306
15060846,316.055,307
15060907,316.516,303
15060909,328.377,307
15060910,332.62,336
15060933,331.48,339
15060964,312.183,309
15061007,311.696,309
15061122,315.615,317
15061204,310.643,307
15061213,326.02,346
15061215,326.034,330
15061225,312.61,305
15061226,313.55,308
15061228,307.556,307
15061237,331.763,336
15061256,308.703,307
15061257,329.611,338
15061258,307.641,307
15061259,307.588,307
15061260,309.691,307
15061261,309.884,316
15061262,309.591,307
15061263,307.748,304
15061264,309.578,307
15061265,309.585,307
15061270,308.294,307
15061273,309.649,307
15061274,326.852,341
15061277,313.446,306
15061279,314.669,314
15061283,308.407,306
15061286,325.284,308
15061288,325.337,307
15061289,325.771,323
15061290,313.389,307
15061291,321.353,327
15061293,306.617,306
15061295,309.476,307
15061297,308.63,307
15061298,316.59,314
15061301,316.685,314
15061302,309.967,306
15061303,329.031,328
15061305,305.552,307
15061308,319.463,306
15061312,321.91,308
15061313,307.956,307
15061314,327.67,346
15061317,309.456,314
15061318,310.182,307
15061319,309.518,307
15061320,324.523,339
15061323,312.582,314
15061324,312.12,307
15061327,309.86,307
15061330,327.237,339
15061331,314.154,316
15061333,309.649,306
15061334,318.104,320
15061335,307.799,306
15061336,310.667,307
15061340,307.846,306
15061342,308.579,306
15061346,334.094,336
15061347,308.14,307
15061348,308.392,307
15061349,312.313,314
15061350,321.852,336
15061352,319.172,307
15061353,308.306,306
15061355,308.178,307
15061356,316.18,320
15061357,308.353,307
15061360,308.206,307
15061365,325.503,319
15061367,325.889,319
15061368,310.064,307
15061369,309.899,307
15061370,334.25,336
15061376,333.893,336
15061377,309.958,336
15061378,307.803,309
15061380,308.318,307
15061382,312.924,310
15061384,307.59,306
15061385,307.681,307
15061386,309.715,307
15061388,322.984,344
15061389,319.498,302
15061390,319.203,307
15061391,319.241,307
15061392,315.399,309
15061404,319.34,307
15061405,313.53,307
15061406,308.148,307
15061410,322.857,317
15061411,308.305,307
15061414,319.442,321
15061415,334.466,339
15061417,319.538,324
15061418,319.252,324
15061419,307.684,307
15061420,324.523,312
15061421,309.547,307
15061422,325.67,346
15061424,307.631,303
15061425,333.924,336
15061428,333.781,336
15061430,333.912,339
15061434,334.753,346
15061436,321.193,309
15061437,307.281,314
15061438,319.499,314
15061439,306.938,306
15061441,309.734,303
15061442,308.309,308
15061443,321.214,344
15061444,311.532,307
15061445,309.911,308
15061447,324.564,345
15061449,311.757,307
15061454,311.788,308
15061458,334.118,336
15061459,319.531,314
15061461,334.186,336
15061463,318.33,314
15061469,307.829,309
15061470,316.091,324
15061471,315.705,314
15061475,310.32,307
15061476,315.313,314
15061478,307.982,307
15061479,326.488,347
15061480,309.826,309
15061481,308.422,307
15061484,308.015,307
15061485,320.875,317
15061486,318.058,314
