X6.97,X5.78,X6.81,X7.68,X4.87,X0.62,X7.12,X3.24,X0.91,X1.24,X0.53,X5.25
6.97,5.78,6.81,7.68,4.87,0.62,7.12,3.24,0.91,1.24,0.53,5.25
