X124.58,X117,X122.69,X127.83,X27.85,X4.12,X40.91,X18.6,X9.12,X7.56,X5.12,X72.7
124.58,117,122.69,127.83,27.85,4.12,40.91,18.6,9.12,7.56,5.12,72.7
