X29.4,X21.47,X27.15,X33.29,X27.87,X3.59,X39.93,X18.17,X11.66,X7.44,X5.71,X70.02
29.4,21.47,27.15,33.29,27.87,3.59,39.93,18.17,11.66,7.44,5.71,70.02
