X21,X17.36,X20.38,X23.1,X15.32,X2.45,X24.32,X9.88,X3.44,X4.7,X3.31,X82.35
21,17.36,20.38,23.1,15.32,2.45,24.32,9.88,3.44,4.7,3.31,82.35
