,BA,BB
15061494,13.054,13.141
15061495,16.332,15.36
15061496,16.229,15.362
15061499,16.735,16.757
15061500,9.932,10.19
15061501,14.086,13.87
15061503,11.521,11.209
15061504,7.048,6.935
15061505,19.008,20.645
15061507,7.894,7.818
15061508,7.89,7.856
15061509,13.772,14.651
15061511,13.868,14.698
15061515,19.89,20.222
15061516,13.887,13.719
15061517,15.086,15.159
15061518,10.068,10.454
15061521,14.417,14.445
15061522,15.336,14.467
15061524,12.862,13.092
15061525,7.758,7.707
15061526,20.147,21.375
15061528,16.84,15.68
15061529,13.852,14.673
15061530,7.921,7.833
15061533,7.909,8.108
15061534,26.416,26.093
15061535,16.57,15.73
15061536,7.851,8.039
15061540,17.094,16.88
15061542,16.764,16.354
15061543,15.185,14.877
15061544,7.921,8.222
15061546,7.691,7.644
15061548,16.285,13.713
15061549,21.478,22.108
15061550,20.382,20.62
15061553,18.935,18.565
15061555,15.176,15.139
15061556,9.451,9.797
15061560,18.784,17.894
15061561,18.735,18.78
15061564,9.597,10.152
15061565,23.589,24.016
15061566,7.776,7.698
15061568,15.938,13.932
15061571,10.511,10.845
15061575,19.302,20.26
15061576,9.105,8.804
15061577,20.946,21.026
15061578,21.004,21.051
15061579,14.611,14.084
15061580,15.182,15.283
15061583,7.186,7.014
15061584,10.158,9.948
15061585,8.837,8.643
15061586,8.787,8.601
15061588,9.916,10.208
15061600,11.935,11.852
15061602,16.749,16.805
15061603,7.715,7.686
15061604,16.035,18.035
15061605,9.886,9.086
15061608,9.036,8.77
15061609,7.593,7.658
15061610,15.245,15.293
15061612,13.325,12.163
15061613,6.749,6.761
15061619,16.842,16.588
15061621,14.102,13.905
15061622,14.186,14.95
15061623,14.936,14.899
15061624,7.78,8.142
15061628,13.794,14.65
15061631,26.12,26.013
15061632,7.062,6.97
15061637,14.942,14.883
15061638,15.055,14.91
15061639,8.918,8.797
15061640,17.33,17.427
15061642,14.905,15.111
15061645,17.22,17.372
15061646,19.994,20.281
15061647,15.048,14.922
15061648,20.614,20.091
15061649,17.258,18.139
15061650,23.266,22.515
15061651,7.766,7.706
15061653,20.804,21.247
15061654,6.961,6.851
15061655,17.708,17.396
15061658,7.888,7.317
15061659,9.08,8.667
15061661,6.71,6.744
15061662,13.515,12.9
15061665,12.672,12.187
15061668,12.576,12.228
15061670,8.947,8.741
15061671,20.6,20.086
15061673,9.596,9.857
15061677,16.703,16.515
15061678,16.793,16.53
15061679,17.456,16.901
15061680,9.022,8.876
15061682,14.889,14.769
15061683,15.033,15.359
15061684,11.041,12.264
15061686,15.279,15.318
15061687,13.401,12.227
15061688,15.25,15.3
15061689,16.853,16.587
15061704,14.99,14.756
15061706,15.646,15.307
15061709,15.258,16.892
15061712,13.525,12.951
15061713,15.023,14.916
15061714,12.533,13.152
15061717,15.8,17.951
15061718,13.616,12.93
15061720,13.427,14.336
15061723,14.009,13.922
15061724,17.401,17.345
15061725,12.322,12.981
15061726,18.378,18.864
15061729,20.061,20.296
15061730,20.139,20.39
15061733,17.07,16.714
15061734,16.817,16.597
15061735,12.492,13.044
15061736,20.037,20.362
15061737,20.289,20.468
15061738,16.88,16.608
15061740,17.67,17.301
15061742,16.716,16.686
15061744,12.571,15.863
15061747,19.938,20.232
15061751,8.98,8.642
15061752,17.788,17.262
15061753,16.551,16.125
15061754,15.002,16.745
15061755,19.476,17.027
15061756,19.153,16.924
15061757,17.228,16.78
15061758,16.069,16.339
15061759,15.284,15.9
15061760,20.182,20.469
15061762,16.393,15.436
15061765,14.173,14.782
15061766,16.872,16.826
15061767,15.934,15.912
15061769,12.659,10.541
15061771,16.868,16.687
15061772,15.954,15.863
15061773,14.339,13.157
15061777,17.37,16.488
15061778,16.947,16.611
15061784,16.918,16.663
15061785,13.088,10.383
15061788,12.855,13.148
15061790,17.322,16.84
15061795,26.291,26.178
15061797,16.854,16.616
15061798,10.437,10.71
15061800,13.326,15.722
15061801,9.5,9.24
15061808,9.386,9.133
15061811,15.082,14.936
15061813,9.854,10.134
15061815,7.492,7.111
15061826,10.718,10.81
15061905,15.636,15.129
15061906,14.036,13.258
15061908,21.082,21.641
15061909,13.254,15.592
15061910,6.96,6.884
15061911,12.062,12.096
15061912,21.837,21.731
15061915,12.163,12.06
15061917,20.771,21.225
15061918,8.443,8.319
15061926,6.943,6.855
15061927,11.867,14.575
15061928,13.225,11.773
15061929,19.28,20.87
15061930,8.695,8.584
15061933,15.219,15.293
15061934,20.144,20.421
15061935,11.991,12.054
15061937,12.292,12.068
15061939,16.497,16.428
15061941,15.539,17.475
15061942,16.331,16.037
15061944,13.68,13.36
15061945,20.888,21.26
15061946,16.217,15.406
15061948,15.247,15.303
15061949,19.185,19.8
15061951,20.737,21.214
15061952,20.188,20.397
15061953,7.815,8.089
15061958,14.928,15.494
15061960,13.967,13.63
15061961,7.689,7.696
15061962,12.093,12.032
15061963,16.715,16.533
15061965,17.198,15.658
15061966,14.139,14.311
15061967,11.314,10.959
15061968,17.239,16.847
15062036,13.506,13.348
15062038,21.057,21.388
15062039,15.644,15.117
15062046,21.947,21.826
15062050,13.152,12.816
15062051,20.734,21.262
15062067,9.233,8.968
15062069,12.994,13.516
15062071,19.941,20.223
15062080,14.445,12.556
15062092,15.333,15.31
15062094,7.734,7.75
15062097,15.084,14.923
15062099,14.297,12.983
15062100,9.152,9.148
15062101,19.48,20.366
15062102,11.626,12.159
15062103,18.944,19.207
15062105,7.75,7.687
15062106,16.969,16.647
15062107,7.887,7.784
15062108,16.839,16.605
15062109,20.859,21.261
15062111,21.213,21.626
15062112,7.742,7.702
15062114,14.853,14.242
15062117,20.865,21.249
15062118,20.868,21.245
15062122,10.53,11.467
15062124,13.978,15.111
15062126,12.128,12.719
15062130,9.995,8.792
15062136,21.663,22.789
15062137,16.904,16.562
15062138,9.36,10.44
15062139,12.453,13.134
15062142,12.542,12.209
15062145,20.119,20.713
15062146,26.484,26.216
15062149,12.436,13.023
15062150,11.394,13.594
15062151,16.552,17.877
15062152,16.742,16.196
15062153,16.79,16.614
15062331,8.325,8.148
15062332,8.519,8.449
15062333,12.021,11.592
15062334,8.962,8.594
15062335,19.213,20.746
15062337,20.722,21.286
15062338,20.851,21.264
15062346,21.505,22.651
15062347,15.995,15.932
15062348,20.935,21.276
15062349,21.044,21.097
15062350,19.194,19.84
15062351,16.382,15.442
15062353,15.467,17.055
15062354,20.961,21.309
15062356,26.396,26.093
15062357,7.643,7.657
15062358,16.709,16.533
15062360,9.443,9.11
15062361,21.312,21.66
15062363,15.653,15.012
15062366,9.682,9.792
15062367,14.894,14.278
15062368,20.987,21.368
15062369,12.318,12.992
15062370,21.154,21.107
