,BA,BB
15060021,26.417,26.24
15060025,14.754,14.669
15060027,11.938,11.548
15060039,15.527,15.088
15060042,13.556,13.403
15060056,12.239,11.603
15060063,21.386,22.692
15060070,7.543,7.557
15060081,12.327,12.664
15060085,13.231,15.479
15060087,7.706,7.694
15060097,9.061,8.903
15060102,13.911,14.707
15060112,15.279,15.318
15060114,7.019,6.895
15060120,13.5,12.751
15060121,15.868,15.897
15060122,8.813,8.625
15060138,13.779,13.726
15060160,9.809,9.762
15060187,19.328,20.954
15060188,7.63,8.922
15060190,15.731,17.973
15060191,16.85,16.799
15060214,10.816,11.198
15060313,23.397,23.848
15060320,15.464,17.102
15060345,20.74,21.187
15060383,23.645,24.063
15060420,20.777,21.229
15060543,13.182,11.789
15060570,18.633,19.109
15060797,21.856,23.618
15060846,8.663,8.424
15060907,13.458,12.812
15060910,18.121,18.922
15060933,13.322,11.983
15060964,24.824,24.905
15061007,24.963,25.052
15061011,15.303,15.082
15061122,8.738,8.539
15061204,17.039,16.796
15061213,15.72,15.124
15061215,15.312,14.501
15061216,16.042,17.92
15061225,6.678,6.363
15061226,12.906,11.421
15061228,15.491,16.513
15061237,13.018,11.798
15061256,12.603,11.911
15061257,12.361,12.9
15061259,7.612,7.659
15061260,14.856,14.748
15061262,20.067,20.26
15061263,21.357,22.612
15061264,17.64,18.888
15061265,12.262,11.704
15061270,19.4,20.255
15061273,12.257,11.712
15061274,17.878,19.315
15061277,13.448,11.05
15061282,6.921,6.81
15061283,15.281,15.356
15061286,19.19,20.733
15061288,15.729,15.556
15061289,15.691,15.082
15061290,12.534,10.768
15061291,18.647,19.648
15061293,15.746,15.702
15061295,14.249,13.125
15061296,16.344,16.04
15061298,18.872,19.111
15061299,7.115,6.985
15061303,12.208,12.088
15061307,15.672,16.611
15061312,18.62,19.274
15061313,16.818,16.778
15061314,20.634,20.103
15061317,20.299,20.432
15061318,11.282,8.926
15061319,14.974,14.903
15061320,11.695,11.397
15061323,7.282,7.022
15061324,18.756,19.889
15061329,21.056,21.086
15061334,18.273,15.186
15061335,16.792,14.85
15061337,15.308,15.313
15061338,7.665,7.687
15061340,7.631,7.651
15061344,14.309,12.957
15061345,20.815,21.249
15061346,20.789,21.248
15061347,16.443,15.477
15061348,15.334,15.734
15061349,14.231,12.195
15061350,18.583,19.251
15061352,16.952,16.714
15061353,15.246,15.303
15061355,15.268,15.292
15061356,8.626,8.47
15061357,21.152,21.184
15061358,14.858,14.854
15061360,15.287,15.363
15061364,15.076,15.18
15061365,15.642,15.002
15061367,15.64,15.055
15061369,15.767,15.806
15061376,20.86,21.269
15061378,16.8,14.823
15061380,16.548,15.514
15061382,7.091,7.019
15061383,15.305,15.319
15061384,7.748,7.683
15061388,13.364,11
15061390,16.72,16.534
15061391,16.905,16.651
15061392,19.63,18.566
15061394,19.958,20.314
15061396,19.993,20.252
15061404,16.885,16.667
15061406,15.285,15.36
15061410,12.662,12.21
15061411,7.809,7.837
15061414,16.691,16.472
15061415,12.425,13.024
15061417,16.895,16.67
15061418,16.853,16.597
15061419,7.722,7.682
15061420,11.695,11.397
15061421,14.93,14.988
15061422,10.554,10.703
15061424,20.202,20.458
15061425,20.913,21.246
15061428,20.942,21.348
15061430,20.841,21.242
15061435,17.334,16.806
15061436,10.011,10.203
15061437,15.241,15.781
15061439,15.173,15.864
15061441,14.774,14.269
15061442,7.753,7.697
15061444,11.972,9.995
15061445,14.795,14.265
15061447,11.202,11.161
15061449,13.401,12.884
15061454,13.417,12.922
15061458,20.78,21.249
15061459,16.89,16.612
15061461,20.887,21.257
15061463,11.948,12.263
15061469,14.247,12.976
15061470,8.568,8.422
15061471,8.879,8.544
15061475,14.995,15.016
15061476,11.197,10.449
15061478,7.717,7.667
15061479,10.507,10.7
15061480,14.743,14.242
15061481,16.816,16.779
15061484,19.449,20.281
15061485,9.887,10.097
15061486,10.572,11.564
15061489,16.832,16.623
15061490,16.918,16.67
15061491,16.9,16.597
15061492,16.862,16.606
15061493,16.484,15.446
