,BA,BB
15060021,84.121,83.883
15060025,87.117,86.916
15060027,88.681,88.403
15060039,86.472,86.882
15060042,88.542,88.186
15060056,88.713,88.529
15060063,85.01,84.566
15060070,90.722,90.36
15060081,88.594,87.75
15060085,88.304,86.45
15060087,90.651,90.3
15060097,90.743,90.447
15060102,87.013,86.631
15060112,86.205,86.214
15060114,91.285,91.139
15060120,88.791,89.044
15060121,86.729,86.561
15060122,90.06,89.91
15060138,87.963,88.481
15060160,88.946,89.551
15060187,86.859,86.169
15060188,90.711,90.106
15060190,86.171,85.498
15060191,85.927,85.846
15060214,89.383,88.804
15060313,84.337,84.296
15060320,86.312,85.406
15060345,84.421,84.378
15060383,84.259,84.234
15060420,84.372,84.347
15060543,89.878,89.744
15060570,86.718,86.077
15060797,85.783,85.827
15060846,90.18,89.93
15060907,89.009,89.45
15060910,85.502,85.927
15060933,89.776,89.656
15060964,83.514,85.327
15061007,83.46,85.326
15061011,86.79,86.752
15061122,90.157,89.96
15061204,85.561,85.634
15061213,86.438,86.854
15061215,86.533,86.985
15061216,86.238,85.545
15061225,91.42,91.243
15061226,89.012,89.275
15061228,86.38,86.951
15061237,89.965,89.801
15061256,89.094,89.532
15061257,88.358,88.863
15061259,90.678,90.296
15061260,87.038,86.858
15061262,85.142,85.317
15061263,85.091,85.209
15061264,86.15,86.056
15061265,88.595,88.919
15061270,84.557,84.754
15061273,88.569,88.906
15061274,85.513,84.759
15061277,87.693,88.183
15061282,91.316,91.151
15061283,86.178,86.217
15061286,85.724,84.848
15061288,86.307,86.74
15061289,86.393,86.861
15061290,88.507,89.12
15061291,85.851,85.62
15061293,85.718,85.944
15061295,87.275,88.536
15061296,86.261,86.305
15061298,85.27,85.489
15061299,91.281,91.08
15061303,88.235,88.249
15061307,86.283,86.921
15061312,85.871,85.734
15061313,85.872,85.845
15061314,84.389,85.124
15061317,85.052,85.282
15061318,89.008,89.536
15061319,86.936,86.798
15061320,88.39,88.364
15061323,91.154,91.071
15061324,86.367,86.737
15061329,84.754,84.729
15061334,85.95,87.072
15061335,85.734,86.781
15061337,86.166,86.214
15061338,90.693,90.314
15061340,90.669,90.321
15061344,87.186,87.915
15061345,84.388,84.358
15061346,84.435,84.364
15061347,86.035,86.602
15061348,86.174,86.079
15061349,86.297,87.718
15061350,85.902,85.741
15061352,86.236,86.416
15061353,86.226,86.219
15061355,86.245,86.205
15061356,90.199,89.928
15061357,84.736,84.705
15061358,86.999,86.847
15061360,86.213,86.201
15061364,86.274,86.223
15061365,86.427,86.886
15061367,86.414,86.862
15061369,86.739,86.543
15061376,84.362,84.347
15061378,85.676,86.79
15061380,85.983,86.6
15061382,91.285,91.11
15061383,86.196,86.212
15061384,90.615,90.307
15061388,88.448,89.036
15061390,86.317,86.442
15061391,86.288,86.472
15061392,86.017,85.98
15061394,85.188,85.314
15061396,85.187,85.344
15061404,86.32,86.471
15061406,86.2,86.202
15061410,87.598,87.779
15061411,91.079,90.558
15061414,86.365,86.494
15061415,88.054,87.757
15061417,86.346,86.472
15061418,86.29,86.49
15061419,90.623,90.309
15061420,88.39,88.364
15061421,86.916,86.779
15061422,89.257,89.309
15061424,84.735,84.782
15061425,84.291,84.342
15061428,84.341,84.35
15061430,84.396,84.362
15061435,85.908,85.964
15061436,88.929,88.976
15061437,87.285,87.338
15061439,87.299,87.31
15061441,86.521,86.946
15061442,91.091,90.573
15061444,88.569,89.088
15061445,86.52,86.947
15061447,88.889,88.792
15061449,87.012,87.307
15061454,87.02,87.248
15061458,84.428,84.375
15061459,86.308,86.473
15061461,84.346,84.355
15061463,88.308,88.537
15061469,87.207,87.908
15061470,90.217,89.954
15061471,90.082,89.894
15061475,86.851,86.778
15061476,89.239,89.394
15061478,90.621,90.3
15061479,89.097,89.101
15061480,86.525,86.98
15061481,85.876,85.849
15061484,84.551,84.742
15061485,88.97,89.135
15061486,90.123,89.739
15061489,86.29,86.476
15061490,86.332,86.471
15061491,86.299,86.483
15061492,86.356,86.491
15061493,85.975,86.589
15061494,88.876,88.852
15061495,86.028,86.608
15061496,86.085,86.613
15061499,85.924,85.865
15061500,88.96,88.987
15061501,88.291,87.953
15061503,88.776,89.052
15061504,91.314,91.121
15061505,85.829,84.898
15061507,91.025,90.532
15061508,91.056,90.525
15061509,87.079,86.629
15061511,87.005,86.605
15061515,85.214,85.357
15061516,88.338,88
15061517,86.268,86.212
15061518,89.517,89.275
15061521,88.177,87.917
15061522,87.973,88.548
15061524,89.022,89.025
15061525,91.127,90.573
15061526,84.85,84.644
15061528,85.677,86.445
15061529,87.054,86.62
15061530,91.014,90.531
15061533,90.947,90.535
15061534,84.144,84.086
15061535,85.857,86.502
15061536,91.036,90.495
15061540,85.702,85.799
15061542,85.895,85.954
15061543,86.635,86.706
15061544,90.34,90.07
15061546,90.55,90.294
15061548,86.848,88.524
15061549,84.459,84.803
15061550,84.605,84.708
15061553,84.409,85.393
15061555,86.655,86.741
15061556,89.235,89.149
15061560,84.712,85.595
15061561,85.359,85.231
15061564,89.787,89.544
15061565,84.299,84.259
15061566,90.632,90.294
15061568,86.17,87.502
15061571,89.305,88.958
15061575,84.561,84.736
15061576,89.99,89.858
15061577,84.833,84.918
15061578,84.779,84.715
15061579,86.639,87.046
15061580,86.257,86.225
15061583,91.215,91.079
15061584,90.056,90.056
15061585,90.108,89.918
15061586,90.158,89.918
15061588,88.975,89.003
15061600,88.26,88.549
15061602,86.058,86.264
15061603,90.662,90.301
15061604,85.539,84.339
15061605,89.501,89.757
15061608,90,89.873
15061609,90.705,90.323
15061610,86.22,86.22
15061612,88.848,89.118
15061613,91.421,91.198
15061619,86.321,86.479
15061621,88.28,87.955
15061622,87.442,86.971
15061623,86.947,86.827
15061624,90.623,90.516
15061628,87.06,86.644
15061631,84.205,84.262
15061632,91.238,91.087
15061637,86.941,86.798
15061638,86.882,86.815
15061639,90.41,90.162
15061640,84.855,85.162
15061642,86.95,86.799
15061645,84.945,85.171
15061646,85.169,85.334
15061647,86.901,86.813
15061648,84.393,85.137
15061649,85.175,85.136
15061650,85.25,86.076
15061651,91.089,90.567
15061653,84.434,84.352
15061654,91.325,91.112
15061655,85.522,85.774
15061658,90.866,90.849
15061659,90.025,89.88
15061661,91.442,91.155
15061662,87.001,87.315
15061665,87.452,87.726
15061668,87.528,87.755
15061670,90.429,90.185
15061671,84.443,85.146
15061673,90.284,90.531
15061677,86.329,86.492
15061678,86.321,86.472
15061679,85.839,85.949
15061680,90.412,90.14
15061682,86.976,86.935
15061683,86.242,86.131
15061684,89.065,87.757
15061686,86.205,86.214
15061687,87.891,88.813
15061688,86.216,86.218
15061689,86.321,86.482
15061704,86.94,86.859
15061706,86.357,87.368
15061709,86.413,85.48
15061712,86.992,87.255
15061713,86.898,86.802
15061714,88.001,87.741
15061717,86.143,85.515
15061718,86.987,87.315
15061720,87.409,87.044
15061723,88.331,87.962
15061724,86.155,86.083
15061725,88.101,87.775
15061726,85.394,85.887
15061729,84.755,84.836
15061730,84.735,84.791
15061733,86.28,86.455
15061734,86.327,86.496
15061735,88.023,87.745
15061736,84.812,84.82
15061737,84.704,84.783
15061738,86.363,86.493
15061740,86.17,86.436
15061742,86.03,85.895
15061744,88.798,87.146
15061747,85.181,85.354
15061751,90.067,89.88
15061752,86.188,86.406
15061753,86.465,86.638
15061754,86.465,85.697
15061755,85.493,87.094
15061756,85.625,87.123
15061757,85.951,85.957
15061758,86.988,87.491
15061759,87.228,87.31
15061760,84.761,84.799
15061762,86,86.558
15061765,86.919,86.599
15061766,85.882,85.719
15061767,86.756,86.538
15061769,89.119,89.377
15061771,86.354,86.479
15061772,86.722,86.572
15061773,87.283,88.533
15061777,85.951,85.944
15061778,86.324,86.48
15061784,86.319,86.471
15061785,88.427,89.302
15061788,89.067,88.996
15061790,85.964,85.961
15061795,84.184,83.893
15061797,86.362,86.501
15061798,89.312,89.318
15061800,88.379,87.356
15061801,90.155,90.282
15061808,90.111,90.279
15061811,86.919,86.779
15061813,88.976,88.966
15061815,91.028,91.023
15061826,89.173,89.293
15061905,86.431,86.836
15061906,87.683,87.835
15061908,84.654,84.838
15061909,88.269,86.449
15061910,91.326,91.145
15061911,88.287,88.251
15061912,84.899,85.518
15061915,88.21,88.271
15061917,84.436,84.365
15061918,90.258,89.957
15061926,91.285,91.106
15061927,89.225,87.921
15061928,89.029,88.404
15061929,86.877,86.175
15061930,90.164,89.925
15061933,86.225,86.25
15061934,84.75,84.796
15061935,88.315,88.258
15061937,88.539,88.769
15061939,86.357,86.49
15061941,86.285,85.292
15061942,86.243,86.288
15061944,88.46,88.302
15061945,84.352,84.346
15061946,86.106,86.615
15061948,86.226,86.219
15061949,85.769,84.784
15061951,84.398,84.357
15061952,84.728,84.795
15061953,90.563,90.156
15061958,87.173,87.467
15061960,87.637,87.701
15061961,90.696,90.325
15061962,88.257,88.299
15061963,86.398,86.505
15061965,86.242,87.05
15061966,87.748,88.374
15061967,89.181,89.245
15061968,85.945,85.938
15062036,88.532,88.177
15062038,84.319,84.346
15062039,86.436,86.876
15062046,84.849,85.499
15062050,86.785,86.973
15062051,84.463,84.384
15062067,90.21,90.357
15062069,88.921,88.72
15062071,85.197,85.334
15062080,87.218,87.928
15062092,86.224,86.218
15062094,90.65,90.329
15062097,86.865,86.779
15062099,87.182,87.908
15062100,90.509,90.75
15062101,84.494,84.707
15062102,89.413,88.53
15062103,86.105,86.122
15062105,90.603,90.284
15062106,86.24,86.458
15062107,91.025,90.542
15062108,86.37,86.491
15062109,84.39,84.356
15062111,84.684,84.977
15062112,90.609,90.288
15062114,86.439,86.961
15062117,84.363,84.354
15062118,84.352,84.357
15062122,90.171,89.718
15062124,86.992,86.506
15062126,88.482,88.233
15062130,89.573,89.512
15062136,84.943,84.531
15062137,86.316,86.49
15062138,89.704,89.154
15062139,88.048,87.736
15062142,87.56,87.767
15062145,84.345,84.466
15062146,84.123,84.023
15062149,88.087,87.769
15062150,89.656,88.742
15062151,85.93,85.826
15062152,86.415,86.612
15062153,86.368,86.497
15062331,90.474,90.038
15062332,90.219,89.994
15062333,88.625,88.416
15062334,90.08,89.951
15062335,85.716,84.82
15062337,84.458,84.359
15062338,84.396,84.363
15062346,84.184,82.946
15062347,86.662,86.545
15062348,84.321,84.344
15062349,84.766,84.722
15062350,85.752,84.786
15062351,86.018,86.622
15062353,86.343,85.422
15062354,84.312,84.33
15062356,84.135,84.086
15062357,90.659,90.303
15062358,86.289,86.442
15062360,90.151,90.31
15062361,84.616,84.946
15062363,86.311,86.795
15062366,89.597,89.503
15062367,86.501,86.94
15062368,84.353,84.364
15062369,88.106,87.785
15062370,84.684,84.705
