X43.56,X34.46,X42.08,X47.82,X32.4,X4.73,X53.46,X21.02,X13.61,X9.43,X4.33,X62.54
43.56,34.46,42.08,47.82,32.4,4.73,53.46,21.02,13.61,9.43,4.33,62.54
