,BA,BB,BC,BL,BRR,GBLUP,EGBLUP,RKHS,LASSO,RR,SVM,RF
15060021,236.866,240.299,238.017,230,240.436,234.795,235.68805,235.439,242.789,244.779,306.644,305.829
15060025,94.174,97.438,96.813,97.523,95.342,92.401,94.90877,94.636,104.685,94.615,71.037,130.782
15060027,57.351,47.094,53.456,57.301,53.239,89.96,60.75592,71.298,52.104,56.39,22.535,36.413
15060039,38.379,31.877,38.653,40.662,37.836,46.756,34.99704,39.676,26.985,35.159,34.979,24.726
15060042,173.108,175.125,178.573,174.605,177.493,189.559,182.03157,185.328,189.02,188.342,328.096,284.696
15060056,158.37,156.097,158.687,145.99,161.587,159.103,149.2143,142.404,160.679,155.966,98.937,110.172
15060063,61.921,54.346,60.383,64.741,59.987,52.52,55.73948,61.797,71.837,45.696,28.358,37.54
15060070,187.755,182.578,189.595,186.589,190.604,178.804,187.83104,187.235,174.787,191.786,299.089,283.582
15060081,93.711,97.138,95.902,91.935,93.175,85.542,99.70036,105.562,93.789,93.982,99.885,91.562
15060085,239.309,250.77,241.844,227.893,245.074,213.213,244.52675,226.923,259.384,249.484,314.069,294.65
15060087,185.344,182.135,186.866,182.184,187.268,178.804,186.16783,186.665,174.787,190.102,312.016,304.393
15060097,34.758,44.975,35.26,45.028,36.19,32.983,47.11452,71.237,58.883,38.789,96.932,95.587
15060102,229.365,231.482,229.808,222.775,230.766,223.16,226.47172,221.817,220.73,234.789,283.143,146.025
15060112,104.669,101.203,105.706,107.777,105.647,109.869,103.71625,103.937,98.675,103.124,24.387,19.824
15060114,188.331,185.901,188.149,186.946,188.562,190.414,185.60334,184.788,182.078,187.487,50.549,88.676
15060120,110.478,111.961,111.508,119.669,111.571,97.415,118.27907,120.028,102.911,114.05,110.018,115.549
15060121,258.971,244.654,259.402,250.458,262.023,246.532,253.6343,253.667,224.146,276.448,345.055,336.329
15060122,174.058,172.499,172.592,175.216,174.314,170.323,172.75192,172.684,169.651,170.902,23.917,65.535
15060138,76.172,71.397,72.23,78.794,74.723,87.008,86.12594,89.008,50.223,66.521,30.957,62.815
15060160,122.758,121.273,116.622,122.395,114.249,144.097,86.80924,107.692,132.078,105.273,24.014,92.03
15060187,105.115,94.413,103.625,108.682,101.034,112.509,90.60107,97.529,89.342,89.914,34.065,53.207
15060188,144.889,146.26,143.266,142.153,140.414,142.924,147.5494,144.963,154.386,131.817,82.949,96.449
15060190,135.448,137.392,139.896,146.146,138.075,128.313,140.455,138.022,112.399,147.692,66.747,136.574
15060191,91.186,84.659,92.901,90.882,91.725,95.782,87.48273,86.379,84.318,85.385,72.051,85.315
15060214,75.873,91.168,77.572,79.927,74.724,60.502,89.74301,87.744,118.09,83.654,98.909,106.061
15060313,72.254,69.262,68.917,75.33,72.757,71.763,70.84184,78.788,64.063,60.333,69.069,70.698
15060320,96.124,106.358,93.479,99.904,92.685,114.216,98.09945,102.465,131.89,95.521,98.353,89.569
15060345,49.884,50.628,49.84,51.858,49.611,54.402,50.74366,50.923,52.174,45.337,35.535,62.02
15060383,71.236,69.658,68.305,73.743,71.885,70.93,70.6889,78.993,67.623,61.74,69.037,73.171
15060420,50.634,51.145,50.667,52.057,50.377,53.337,50.55387,51.339,52.174,46.918,31.962,25.525
15060543,53.917,53.906,51.584,53.402,50.081,59.702,52.16309,57.867,37.831,36.454,27.921,23.562
15060570,92.73,103.977,91.114,93.176,90.272,91.035,102.63308,102.388,101.277,89.051,98.924,107.227
15060797,113.949,126.868,116.886,115.3,111.868,127.081,105.42027,104.712,137.827,93.035,18.946,58.341
15060846,176.408,174.502,175.165,175.006,177.507,172.088,177.84801,178.095,169.651,179.007,117.425,122.926
15060907,205.555,204.963,202.321,184.638,207.84,175.252,235.95931,199.25,212.082,249.525,341.058,274.605
15060910,63.609,82.584,60.577,54.527,57.287,53.278,54.47163,67.114,96.569,47.606,26.313,39.372
15060933,53.003,53.209,49.888,52.981,48.562,59.698,50.31887,57.087,37.831,35.181,28.452,24.072
15060964,171.948,156.634,172.483,168.698,172.945,151.638,172.77902,169.126,167.695,180.763,178.931,231.888
15061007,170.702,155.879,170.724,167.421,170.44,154.121,169.46008,166.02,167.695,177.613,96.588,121.059
15061011,98.559,99.549,101.273,101.56,100.905,95.991,99.80985,99.736,109.028,102.013,106.941,152.119
15061122,175.357,175.185,174.797,176.178,176.645,171.499,178.64442,176.512,169.651,176.358,80.882,101.898
15061204,248.443,264.876,248.831,247.246,247.658,235.055,257.40812,212.328,300.592,275.634,314.029,252.319
15061213,42.011,45.901,43.008,42.176,41.983,41.308,33.83151,37.172,50.745,33.79,30.671,18.729
15061215,44.573,47.483,44.855,44.271,43.987,46.465,34.08401,37.693,50.745,37.774,31.745,20.436
15061216,199.282,197.447,204.074,199.816,201.17,170.867,216.64909,199.825,183.496,230.491,313.995,252.541
15061225,186.454,183.775,185.179,185.517,186.342,189.118,183.00444,181.099,182.078,178.232,23.948,74.771
15061226,87.983,64.298,87.12,78.831,85.098,86.15,97.73976,92,25.18,79.117,99.914,109.187
15061228,159.975,154.527,163.713,169.351,159.256,156.968,158.67866,149.264,161.417,161.137,144.325,207.445
15061237,54.623,54.372,52.86,56.306,51.189,57.69,52.576,58.647,39.337,40.217,30.228,25.512
15061256,207.63,191.658,211.668,200.794,219.474,216.255,204.93619,205.179,178.949,241.086,314.099,258.701
15061257,63.977,54.229,66.892,91.01,61.691,69.19,60.81376,68.516,46.013,48.259,30.935,50.57
15061259,185.346,181.63,186.723,183.895,187.826,180.122,185.61094,185.398,174.787,189.14,282.616,266.492
15061260,97.713,98.859,100.101,99.143,99.375,95.551,98.41527,97.065,104.685,98.635,89.599,188.922
15061262,151.506,157.135,153.903,151.359,152.11,148.629,152.28725,148.361,155.829,154.177,109.372,241.589
15061263,177.248,174.817,181.151,170.197,183.713,190.592,205.76883,190.096,144.897,229.295,345.118,291.095
15061264,145.001,149.87,146.968,150.885,142.964,150.656,136.22031,139.927,145.385,135.112,97.005,100.648
15061265,114.252,115.468,114.443,115.885,115.6,122.404,116.92588,120.316,118.521,118.738,20.974,73.378
15061270,60.148,59.35,57.973,58.119,57.377,77.265,64.98571,70.898,64.001,57.623,27.285,18.194
15061273,116.148,117.615,116.376,117.981,118.374,120.569,119.18952,120.503,120.123,120.054,30.975,80.836
15061274,101.178,105.29,104.545,115.328,104.105,66.752,104.52375,101.445,99.088,83.667,26,69.391
15061277,81.475,83.094,76.228,87.305,80.26,63.292,86.2339,95.936,80.837,86.793,99.933,98.037
15061282,194.842,189.378,194.719,191.315,195.424,197.231,201.69097,196.571,187.723,203.562,328.082,273.361
15061283,102.371,104.86,103.688,106.905,103.062,109.086,101.74884,103.094,116.061,101.195,27.032,31.34
15061286,77.702,81.981,77.641,79.37,76.846,87.441,71.87288,74.009,110.961,67.263,31.001,27.138
15061288,43.465,45.766,43.466,43.245,42.056,48.002,33.50419,39.064,53.799,39.539,29.965,17.315
15061289,43.355,48.461,43.474,43.117,42.698,45.813,36.65565,39.383,62.657,37.033,27.98,16.647
15061290,91.027,84.578,87.161,89.377,85.289,107.238,93.58294,95.007,80.683,92.68,106.635,110.645
15061291,50.875,57.715,47.94,54.372,48.163,78.428,54.26361,57.915,45.735,40.64,31.398,24.267
15061293,110.552,96.867,109.121,115.398,110.294,81.182,109.5204,116.185,102.204,104.66,110.961,108.042
15061295,108.728,105.261,102.12,109.613,100.669,119.034,90.83389,101.29,102.231,91.087,27.903,36.385
15061296,128.454,118.026,127.281,123.2,127.62,138.772,141.35682,141.915,140.349,134.213,162.635,186.881
15061298,83.219,99.244,82.83,97.36,81.968,108.786,99.98168,105.813,93.706,70.905,34.957,56.913
15061299,190.902,195.513,191.539,189.682,191.674,188.109,191.10541,188.229,193.678,191.846,130.129,129.632
15061303,58.695,56.165,61.254,58.738,61.046,73.45,61.58764,64.06,51.089,61.215,82.046,75.543
15061307,160.309,153.64,164.215,168.498,160.186,154.558,158.04277,148.487,161.417,159.649,101.237,110.419
15061312,46.756,54.713,44.041,48.666,43.695,76.079,51.30664,55.881,37.284,36.976,30.935,24.191
15061313,88.669,83.92,90.167,88.831,88.87,92.311,85.30432,85.349,84.318,81.533,71.719,83.654
15061314,87.454,80.009,87.693,93.516,88.802,77.764,95.21922,97.044,53.57,85.649,23.956,76.723
15061317,149.024,154.812,150.837,149.594,149.029,143.436,147.82188,143.111,155.829,144.68,23.928,52.437
15061318,194.476,186.386,197.403,200.604,200.392,163.282,186.29248,180.405,179.439,200.29,314.043,275.089
15061319,91.293,95.086,94.007,94.371,92.517,89.279,93.28523,92.651,104.685,90.71,59.972,87.95
15061320,91.832,80.709,91.986,92.614,91.384,78.94,86.15132,85.404,82.612,83.526,98.993,97.948
15061323,188.264,184.959,189.082,185.138,190.135,190.58,189.2935,190.302,181.214,192.954,145.469,131.987
15061324,77.507,54.633,72.291,83.208,71.909,71.834,42.89729,70.405,49.769,48.388,27.906,55.508
15061329,223.69,223.633,224.983,220.749,225.849,199.777,222.63751,217.411,213.229,232.253,303.992,286.514
15061334,117.156,119.157,114.018,113.447,114.236,126.063,112.70916,116.342,114.247,114.011,27.89,69.38
15061335,99.23,113.016,99.984,103.71,98.382,120.709,107.9957,112.626,118.67,100.562,96.907,96.641
15061337,105.822,106.66,106.95,109.354,106.862,108.25,104.45489,104.568,116.061,104.47,44.952,208.482
15061338,187.961,183.471,189.561,185.317,190.244,183.998,187.25225,186.672,174.787,192.495,299.04,240.085
15061340,187.428,182.842,189.138,187.94,190.275,181.941,187.14309,186.121,174.787,191.225,247.624,68.168
15061344,274.875,272.502,276.956,273.226,275.081,255.937,276.73472,261.332,247.842,294.802,332.021,333.389
15061345,51.677,57.082,51.678,54.344,51.109,51.566,50.75268,51.274,69.56,47.287,31.961,26.586
15061346,53.566,57.637,53.915,56.201,52.93,53.124,52.96586,52.257,69.56,47.713,27.941,17.146
15061347,134.709,127.65,135.935,136.857,133.988,133.679,133.18264,133.1,131.297,134.881,77.945,219.644
15061348,106.09,107.179,107.324,109.794,106.342,109.91,104.59281,105.099,116.061,104.838,20.915,24.417
15061349,144.627,151.724,142.461,153.782,145.047,131.879,130.09648,131.412,166.599,141.947,97.936,114.566
15061350,47.247,55.008,44.062,48.842,44.28,74.142,52.01097,55.481,42.675,36.409,31.205,23.057
15061352,216.489,215.81,217.244,214.098,216.703,210.66,218.18881,217.235,216.188,218.802,288.872,159.571
15061353,107.45,107.924,108.7,111.124,108.302,109.869,105.12468,105.243,116.061,105.495,30.728,31.169
15061355,108.96,108.487,110.595,112.982,110.44,109.918,106.06542,106.008,116.061,107.345,24.691,42.594
15061356,174.045,174.467,173.123,174.667,174.784,169.103,178.19071,177.831,179.115,176.753,126.276,129.623
15061357,221.225,221.23,222.992,219.978,223.315,198.692,220.42671,216.017,211.628,229.748,299.012,297.047
15061358,94.54,96.204,97.025,97.485,95.941,93.387,95.94882,95.018,104.685,95.333,72.876,74.96
15061360,107.624,107.813,109.039,111.554,108.714,109.918,105.12341,105.6,116.061,105.919,37.958,188.702
15061364,104.791,101.625,105.821,106.393,105.846,110.319,103.49324,103.605,98.675,103.519,20.952,16.197
15061365,44.907,46.194,45.303,46.187,44.699,50.145,37.74591,38.259,53.799,39.53,28.006,16.157
15061367,45.496,46.974,45.922,45.001,44.554,48.938,35.37837,38.006,53.799,39.856,29.785,17.526
15061369,260.898,255.731,261.192,252.448,264.094,246.92,254.12661,254.508,244.965,279.447,349.014,340.004
15061376,53.111,57.542,52.944,55.214,52.493,52.346,52.59404,51.834,69.56,47.967,35.036,27.171
15061378,101.54,115.584,102.583,106.119,101.162,121.886,110.26421,113.941,120.272,104.21,98.93,98.352
15061380,132.6,126.522,133.308,135.128,132.289,132.175,131.64343,131.453,130.315,130.456,31.939,86.511
15061382,188.889,186.693,188.847,187.919,189.341,194.174,193.47528,191.915,187.723,195.822,289.26,258.772
15061383,104.581,101.434,105.71,107.783,105.446,109.869,103.36137,103.794,98.675,102.965,20.095,17.059
15061384,187.812,184.193,189.257,186.07,189.98,180.398,186.99869,187.549,174.787,192.367,297.062,276.161
15061388,120.64,124.732,119.673,124.042,117.026,121.358,111.12333,109.674,151.167,112.794,30.909,71.97
15061390,217.886,217.132,218.344,215.124,218.295,213.268,218.58496,216.118,215.658,216.587,309.374,236.744
15061391,218.589,217.955,219.162,216.615,218.95,214.266,219.09018,219.604,218.569,222.639,309.974,304.327
15061392,110.517,118.707,109.076,106.491,106.685,90.935,100.00026,100.293,109.268,90.465,41.933,85.166
