"","Prefix","CHL_Components","Traits","Models","Predictive_Ability"
"515","PCSprout","L","PCSprout.L","RKHS",0.399
"516","PCSprout","L","PCSprout.L","RKHS",0.425
"517","PCSprout","L","PCSprout.L","RKHS",0.354
"518","PCSprout","L","PCSprout.L","RKHS",0.415
"519","PCSprout","L","PCSprout.L","RKHS",0.462
"520","PCSprout","L","PCSprout.L","RKHS",0.464
"521","PCSprout","L","PCSprout.L","RKHS",0.526
"522","PCSprout","L","PCSprout.L","RKHS",0.554
"523","PCSprout","L","PCSprout.L","RKHS",0.441
"524","PCSprout","L","PCSprout.L","RKHS",0.462
"525","PCSprout","L","PCSprout.L","RKHS",0.276
"526","PCFlower","C","PCFlower.C","BA",0.749
"527","PCFlower","C","PCFlower.C","BA",0.279
"528","PCFlower","C","PCFlower.C","BA",0.63
"529","PCFlower","C","PCFlower.C","BA",0.712
"530","PCFlower","C","PCFlower.C","BA",0.499
"531","PCFlower","C","PCFlower.C","BA",0.634
"532","PCFlower","C","PCFlower.C","BA",0.483
"533","PCFlower","C","PCFlower.C","BA",0.489
"534","PCFlower","C","PCFlower.C","BA",0.654
"535","PCFlower","C","PCFlower.C","BA",0.763
"536","PCFlower","C","PCFlower.C","BA",0.746
"537","PCFlower","C","PCFlower.C","BA",0.686
"538","PCFlower","C","PCFlower.C","BA",0.558
"539","PCFlower","C","PCFlower.C","BA",0.502
"540","PCFlower","C","PCFlower.C","BA",0.597
"541","PCFlower","C","PCFlower.C","BA",0.681
"542","PCFlower","C","PCFlower.C","BA",0.509
"543","PCFlower","C","PCFlower.C","BA",0.446
"544","PCFlower","C","PCFlower.C","BA",0.691
"545","PCFlower","C","PCFlower.C","BA",0.714
"546","PCFlower","C","PCFlower.C","BA",0.671
"547","PCFlower","C","PCFlower.C","BA",0.611
"548","PCFlower","C","PCFlower.C","BA",0.427
"549","PCFlower","C","PCFlower.C","BA",0.545
"550","PCFlower","C","PCFlower.C","BA",0.726
"551","PCFlower","C","PCFlower.C","BB",0.384
"552","PCFlower","C","PCFlower.C","BB",0.432
"553","PCFlower","C","PCFlower.C","BB",0.58
"554","PCFlower","C","PCFlower.C","BB",0.741
"555","PCFlower","C","PCFlower.C","BB",0.664
"556","PCFlower","C","PCFlower.C","BB",0.62
"557","PCFlower","C","PCFlower.C","BB",0.604
"558","PCFlower","C","PCFlower.C","BB",0.744
"559","PCFlower","C","PCFlower.C","BB",0.488
"560","PCFlower","C","PCFlower.C","BB",0.643
"561","PCFlower","C","PCFlower.C","BB",0.505
"562","PCFlower","C","PCFlower.C","BB",0.592
"563","PCFlower","C","PCFlower.C","BB",0.774
"564","PCFlower","C","PCFlower.C","BB",0.613
"565","PCFlower","C","PCFlower.C","BB",0.494
"566","PCFlower","C","PCFlower.C","BB",0.353
"567","PCFlower","C","PCFlower.C","BB",0.665
"568","PCFlower","C","PCFlower.C","BB",0.652
"569","PCFlower","C","PCFlower.C","BB",0.7
"570","PCFlower","C","PCFlower.C","BB",0.513
"571","PCFlower","C","PCFlower.C","BB",0.674
"572","PCFlower","C","PCFlower.C","BB",0.699
"573","PCFlower","C","PCFlower.C","BB",0.483
"574","PCFlower","C","PCFlower.C","BB",0.435
"575","PCFlower","C","PCFlower.C","BB",0.64
"576","PCFlower","C","PCFlower.C","BC",0.627
"577","PCFlower","C","PCFlower.C","BC",0.669
"578","PCFlower","C","PCFlower.C","BC",0.646
"579","PCFlower","C","PCFlower.C","BC",0.696
"580","PCFlower","C","PCFlower.C","BC",0.477
"581","PCFlower","C","PCFlower.C","BC",0.572
"582","PCFlower","C","PCFlower.C","BC",0.512
"583","PCFlower","C","PCFlower.C","BC",0.619
"584","PCFlower","C","PCFlower.C","BC",0.701
"585","PCFlower","C","PCFlower.C","BC",0.652
"586","PCFlower","C","PCFlower.C","BC",0.514
"587","PCFlower","C","PCFlower.C","BC",0.587
"588","PCFlower","C","PCFlower.C","BC",0.677
"589","PCFlower","C","PCFlower.C","BC",0.7
"590","PCFlower","C","PCFlower.C","BC",0.612
"591","PCFlower","C","PCFlower.C","BC",0.345
"592","PCFlower","C","PCFlower.C","BC",0.735
"593","PCFlower","C","PCFlower.C","BC",0.717
"594","PCFlower","C","PCFlower.C","BC",0.635
"595","PCFlower","C","PCFlower.C","BC",0.613
"596","PCFlower","C","PCFlower.C","BC",0.629
"597","PCFlower","C","PCFlower.C","BC",0.623
"598","PCFlower","C","PCFlower.C","BC",0.655
"599","PCFlower","C","PCFlower.C","BC",0.681
"600","PCFlower","C","PCFlower.C","BC",0.553
"601","PCFlower","C","PCFlower.C","BL",0.748
"602","PCFlower","C","PCFlower.C","BL",0.561
"603","PCFlower","C","PCFlower.C","BL",0.434
"604","PCFlower","C","PCFlower.C","BL",0.367
"605","PCFlower","C","PCFlower.C","BL",0.69
"606","PCFlower","C","PCFlower.C","BL",0.526
"607","PCFlower","C","PCFlower.C","BL",0.567
"608","PCFlower","C","PCFlower.C","BL",0.639
"609","PCFlower","C","PCFlower.C","BL",0.721
"610","PCFlower","C","PCFlower.C","BL",0.61
"611","PCFlower","C","PCFlower.C","BL",0.57
"612","PCFlower","C","PCFlower.C","BL",0.743
"613","PCFlower","C","PCFlower.C","BL",0.666
"614","PCFlower","C","PCFlower.C","BL",0.338
"615","PCFlower","C","PCFlower.C","BL",0.734
"616","PCFlower","C","PCFlower.C","BL",0.515
"617","PCFlower","C","PCFlower.C","BL",0.417
"618","PCFlower","C","PCFlower.C","BL",0.646
"619","PCFlower","C","PCFlower.C","BL",0.686
"620","PCFlower","C","PCFlower.C","BL",0.737
"621","PCFlower","C","PCFlower.C","BL",0.501
"622","PCFlower","C","PCFlower.C","BL",0.621
"623","PCFlower","C","PCFlower.C","BL",0.707
"624","PCFlower","C","PCFlower.C","BL",0.621
"625","PCFlower","C","PCFlower.C","BL",0.644
"626","PCFlower","C","PCFlower.C","BRR",0.855
"627","PCFlower","C","PCFlower.C","BRR",0.47
"628","PCFlower","C","PCFlower.C","BRR",0.561
"629","PCFlower","C","PCFlower.C","BRR",0.582
"630","PCFlower","C","PCFlower.C","BRR",0.408
"631","PCFlower","C","PCFlower.C","BRR",0.682
"632","PCFlower","C","PCFlower.C","BRR",0.667
"633","PCFlower","C","PCFlower.C","BRR",0.635
"634","PCFlower","C","PCFlower.C","BRR",0.547
"635","PCFlower","C","PCFlower.C","BRR",0.665
"636","PCFlower","C","PCFlower.C","BRR",0.689
"637","PCFlower","C","PCFlower.C","BRR",0.497
"638","PCFlower","C","PCFlower.C","BRR",0.551
"639","PCFlower","C","PCFlower.C","BRR",0.741
"640","PCFlower","C","PCFlower.C","BRR",0.621
"641","PCFlower","C","PCFlower.C","BRR",0.491
"642","PCFlower","C","PCFlower.C","BRR",0.657
"643","PCFlower","C","PCFlower.C","BRR",0.574
"644","PCFlower","C","PCFlower.C","BRR",0.617
"645","PCFlower","C","PCFlower.C","BRR",0.701
"646","PCFlower","C","PCFlower.C","BRR",0.742
"647","PCFlower","C","PCFlower.C","BRR",0.749
"648","PCFlower","C","PCFlower.C","BRR",0.493
"649","PCFlower","C","PCFlower.C","BRR",0.574
"650","PCFlower","C","PCFlower.C","BRR",0.351
"651","PCFlower","C","PCFlower.C","GBLUP",0.482
"652","PCFlower","C","PCFlower.C","GBLUP",0.526
"653","PCFlower","C","PCFlower.C","GBLUP",0.557
"654","PCFlower","C","PCFlower.C","GBLUP",0.67
"655","PCFlower","C","PCFlower.C","GBLUP",0.702
"656","PCFlower","C","PCFlower.C","GBLUP",0.461
"657","PCFlower","C","PCFlower.C","GBLUP",0.469
"658","PCFlower","C","PCFlower.C","GBLUP",0.692
"659","PCFlower","C","PCFlower.C","GBLUP",0.63
"660","PCFlower","C","PCFlower.C","GBLUP",0.588
"661","PCFlower","C","PCFlower.C","GBLUP",0.607
"662","PCFlower","C","PCFlower.C","GBLUP",0.659
"663","PCFlower","C","PCFlower.C","GBLUP",0.639
"664","PCFlower","C","PCFlower.C","GBLUP",0.631
"665","PCFlower","C","PCFlower.C","GBLUP",0.428
"666","PCFlower","C","PCFlower.C","GBLUP",0.613
"667","PCFlower","C","PCFlower.C","GBLUP",0.338
"668","PCFlower","C","PCFlower.C","GBLUP",0.654
"669","PCFlower","C","PCFlower.C","GBLUP",0.648
"670","PCFlower","C","PCFlower.C","GBLUP",0.463
"671","PCFlower","C","PCFlower.C","GBLUP",0.408
"672","PCFlower","C","PCFlower.C","GBLUP",0.583
"673","PCFlower","C","PCFlower.C","GBLUP",0.757
"674","PCFlower","C","PCFlower.C","GBLUP",0.735
"675","PCFlower","C","PCFlower.C","GBLUP",0.415
"676","PCFlower","C","PCFlower.C","RKHS",0.565
"677","PCFlower","C","PCFlower.C","RKHS",0.526
"678","PCFlower","C","PCFlower.C","RKHS",0.508
"679","PCFlower","C","PCFlower.C","RKHS",0.655
"680","PCFlower","C","PCFlower.C","RKHS",0.73
"681","PCFlower","C","PCFlower.C","RKHS",0.707
"682","PCFlower","C","PCFlower.C","RKHS",0.628
"683","PCFlower","C","PCFlower.C","RKHS",0.654
"684","PCFlower","C","PCFlower.C","RKHS",0.383
"685","PCFlower","C","PCFlower.C","RKHS",0.61
"686","PCFlower","C","PCFlower.C","RKHS",0.749
"687","PCFlower","C","PCFlower.C","RKHS",0.656
"688","PCFlower","C","PCFlower.C","RKHS",0.508
"689","PCFlower","C","PCFlower.C","RKHS",0.193
"690","PCFlower","C","PCFlower.C","RKHS",0.68
"691","PCFlower","C","PCFlower.C","RKHS",0.776
"692","PCFlower","C","PCFlower.C","RKHS",0.708
"693","PCFlower","C","PCFlower.C","RKHS",0.588
"694","PCFlower","C","PCFlower.C","RKHS",0.563
"695","PCFlower","C","PCFlower.C","RKHS",0.378
"696","PCFlower","C","PCFlower.C","RKHS",0.489
"697","PCFlower","C","PCFlower.C","RKHS",0.573
"698","PCFlower","C","PCFlower.C","RKHS",0.623
"699","PCFlower","C","PCFlower.C","RKHS",0.792
"700","PCFlower","C","PCFlower.C","RKHS",0.544
"701","PCFlower","H","PCFlower.H","BA",0.902
"702","PCFlower","H","PCFlower.H","BA",0.693
"703","PCFlower","H","PCFlower.H","BA",0.846
"704","PCFlower","H","PCFlower.H","BA",0.869
"705","PCFlower","H","PCFlower.H","BA",0.926
"706","PCFlower","H","PCFlower.H","BA",0.806
"707","PCFlower","H","PCFlower.H","BA",0.961
"708","PCFlower","H","PCFlower.H","BA",0.895
"709","PCFlower","H","PCFlower.H","BA",0.77
"710","PCFlower","H","PCFlower.H","BA",0.89
"711","PCFlower","H","PCFlower.H","BA",0.924
"712","PCFlower","H","PCFlower.H","BA",0.914
"713","PCFlower","H","PCFlower.H","BA",0.591
"714","PCFlower","H","PCFlower.H","BA",0.886
"715","PCFlower","H","PCFlower.H","BA",0.735
"716","PCFlower","H","PCFlower.H","BA",0.893
"717","PCFlower","H","PCFlower.H","BA",0.778
"718","PCFlower","H","PCFlower.H","BA",0.781
"719","PCFlower","H","PCFlower.H","BA",0.944
"720","PCFlower","H","PCFlower.H","BA",0.826
"721","PCFlower","H","PCFlower.H","BA",0.791
"722","PCFlower","H","PCFlower.H","BA",0.772
"723","PCFlower","H","PCFlower.H","BA",0.897
"724","PCFlower","H","PCFlower.H","BA",0.904
"725","PCFlower","H","PCFlower.H","BA",0.888
"726","PCFlower","H","PCFlower.H","BB",0.671
"727","PCFlower","H","PCFlower.H","BB",0.262
"728","PCFlower","H","PCFlower.H","BB",0.821
"729","PCFlower","H","PCFlower.H","BB",0.673
"730","PCFlower","H","PCFlower.H","BB",0.901
"731","PCFlower","H","PCFlower.H","BB",0.777
"732","PCFlower","H","PCFlower.H","BB",0.811
"733","PCFlower","H","PCFlower.H","BB",0.723
"734","PCFlower","H","PCFlower.H","BB",0.713
"735","PCFlower","H","PCFlower.H","BB",0.798
"736","PCFlower","H","PCFlower.H","BB",0.765
"737","PCFlower","H","PCFlower.H","BB",0.698
"738","PCFlower","H","PCFlower.H","BB",0.872
"739","PCFlower","H","PCFlower.H","BB",0.558
"740","PCFlower","H","PCFlower.H","BB",0.775
"741","PCFlower","H","PCFlower.H","BB",0.85
"742","PCFlower","H","PCFlower.H","BB",0.72
"743","PCFlower","H","PCFlower.H","BB",0.607
"744","PCFlower","H","PCFlower.H","BB",0.829
"745","PCFlower","H","PCFlower.H","BB",0.897
"746","PCFlower","H","PCFlower.H","BB",0.872
"747","PCFlower","H","PCFlower.H","BB",0.636
"748","PCFlower","H","PCFlower.H","BB",0.781
"749","PCFlower","H","PCFlower.H","BB",0.801
"750","PCFlower","H","PCFlower.H","BB",0.452
"751","PCFlower","H","PCFlower.H","BC",0.868
"752","PCFlower","H","PCFlower.H","BC",0.936
"753","PCFlower","H","PCFlower.H","BC",0.271
"754","PCFlower","H","PCFlower.H","BC",0.807
"755","PCFlower","H","PCFlower.H","BC",0.93
"756","PCFlower","H","PCFlower.H","BC",0.853
"757","PCFlower","H","PCFlower.H","BC",0.92
"758","PCFlower","H","PCFlower.H","BC",0.914
"759","PCFlower","H","PCFlower.H","BC",0.827
"760","PCFlower","H","PCFlower.H","BC",0.808
"761","PCFlower","H","PCFlower.H","BC",0.814
"762","PCFlower","H","PCFlower.H","BC",0.887
"763","PCFlower","H","PCFlower.H","BC",0.941
"764","PCFlower","H","PCFlower.H","BC",0.945
"765","PCFlower","H","PCFlower.H","BC",0.438
"766","PCFlower","H","PCFlower.H","BC",0.683
"767","PCFlower","H","PCFlower.H","BC",0.914
"768","PCFlower","H","PCFlower.H","BC",0.87
"769","PCFlower","H","PCFlower.H","BC",0.768
"770","PCFlower","H","PCFlower.H","BC",0.91
"771","PCFlower","H","PCFlower.H","BC",0.948
"772","PCFlower","H","PCFlower.H","BC",0.718
"773","PCFlower","H","PCFlower.H","BC",0.881
"774","PCFlower","H","PCFlower.H","BC",0.886
"775","PCFlower","H","PCFlower.H","BC",0.83
"776","PCFlower","H","PCFlower.H","BL",0.822
"777","PCFlower","H","PCFlower.H","BL",0.634
"778","PCFlower","H","PCFlower.H","BL",0.809
"779","PCFlower","H","PCFlower.H","BL",0.957
"780","PCFlower","H","PCFlower.H","BL",0.868
"781","PCFlower","H","PCFlower.H","BL",0.937
"782","PCFlower","H","PCFlower.H","BL",0.706
"783","PCFlower","H","PCFlower.H","BL",0.964
"784","PCFlower","H","PCFlower.H","BL",0.511
"785","PCFlower","H","PCFlower.H","BL",0.849
"786","PCFlower","H","PCFlower.H","BL",0.809
"787","PCFlower","H","PCFlower.H","BL",0.749
"788","PCFlower","H","PCFlower.H","BL",0.946
"789","PCFlower","H","PCFlower.H","BL",0.741
"790","PCFlower","H","PCFlower.H","BL",0.912
"791","PCFlower","H","PCFlower.H","BL",0.942
"792","PCFlower","H","PCFlower.H","BL",0.916
"793","PCFlower","H","PCFlower.H","BL",0.93
"794","PCFlower","H","PCFlower.H","BL",0.67
"795","PCFlower","H","PCFlower.H","BL",0.95
"796","PCFlower","H","PCFlower.H","BL",0.881
"797","PCFlower","H","PCFlower.H","BL",0.885
"798","PCFlower","H","PCFlower.H","BL",0.694
"799","PCFlower","H","PCFlower.H","BL",0.911
"800","PCFlower","H","PCFlower.H","BL",0.79
"801","PCFlower","H","PCFlower.H","BRR",0.845
"802","PCFlower","H","PCFlower.H","BRR",0.642
"803","PCFlower","H","PCFlower.H","BRR",0.933
"804","PCFlower","H","PCFlower.H","BRR",0.853
"805","PCFlower","H","PCFlower.H","BRR",0.882
"806","PCFlower","H","PCFlower.H","BRR",0.938
"807","PCFlower","H","PCFlower.H","BRR",0.541
"808","PCFlower","H","PCFlower.H","BRR",0.938
"809","PCFlower","H","PCFlower.H","BRR",0.677
"810","PCFlower","H","PCFlower.H","BRR",0.955
"811","PCFlower","H","PCFlower.H","BRR",0.922
"812","PCFlower","H","PCFlower.H","BRR",0.692
"813","PCFlower","H","PCFlower.H","BRR",0.843
"814","PCFlower","H","PCFlower.H","BRR",0.812
"815","PCFlower","H","PCFlower.H","BRR",0.916
"816","PCFlower","H","PCFlower.H","BRR",0.848
"817","PCFlower","H","PCFlower.H","BRR",0.837
"818","PCFlower","H","PCFlower.H","BRR",0.783
"819","PCFlower","H","PCFlower.H","BRR",0.889
"820","PCFlower","H","PCFlower.H","BRR",0.926
"821","PCFlower","H","PCFlower.H","BRR",0.889
"822","PCFlower","H","PCFlower.H","BRR",0.811
"823","PCFlower","H","PCFlower.H","BRR",0.916
"824","PCFlower","H","PCFlower.H","BRR",0.969
"825","PCFlower","H","PCFlower.H","BRR",0.714
"826","PCFlower","H","PCFlower.H","GBLUP",0.844
"827","PCFlower","H","PCFlower.H","GBLUP",0.17
"828","PCFlower","H","PCFlower.H","GBLUP",0.949
"829","PCFlower","H","PCFlower.H","GBLUP",0.605
"830","PCFlower","H","PCFlower.H","GBLUP",0.901
"831","PCFlower","H","PCFlower.H","GBLUP",0.904
"832","PCFlower","H","PCFlower.H","GBLUP",0.682
"833","PCFlower","H","PCFlower.H","GBLUP",0.84
"834","PCFlower","H","PCFlower.H","GBLUP",0.941
"835","PCFlower","H","PCFlower.H","GBLUP",0.933
"836","PCFlower","H","PCFlower.H","GBLUP",0.852
"837","PCFlower","H","PCFlower.H","GBLUP",0.855
"838","PCFlower","H","PCFlower.H","GBLUP",0.82
"839","PCFlower","H","PCFlower.H","GBLUP",0.939
"840","PCFlower","H","PCFlower.H","GBLUP",0.792
"841","PCFlower","H","PCFlower.H","GBLUP",0.889
"842","PCFlower","H","PCFlower.H","GBLUP",0.964
"843","PCFlower","H","PCFlower.H","GBLUP",0.816
"844","PCFlower","H","PCFlower.H","GBLUP",0.868
"845","PCFlower","H","PCFlower.H","GBLUP",0.764
"846","PCFlower","H","PCFlower.H","GBLUP",0.877
"847","PCFlower","H","PCFlower.H","GBLUP",0.675
"848","PCFlower","H","PCFlower.H","GBLUP",0.905
"849","PCFlower","H","PCFlower.H","GBLUP",0.754
"850","PCFlower","H","PCFlower.H","GBLUP",0.944
"851","PCFlower","H","PCFlower.H","RKHS",0.891
"852","PCFlower","H","PCFlower.H","RKHS",0.842
"853","PCFlower","H","PCFlower.H","RKHS",0.114
"854","PCFlower","H","PCFlower.H","RKHS",0.968
"855","PCFlower","H","PCFlower.H","RKHS",0.908
"856","PCFlower","H","PCFlower.H","RKHS",0.898
"857","PCFlower","H","PCFlower.H","RKHS",0.947
"858","PCFlower","H","PCFlower.H","RKHS",0.888
"859","PCFlower","H","PCFlower.H","RKHS",0.356
"860","PCFlower","H","PCFlower.H","RKHS",0.973
"861","PCFlower","H","PCFlower.H","RKHS",0.934
"862","PCFlower","H","PCFlower.H","RKHS",0.885
"863","PCFlower","H","PCFlower.H","RKHS",0.871
"864","PCFlower","H","PCFlower.H","RKHS",0.968
"865","PCFlower","H","PCFlower.H","RKHS",0.771
"866","PCFlower","H","PCFlower.H","RKHS",0.922
"867","PCFlower","H","PCFlower.H","RKHS",0.942
"868","PCFlower","H","PCFlower.H","RKHS",0.767
"869","PCFlower","H","PCFlower.H","RKHS",0.94
"870","PCFlower","H","PCFlower.H","RKHS",0.856
"871","PCFlower","H","PCFlower.H","RKHS",0.706
"872","PCFlower","H","PCFlower.H","RKHS",0.932
"873","PCFlower","H","PCFlower.H","RKHS",0.926
"874","PCFlower","H","PCFlower.H","RKHS",0.962
"875","PCFlower","H","PCFlower.H","RKHS",0.883
"876","PCFlower","L","PCFlower.L","BA",0.715
"877","PCFlower","L","PCFlower.L","BA",0.649
"878","PCFlower","L","PCFlower.L","BA",0.633
"879","PCFlower","L","PCFlower.L","BA",0.449
"880","PCFlower","L","PCFlower.L","BA",0.629
"881","PCFlower","L","PCFlower.L","BA",0.676
"882","PCFlower","L","PCFlower.L","BA",0.642
"883","PCFlower","L","PCFlower.L","BA",0.684
"884","PCFlower","L","PCFlower.L","BA",0.603
"885","PCFlower","L","PCFlower.L","BA",0.586
"886","PCFlower","L","PCFlower.L","BA",0.701
"887","PCFlower","L","PCFlower.L","BA",0.528
"888","PCFlower","L","PCFlower.L","BA",0.515
"889","PCFlower","L","PCFlower.L","BA",0.671
"890","PCFlower","L","PCFlower.L","BA",0.519
"891","PCFlower","L","PCFlower.L","BA",0.656
"892","PCFlower","L","PCFlower.L","BA",0.621
"893","PCFlower","L","PCFlower.L","BA",0.416
"894","PCFlower","L","PCFlower.L","BA",0.63
"895","PCFlower","L","PCFlower.L","BA",0.661
"896","PCFlower","L","PCFlower.L","BA",0.686
"897","PCFlower","L","PCFlower.L","BA",0.66
"898","PCFlower","L","PCFlower.L","BA",0.751
"899","PCFlower","L","PCFlower.L","BA",0.518
"900","PCFlower","L","PCFlower.L","BA",0.391
"901","PCFlower","L","PCFlower.L","BB",0.595
"902","PCFlower","L","PCFlower.L","BB",0.605
"903","PCFlower","L","PCFlower.L","BB",0.63
"904","PCFlower","L","PCFlower.L","BB",0.575
"905","PCFlower","L","PCFlower.L","BB",0.622
"906","PCFlower","L","PCFlower.L","BB",0.735
"907","PCFlower","L","PCFlower.L","BB",0.42
"908","PCFlower","L","PCFlower.L","BB",0.736
"909","PCFlower","L","PCFlower.L","BB",0.65
"910","PCFlower","L","PCFlower.L","BB",0.511
"911","PCFlower","L","PCFlower.L","BB",0.712
"912","PCFlower","L","PCFlower.L","BB",0.589
"913","PCFlower","L","PCFlower.L","BB",0.656
"914","PCFlower","L","PCFlower.L","BB",0.505
"915","PCFlower","L","PCFlower.L","BB",0.522
"916","PCFlower","L","PCFlower.L","BB",0.72
"917","PCFlower","L","PCFlower.L","BB",0.57
"918","PCFlower","L","PCFlower.L","BB",0.672
"919","PCFlower","L","PCFlower.L","BB",0.405
"920","PCFlower","L","PCFlower.L","BB",0.586
"921","PCFlower","L","PCFlower.L","BB",0.47
"922","PCFlower","L","PCFlower.L","BB",0.571
"923","PCFlower","L","PCFlower.L","BB",0.631
"924","PCFlower","L","PCFlower.L","BB",0.707
"925","PCFlower","L","PCFlower.L","BB",0.666
"926","PCFlower","L","PCFlower.L","BC",0.56
"927","PCFlower","L","PCFlower.L","BC",0.73
"928","PCFlower","L","PCFlower.L","BC",0.57
"929","PCFlower","L","PCFlower.L","BC",0.582
"930","PCFlower","L","PCFlower.L","BC",0.717
"931","PCFlower","L","PCFlower.L","BC",0.537
"932","PCFlower","L","PCFlower.L","BC",0.726
"933","PCFlower","L","PCFlower.L","BC",0.644
"934","PCFlower","L","PCFlower.L","BC",0.58
"935","PCFlower","L","PCFlower.L","BC",0.71
"936","PCFlower","L","PCFlower.L","BC",0.712
"937","PCFlower","L","PCFlower.L","BC",0.74
"938","PCFlower","L","PCFlower.L","BC",0.681
"939","PCFlower","L","PCFlower.L","BC",0.258
"940","PCFlower","L","PCFlower.L","BC",0.685
"941","PCFlower","L","PCFlower.L","BC",0.28
"942","PCFlower","L","PCFlower.L","BC",0.708
"943","PCFlower","L","PCFlower.L","BC",0.588
"944","PCFlower","L","PCFlower.L","BC",0.651
"945","PCFlower","L","PCFlower.L","BC",0.681
"946","PCFlower","L","PCFlower.L","BC",0.589
"947","PCFlower","L","PCFlower.L","BC",0.681
"948","PCFlower","L","PCFlower.L","BC",0.688
"949","PCFlower","L","PCFlower.L","BC",0.71
"950","PCFlower","L","PCFlower.L","BC",0.504
"951","PCFlower","L","PCFlower.L","BL",0.659
"952","PCFlower","L","PCFlower.L","BL",0.756
"953","PCFlower","L","PCFlower.L","BL",0.652
"954","PCFlower","L","PCFlower.L","BL",0.571
"955","PCFlower","L","PCFlower.L","BL",0.671
"956","PCFlower","L","PCFlower.L","BL",0.544
"957","PCFlower","L","PCFlower.L","BL",0.708
"958","PCFlower","L","PCFlower.L","BL",0.56
"959","PCFlower","L","PCFlower.L","BL",0.64
"960","PCFlower","L","PCFlower.L","BL",0.726
"961","PCFlower","L","PCFlower.L","BL",0.663
"962","PCFlower","L","PCFlower.L","BL",0.683
"963","PCFlower","L","PCFlower.L","BL",0.589
"964","PCFlower","L","PCFlower.L","BL",0.763
"965","PCFlower","L","PCFlower.L","BL",0.509
"966","PCFlower","L","PCFlower.L","BL",0.694
"967","PCFlower","L","PCFlower.L","BL",0.557
"968","PCFlower","L","PCFlower.L","BL",0.459
"969","PCFlower","L","PCFlower.L","BL",0.711
"970","PCFlower","L","PCFlower.L","BL",0.788
"971","PCFlower","L","PCFlower.L","BL",0.695
"972","PCFlower","L","PCFlower.L","BL",0.693
"973","PCFlower","L","PCFlower.L","BL",0.498
"974","PCFlower","L","PCFlower.L","BL",0.535
"975","PCFlower","L","PCFlower.L","BL",0.684
"976","PCFlower","L","PCFlower.L","BRR",0.573
"977","PCFlower","L","PCFlower.L","BRR",0.618
"978","PCFlower","L","PCFlower.L","BRR",0.651
"979","PCFlower","L","PCFlower.L","BRR",0.654
"980","PCFlower","L","PCFlower.L","BRR",0.647
"981","PCFlower","L","PCFlower.L","BRR",0.759
"982","PCFlower","L","PCFlower.L","BRR",0.736
"983","PCFlower","L","PCFlower.L","BRR",0.537
"984","PCFlower","L","PCFlower.L","BRR",0.602
"985","PCFlower","L","PCFlower.L","BRR",0.373
"986","PCFlower","L","PCFlower.L","BRR",0.644
"987","PCFlower","L","PCFlower.L","BRR",0.566
"988","PCFlower","L","PCFlower.L","BRR",0.668
"989","PCFlower","L","PCFlower.L","BRR",0.679
"990","PCFlower","L","PCFlower.L","BRR",0.544
"991","PCFlower","L","PCFlower.L","BRR",0.602
"992","PCFlower","L","PCFlower.L","BRR",0.68
"993","PCFlower","L","PCFlower.L","BRR",0.534
"994","PCFlower","L","PCFlower.L","BRR",0.577
"995","PCFlower","L","PCFlower.L","BRR",0.678
"996","PCFlower","L","PCFlower.L","BRR",0.681
"997","PCFlower","L","PCFlower.L","BRR",0.615
"998","PCFlower","L","PCFlower.L","BRR",0.664
"999","PCFlower","L","PCFlower.L","BRR",0.696
"1000","PCFlower","L","PCFlower.L","BRR",0.53
"1001","PCFlower","L","PCFlower.L","GBLUP",0.51
"1002","PCFlower","L","PCFlower.L","GBLUP",0.758
"1003","PCFlower","L","PCFlower.L","GBLUP",0.503
"1004","PCFlower","L","PCFlower.L","GBLUP",0.699
"1005","PCFlower","L","PCFlower.L","GBLUP",0.508
"1006","PCFlower","L","PCFlower.L","GBLUP",0.399
"1007","PCFlower","L","PCFlower.L","GBLUP",0.725
"1008","PCFlower","L","PCFlower.L","GBLUP",0.681
"1009","PCFlower","L","PCFlower.L","GBLUP",0.682
"1010","PCFlower","L","PCFlower.L","GBLUP",0.556
"1011","PCFlower","L","PCFlower.L","GBLUP",0.543
"1012","PCFlower","L","PCFlower.L","GBLUP",0.573
"1013","PCFlower","L","PCFlower.L","GBLUP",0.659
"1014","PCFlower","L","PCFlower.L","GBLUP",0.695
"1015","PCFlower","L","PCFlower.L","GBLUP",0.6
"1016","PCFlower","L","PCFlower.L","GBLUP",0.5
"1017","PCFlower","L","PCFlower.L","GBLUP",0.679
"1018","PCFlower","L","PCFlower.L","GBLUP",0.677
"1019","PCFlower","L","PCFlower.L","GBLUP",0.618
"1020","PCFlower","L","PCFlower.L","GBLUP",0.454
"1021","PCFlower","L","PCFlower.L","GBLUP",0.679
"1022","PCFlower","L","PCFlower.L","GBLUP",0.573
"1023","PCFlower","L","PCFlower.L","GBLUP",0.634
"1024","PCFlower","L","PCFlower.L","GBLUP",0.628
"1025","PCFlower","L","PCFlower.L","GBLUP",0.658
"1026","PCFlower","L","PCFlower.L","RKHS",0.734
"1027","PCFlower","L","PCFlower.L","RKHS",0.449
"1028","PCFlower","L","PCFlower.L","RKHS",0.663
"1029","PCFlower","L","PCFlower.L","RKHS",0.782
"1030","PCFlower","L","PCFlower.L","RKHS",0.631
"1031","PCFlower","L","PCFlower.L","RKHS",0.647
"1032","PCFlower","L","PCFlower.L","RKHS",0.515
"1033","PCFlower","L","PCFlower.L","RKHS",0.73
