"","Prefix","CHL_Components","Traits","Models","Predictive_Ability"
"1034","PCFlower","L","PCFlower.L","RKHS",0.563
"1035","PCFlower","L","PCFlower.L","RKHS",0.723
"1036","PCFlower","L","PCFlower.L","RKHS",0.662
"1037","PCFlower","L","PCFlower.L","RKHS",0.76
"1038","PCFlower","L","PCFlower.L","RKHS",0.592
"1039","PCFlower","L","PCFlower.L","RKHS",0.618
"1040","PCFlower","L","PCFlower.L","RKHS",0.575
"1041","PCFlower","L","PCFlower.L","RKHS",0.437
"1042","PCFlower","L","PCFlower.L","RKHS",0.754
"1043","PCFlower","L","PCFlower.L","RKHS",0.606
"1044","PCFlower","L","PCFlower.L","RKHS",0.651
"1045","PCFlower","L","PCFlower.L","RKHS",0.632
"1046","PCFlower","L","PCFlower.L","RKHS",0.699
"1047","PCFlower","L","PCFlower.L","RKHS",0.624
"1048","PCFlower","L","PCFlower.L","RKHS",0.753
"1049","PCFlower","L","PCFlower.L","RKHS",0.653
"1050","PCFlower","L","PCFlower.L","RKHS",0.535
"1051","PCTuberskin","C","PCTuberskin.C","BA",0.47
"1052","PCTuberskin","C","PCTuberskin.C","BA",0.376
"1053","PCTuberskin","C","PCTuberskin.C","BA",0.512
"1054","PCTuberskin","C","PCTuberskin.C","BA",0.669
"1055","PCTuberskin","C","PCTuberskin.C","BA",0.578
"1056","PCTuberskin","C","PCTuberskin.C","BA",0.548
"1057","PCTuberskin","C","PCTuberskin.C","BA",0.45
"1058","PCTuberskin","C","PCTuberskin.C","BA",0.572
"1059","PCTuberskin","C","PCTuberskin.C","BA",0.54
"1060","PCTuberskin","C","PCTuberskin.C","BA",0.594
"1061","PCTuberskin","C","PCTuberskin.C","BA",0.536
"1062","PCTuberskin","C","PCTuberskin.C","BA",0.493
"1063","PCTuberskin","C","PCTuberskin.C","BA",0.6
"1064","PCTuberskin","C","PCTuberskin.C","BA",0.628
"1065","PCTuberskin","C","PCTuberskin.C","BA",0.476
"1066","PCTuberskin","C","PCTuberskin.C","BA",0.41
"1067","PCTuberskin","C","PCTuberskin.C","BA",0.643
"1068","PCTuberskin","C","PCTuberskin.C","BA",0.423
"1069","PCTuberskin","C","PCTuberskin.C","BA",0.595
"1070","PCTuberskin","C","PCTuberskin.C","BA",0.597
"1071","PCTuberskin","C","PCTuberskin.C","BA",0.505
"1072","PCTuberskin","C","PCTuberskin.C","BA",0.6
"1073","PCTuberskin","C","PCTuberskin.C","BA",0.484
"1074","PCTuberskin","C","PCTuberskin.C","BA",0.67
"1075","PCTuberskin","C","PCTuberskin.C","BA",0.442
"1076","PCTuberskin","C","PCTuberskin.C","BB",0.379
"1077","PCTuberskin","C","PCTuberskin.C","BB",0.518
"1078","PCTuberskin","C","PCTuberskin.C","BB",0.481
"1079","PCTuberskin","C","PCTuberskin.C","BB",0.57
"1080","PCTuberskin","C","PCTuberskin.C","BB",0.59
"1081","PCTuberskin","C","PCTuberskin.C","BB",0.615
"1082","PCTuberskin","C","PCTuberskin.C","BB",0.534
"1083","PCTuberskin","C","PCTuberskin.C","BB",0.54
"1084","PCTuberskin","C","PCTuberskin.C","BB",0.371
"1085","PCTuberskin","C","PCTuberskin.C","BB",0.604
"1086","PCTuberskin","C","PCTuberskin.C","BB",0.451
"1087","PCTuberskin","C","PCTuberskin.C","BB",0.454
"1088","PCTuberskin","C","PCTuberskin.C","BB",0.493
"1089","PCTuberskin","C","PCTuberskin.C","BB",0.303
"1090","PCTuberskin","C","PCTuberskin.C","BB",0.724
"1091","PCTuberskin","C","PCTuberskin.C","BB",0.444
"1092","PCTuberskin","C","PCTuberskin.C","BB",0.414
"1093","PCTuberskin","C","PCTuberskin.C","BB",0.574
"1094","PCTuberskin","C","PCTuberskin.C","BB",0.574
"1095","PCTuberskin","C","PCTuberskin.C","BB",0.556
"1096","PCTuberskin","C","PCTuberskin.C","BB",0.356
"1097","PCTuberskin","C","PCTuberskin.C","BB",0.494
"1098","PCTuberskin","C","PCTuberskin.C","BB",0.536
"1099","PCTuberskin","C","PCTuberskin.C","BB",0.553
"1100","PCTuberskin","C","PCTuberskin.C","BB",0.606
"1101","PCTuberskin","C","PCTuberskin.C","BC",0.556
"1102","PCTuberskin","C","PCTuberskin.C","BC",0.451
"1103","PCTuberskin","C","PCTuberskin.C","BC",0.449
"1104","PCTuberskin","C","PCTuberskin.C","BC",0.62
"1105","PCTuberskin","C","PCTuberskin.C","BC",0.535
"1106","PCTuberskin","C","PCTuberskin.C","BC",0.469
"1107","PCTuberskin","C","PCTuberskin.C","BC",0.514
"1108","PCTuberskin","C","PCTuberskin.C","BC",0.58
"1109","PCTuberskin","C","PCTuberskin.C","BC",0.561
"1110","PCTuberskin","C","PCTuberskin.C","BC",0.6
"1111","PCTuberskin","C","PCTuberskin.C","BC",0.514
"1112","PCTuberskin","C","PCTuberskin.C","BC",0.57
"1113","PCTuberskin","C","PCTuberskin.C","BC",0.56
"1114","PCTuberskin","C","PCTuberskin.C","BC",0.633
"1115","PCTuberskin","C","PCTuberskin.C","BC",0.506
"1116","PCTuberskin","C","PCTuberskin.C","BC",0.628
"1117","PCTuberskin","C","PCTuberskin.C","BC",0.558
"1118","PCTuberskin","C","PCTuberskin.C","BC",0.445
"1119","PCTuberskin","C","PCTuberskin.C","BC",0.476
"1120","PCTuberskin","C","PCTuberskin.C","BC",0.656
"1121","PCTuberskin","C","PCTuberskin.C","BC",0.581
"1122","PCTuberskin","C","PCTuberskin.C","BC",0.613
"1123","PCTuberskin","C","PCTuberskin.C","BC",0.508
"1124","PCTuberskin","C","PCTuberskin.C","BC",0.611
"1125","PCTuberskin","C","PCTuberskin.C","BC",0.44
"1126","PCTuberskin","C","PCTuberskin.C","BL",0.503
"1127","PCTuberskin","C","PCTuberskin.C","BL",0.688
"1128","PCTuberskin","C","PCTuberskin.C","BL",0.542
"1129","PCTuberskin","C","PCTuberskin.C","BL",0.457
"1130","PCTuberskin","C","PCTuberskin.C","BL",0.541
"1131","PCTuberskin","C","PCTuberskin.C","BL",0.521
"1132","PCTuberskin","C","PCTuberskin.C","BL",0.373
"1133","PCTuberskin","C","PCTuberskin.C","BL",0.543
"1134","PCTuberskin","C","PCTuberskin.C","BL",0.678
"1135","PCTuberskin","C","PCTuberskin.C","BL",0.484
"1136","PCTuberskin","C","PCTuberskin.C","BL",0.401
"1137","PCTuberskin","C","PCTuberskin.C","BL",0.474
"1138","PCTuberskin","C","PCTuberskin.C","BL",0.509
"1139","PCTuberskin","C","PCTuberskin.C","BL",0.72
"1140","PCTuberskin","C","PCTuberskin.C","BL",0.518
"1141","PCTuberskin","C","PCTuberskin.C","BL",0.543
"1142","PCTuberskin","C","PCTuberskin.C","BL",0.644
"1143","PCTuberskin","C","PCTuberskin.C","BL",0.503
"1144","PCTuberskin","C","PCTuberskin.C","BL",0.533
"1145","PCTuberskin","C","PCTuberskin.C","BL",0.522
"1146","PCTuberskin","C","PCTuberskin.C","BL",0.535
"1147","PCTuberskin","C","PCTuberskin.C","BL",0.559
"1148","PCTuberskin","C","PCTuberskin.C","BL",0.495
"1149","PCTuberskin","C","PCTuberskin.C","BL",0.499
"1150","PCTuberskin","C","PCTuberskin.C","BL",0.58
"1151","PCTuberskin","C","PCTuberskin.C","BRR",0.606
"1152","PCTuberskin","C","PCTuberskin.C","BRR",0.486
"1153","PCTuberskin","C","PCTuberskin.C","BRR",0.516
"1154","PCTuberskin","C","PCTuberskin.C","BRR",0.502
"1155","PCTuberskin","C","PCTuberskin.C","BRR",0.523
"1156","PCTuberskin","C","PCTuberskin.C","BRR",0.457
"1157","PCTuberskin","C","PCTuberskin.C","BRR",0.599
"1158","PCTuberskin","C","PCTuberskin.C","BRR",0.394
"1159","PCTuberskin","C","PCTuberskin.C","BRR",0.604
"1160","PCTuberskin","C","PCTuberskin.C","BRR",0.585
"1161","PCTuberskin","C","PCTuberskin.C","BRR",0.659
"1162","PCTuberskin","C","PCTuberskin.C","BRR",0.473
"1163","PCTuberskin","C","PCTuberskin.C","BRR",0.517
"1164","PCTuberskin","C","PCTuberskin.C","BRR",0.369
"1165","PCTuberskin","C","PCTuberskin.C","BRR",0.59
"1166","PCTuberskin","C","PCTuberskin.C","BRR",0.551
"1167","PCTuberskin","C","PCTuberskin.C","BRR",0.423
"1168","PCTuberskin","C","PCTuberskin.C","BRR",0.57
"1169","PCTuberskin","C","PCTuberskin.C","BRR",0.489
"1170","PCTuberskin","C","PCTuberskin.C","BRR",0.682
"1171","PCTuberskin","C","PCTuberskin.C","BRR",0.643
"1172","PCTuberskin","C","PCTuberskin.C","BRR",0.412
"1173","PCTuberskin","C","PCTuberskin.C","BRR",0.644
"1174","PCTuberskin","C","PCTuberskin.C","BRR",0.387
"1175","PCTuberskin","C","PCTuberskin.C","BRR",0.535
"1176","PCTuberskin","C","PCTuberskin.C","GBLUP",0.475
"1177","PCTuberskin","C","PCTuberskin.C","GBLUP",0.425
"1178","PCTuberskin","C","PCTuberskin.C","GBLUP",0.547
"1179","PCTuberskin","C","PCTuberskin.C","GBLUP",0.592
"1180","PCTuberskin","C","PCTuberskin.C","GBLUP",0.524
"1181","PCTuberskin","C","PCTuberskin.C","GBLUP",0.472
"1182","PCTuberskin","C","PCTuberskin.C","GBLUP",0.494
"1183","PCTuberskin","C","PCTuberskin.C","GBLUP",0.641
"1184","PCTuberskin","C","PCTuberskin.C","GBLUP",0.463
"1185","PCTuberskin","C","PCTuberskin.C","GBLUP",0.605
"1186","PCTuberskin","C","PCTuberskin.C","GBLUP",0.519
"1187","PCTuberskin","C","PCTuberskin.C","GBLUP",0.509
"1188","PCTuberskin","C","PCTuberskin.C","GBLUP",0.498
"1189","PCTuberskin","C","PCTuberskin.C","GBLUP",0.507
"1190","PCTuberskin","C","PCTuberskin.C","GBLUP",0.611
"1191","PCTuberskin","C","PCTuberskin.C","GBLUP",0.476
"1192","PCTuberskin","C","PCTuberskin.C","GBLUP",0.476
"1193","PCTuberskin","C","PCTuberskin.C","GBLUP",0.573
"1194","PCTuberskin","C","PCTuberskin.C","GBLUP",0.542
"1195","PCTuberskin","C","PCTuberskin.C","GBLUP",0.659
"1196","PCTuberskin","C","PCTuberskin.C","GBLUP",0.626
"1197","PCTuberskin","C","PCTuberskin.C","GBLUP",0.474
"1198","PCTuberskin","C","PCTuberskin.C","GBLUP",0.499
"1199","PCTuberskin","C","PCTuberskin.C","GBLUP",0.437
"1200","PCTuberskin","C","PCTuberskin.C","GBLUP",0.632
"1201","PCTuberskin","C","PCTuberskin.C","RKHS",0.584
"1202","PCTuberskin","C","PCTuberskin.C","RKHS",0.517
"1203","PCTuberskin","C","PCTuberskin.C","RKHS",0.541
"1204","PCTuberskin","C","PCTuberskin.C","RKHS",0.505
"1205","PCTuberskin","C","PCTuberskin.C","RKHS",0.546
"1206","PCTuberskin","C","PCTuberskin.C","RKHS",0.51
"1207","PCTuberskin","C","PCTuberskin.C","RKHS",0.526
"1208","PCTuberskin","C","PCTuberskin.C","RKHS",0.457
"1209","PCTuberskin","C","PCTuberskin.C","RKHS",0.586
"1210","PCTuberskin","C","PCTuberskin.C","RKHS",0.485
"1211","PCTuberskin","C","PCTuberskin.C","RKHS",0.501
"1212","PCTuberskin","C","PCTuberskin.C","RKHS",0.479
"1213","PCTuberskin","C","PCTuberskin.C","RKHS",0.664
"1214","PCTuberskin","C","PCTuberskin.C","RKHS",0.453
"1215","PCTuberskin","C","PCTuberskin.C","RKHS",0.571
"1216","PCTuberskin","C","PCTuberskin.C","RKHS",0.505
"1217","PCTuberskin","C","PCTuberskin.C","RKHS",0.421
"1218","PCTuberskin","C","PCTuberskin.C","RKHS",0.561
"1219","PCTuberskin","C","PCTuberskin.C","RKHS",0.641
"1220","PCTuberskin","C","PCTuberskin.C","RKHS",0.622
"1221","PCTuberskin","C","PCTuberskin.C","RKHS",0.543
"1222","PCTuberskin","C","PCTuberskin.C","RKHS",0.237
"1223","PCTuberskin","C","PCTuberskin.C","RKHS",0.621
"1224","PCTuberskin","C","PCTuberskin.C","RKHS",0.525
"1225","PCTuberskin","C","PCTuberskin.C","RKHS",0.644
"1226","PCTuberskin","H","PCTuberskin.H","BA",0.27
"1227","PCTuberskin","H","PCTuberskin.H","BA",0.515
"1228","PCTuberskin","H","PCTuberskin.H","BA",0.369
"1229","PCTuberskin","H","PCTuberskin.H","BA",0.562
"1230","PCTuberskin","H","PCTuberskin.H","BA",0.454
"1231","PCTuberskin","H","PCTuberskin.H","BA",0.378
"1232","PCTuberskin","H","PCTuberskin.H","BA",0.414
"1233","PCTuberskin","H","PCTuberskin.H","BA",0.428
"1234","PCTuberskin","H","PCTuberskin.H","BA",0.468
"1235","PCTuberskin","H","PCTuberskin.H","BA",0.393
"1236","PCTuberskin","H","PCTuberskin.H","BA",0.278
"1237","PCTuberskin","H","PCTuberskin.H","BA",0.358
"1238","PCTuberskin","H","PCTuberskin.H","BA",0.576
"1239","PCTuberskin","H","PCTuberskin.H","BA",0.53
"1240","PCTuberskin","H","PCTuberskin.H","BA",0.247
"1241","PCTuberskin","H","PCTuberskin.H","BA",0.455
"1242","PCTuberskin","H","PCTuberskin.H","BA",0.348
"1243","PCTuberskin","H","PCTuberskin.H","BA",0.508
"1244","PCTuberskin","H","PCTuberskin.H","BA",0.354
"1245","PCTuberskin","H","PCTuberskin.H","BA",0.434
"1246","PCTuberskin","H","PCTuberskin.H","BA",0.47
"1247","PCTuberskin","H","PCTuberskin.H","BA",0.412
"1248","PCTuberskin","H","PCTuberskin.H","BA",0.546
"1249","PCTuberskin","H","PCTuberskin.H","BA",0.371
"1250","PCTuberskin","H","PCTuberskin.H","BA",0.48
"1251","PCTuberskin","H","PCTuberskin.H","BB",0.325
"1252","PCTuberskin","H","PCTuberskin.H","BB",0.561
"1253","PCTuberskin","H","PCTuberskin.H","BB",0.282
"1254","PCTuberskin","H","PCTuberskin.H","BB",0.367
"1255","PCTuberskin","H","PCTuberskin.H","BB",0.513
"1256","PCTuberskin","H","PCTuberskin.H","BB",0.37
"1257","PCTuberskin","H","PCTuberskin.H","BB",0.492
"1258","PCTuberskin","H","PCTuberskin.H","BB",0.304
"1259","PCTuberskin","H","PCTuberskin.H","BB",0.536
"1260","PCTuberskin","H","PCTuberskin.H","BB",0.382
"1261","PCTuberskin","H","PCTuberskin.H","BB",0.338
"1262","PCTuberskin","H","PCTuberskin.H","BB",0.495
"1263","PCTuberskin","H","PCTuberskin.H","BB",0.31
"1264","PCTuberskin","H","PCTuberskin.H","BB",0.525
"1265","PCTuberskin","H","PCTuberskin.H","BB",0.357
"1266","PCTuberskin","H","PCTuberskin.H","BB",0.32
"1267","PCTuberskin","H","PCTuberskin.H","BB",0.432
"1268","PCTuberskin","H","PCTuberskin.H","BB",0.454
"1269","PCTuberskin","H","PCTuberskin.H","BB",0.471
"1270","PCTuberskin","H","PCTuberskin.H","BB",0.264
"1271","PCTuberskin","H","PCTuberskin.H","BB",0.495
"1272","PCTuberskin","H","PCTuberskin.H","BB",0.313
"1273","PCTuberskin","H","PCTuberskin.H","BB",0.36
"1274","PCTuberskin","H","PCTuberskin.H","BB",0.403
"1275","PCTuberskin","H","PCTuberskin.H","BB",0.408
"1276","PCTuberskin","H","PCTuberskin.H","BC",0.494
"1277","PCTuberskin","H","PCTuberskin.H","BC",0.483
"1278","PCTuberskin","H","PCTuberskin.H","BC",0.364
"1279","PCTuberskin","H","PCTuberskin.H","BC",0.4
"1280","PCTuberskin","H","PCTuberskin.H","BC",0.553
"1281","PCTuberskin","H","PCTuberskin.H","BC",0.476
"1282","PCTuberskin","H","PCTuberskin.H","BC",0.47
"1283","PCTuberskin","H","PCTuberskin.H","BC",0.45
"1284","PCTuberskin","H","PCTuberskin.H","BC",0.352
"1285","PCTuberskin","H","PCTuberskin.H","BC",0.307
"1286","PCTuberskin","H","PCTuberskin.H","BC",0.431
"1287","PCTuberskin","H","PCTuberskin.H","BC",0.373
"1288","PCTuberskin","H","PCTuberskin.H","BC",0.401
"1289","PCTuberskin","H","PCTuberskin.H","BC",0.563
"1290","PCTuberskin","H","PCTuberskin.H","BC",0.385
"1291","PCTuberskin","H","PCTuberskin.H","BC",0.515
"1292","PCTuberskin","H","PCTuberskin.H","BC",0.5
"1293","PCTuberskin","H","PCTuberskin.H","BC",0.488
"1294","PCTuberskin","H","PCTuberskin.H","BC",0.378
"1295","PCTuberskin","H","PCTuberskin.H","BC",0.532
"1296","PCTuberskin","H","PCTuberskin.H","BC",0.396
"1297","PCTuberskin","H","PCTuberskin.H","BC",0.513
"1298","PCTuberskin","H","PCTuberskin.H","BC",0.321
"1299","PCTuberskin","H","PCTuberskin.H","BC",0.363
"1300","PCTuberskin","H","PCTuberskin.H","BC",0.559
"1301","PCTuberskin","H","PCTuberskin.H","BL",0.478
"1302","PCTuberskin","H","PCTuberskin.H","BL",0.534
"1303","PCTuberskin","H","PCTuberskin.H","BL",0.451
"1304","PCTuberskin","H","PCTuberskin.H","BL",0.348
"1305","PCTuberskin","H","PCTuberskin.H","BL",0.271
"1306","PCTuberskin","H","PCTuberskin.H","BL",0.46
"1307","PCTuberskin","H","PCTuberskin.H","BL",0.376
"1308","PCTuberskin","H","PCTuberskin.H","BL",0.489
"1309","PCTuberskin","H","PCTuberskin.H","BL",0.409
"1310","PCTuberskin","H","PCTuberskin.H","BL",0.363
"1311","PCTuberskin","H","PCTuberskin.H","BL",0.475
"1312","PCTuberskin","H","PCTuberskin.H","BL",0.486
"1313","PCTuberskin","H","PCTuberskin.H","BL",0.38
"1314","PCTuberskin","H","PCTuberskin.H","BL",0.466
"1315","PCTuberskin","H","PCTuberskin.H","BL",0.426
"1316","PCTuberskin","H","PCTuberskin.H","BL",0.385
"1317","PCTuberskin","H","PCTuberskin.H","BL",0.408
"1318","PCTuberskin","H","PCTuberskin.H","BL",0.429
"1319","PCTuberskin","H","PCTuberskin.H","BL",0.436
"1320","PCTuberskin","H","PCTuberskin.H","BL",0.364
"1321","PCTuberskin","H","PCTuberskin.H","BL",0.462
"1322","PCTuberskin","H","PCTuberskin.H","BL",0.39
"1323","PCTuberskin","H","PCTuberskin.H","BL",0.416
"1324","PCTuberskin","H","PCTuberskin.H","BL",0.518
"1325","PCTuberskin","H","PCTuberskin.H","BL",0.32
"1326","PCTuberskin","H","PCTuberskin.H","BRR",0.515
"1327","PCTuberskin","H","PCTuberskin.H","BRR",0.479
"1328","PCTuberskin","H","PCTuberskin.H","BRR",0.315
"1329","PCTuberskin","H","PCTuberskin.H","BRR",0.539
"1330","PCTuberskin","H","PCTuberskin.H","BRR",0.389
"1331","PCTuberskin","H","PCTuberskin.H","BRR",0.465
"1332","PCTuberskin","H","PCTuberskin.H","BRR",0.411
"1333","PCTuberskin","H","PCTuberskin.H","BRR",0.468
"1334","PCTuberskin","H","PCTuberskin.H","BRR",0.5
"1335","PCTuberskin","H","PCTuberskin.H","BRR",0.356
"1336","PCTuberskin","H","PCTuberskin.H","BRR",0.397
"1337","PCTuberskin","H","PCTuberskin.H","BRR",0.582
"1338","PCTuberskin","H","PCTuberskin.H","BRR",0.373
"1339","PCTuberskin","H","PCTuberskin.H","BRR",0.39
"1340","PCTuberskin","H","PCTuberskin.H","BRR",0.341
"1341","PCTuberskin","H","PCTuberskin.H","BRR",0.521
"1342","PCTuberskin","H","PCTuberskin.H","BRR",0.443
"1343","PCTuberskin","H","PCTuberskin.H","BRR",0.399
"1344","PCTuberskin","H","PCTuberskin.H","BRR",0.415
"1345","PCTuberskin","H","PCTuberskin.H","BRR",0.458
"1346","PCTuberskin","H","PCTuberskin.H","BRR",0.485
"1347","PCTuberskin","H","PCTuberskin.H","BRR",0.466
"1348","PCTuberskin","H","PCTuberskin.H","BRR",0.402
"1349","PCTuberskin","H","PCTuberskin.H","BRR",0.413
"1350","PCTuberskin","H","PCTuberskin.H","BRR",0.46
"1351","PCTuberskin","H","PCTuberskin.H","GBLUP",0.363
"1352","PCTuberskin","H","PCTuberskin.H","GBLUP",0.414
"1353","PCTuberskin","H","PCTuberskin.H","GBLUP",0.371
"1354","PCTuberskin","H","PCTuberskin.H","GBLUP",0.401
"1355","PCTuberskin","H","PCTuberskin.H","GBLUP",0.558
"1356","PCTuberskin","H","PCTuberskin.H","GBLUP",0.427
"1357","PCTuberskin","H","PCTuberskin.H","GBLUP",0.104
"1358","PCTuberskin","H","PCTuberskin.H","GBLUP",0.545
"1359","PCTuberskin","H","PCTuberskin.H","GBLUP",0.493
"1360","PCTuberskin","H","PCTuberskin.H","GBLUP",0.455
"1361","PCTuberskin","H","PCTuberskin.H","GBLUP",0.291
"1362","PCTuberskin","H","PCTuberskin.H","GBLUP",0.6
"1363","PCTuberskin","H","PCTuberskin.H","GBLUP",0.448
"1364","PCTuberskin","H","PCTuberskin.H","GBLUP",0.249
"1365","PCTuberskin","H","PCTuberskin.H","GBLUP",0.444
"1366","PCTuberskin","H","PCTuberskin.H","GBLUP",0.538
"1367","PCTuberskin","H","PCTuberskin.H","GBLUP",0.31
"1368","PCTuberskin","H","PCTuberskin.H","GBLUP",0.531
"1369","PCTuberskin","H","PCTuberskin.H","GBLUP",0.317
"1370","PCTuberskin","H","PCTuberskin.H","GBLUP",0.439
"1371","PCTuberskin","H","PCTuberskin.H","GBLUP",0.4
"1372","PCTuberskin","H","PCTuberskin.H","GBLUP",0.316
"1373","PCTuberskin","H","PCTuberskin.H","GBLUP",0.399
"1374","PCTuberskin","H","PCTuberskin.H","GBLUP",0.497
"1375","PCTuberskin","H","PCTuberskin.H","GBLUP",0.452
"1376","PCTuberskin","H","PCTuberskin.H","RKHS",0.43
"1377","PCTuberskin","H","PCTuberskin.H","RKHS",0.428
"1378","PCTuberskin","H","PCTuberskin.H","RKHS",0.347
"1379","PCTuberskin","H","PCTuberskin.H","RKHS",0.461
"1380","PCTuberskin","H","PCTuberskin.H","RKHS",0.586
"1381","PCTuberskin","H","PCTuberskin.H","RKHS",0.565
"1382","PCTuberskin","H","PCTuberskin.H","RKHS",0.437
"1383","PCTuberskin","H","PCTuberskin.H","RKHS",0.361
"1384","PCTuberskin","H","PCTuberskin.H","RKHS",0.411
"1385","PCTuberskin","H","PCTuberskin.H","RKHS",0.406
"1386","PCTuberskin","H","PCTuberskin.H","RKHS",0.3
"1387","PCTuberskin","H","PCTuberskin.H","RKHS",0.56
"1388","PCTuberskin","H","PCTuberskin.H","RKHS",0.433
"1389","PCTuberskin","H","PCTuberskin.H","RKHS",0.456
"1390","PCTuberskin","H","PCTuberskin.H","RKHS",0.492
"1391","PCTuberskin","H","PCTuberskin.H","RKHS",0.467
"1392","PCTuberskin","H","PCTuberskin.H","RKHS",0.359
"1393","PCTuberskin","H","PCTuberskin.H","RKHS",0.524
"1394","PCTuberskin","H","PCTuberskin.H","RKHS",0.374
"1395","PCTuberskin","H","PCTuberskin.H","RKHS",0.367
"1396","PCTuberskin","H","PCTuberskin.H","RKHS",0.572
"1397","PCTuberskin","H","PCTuberskin.H","RKHS",0.342
"1398","PCTuberskin","H","PCTuberskin.H","RKHS",0.466
"1399","PCTuberskin","H","PCTuberskin.H","RKHS",0.44
"1400","PCTuberskin","H","PCTuberskin.H","RKHS",0.335
"1401","PCTuberskin","L","PCTuberskin.L","BA",0.452
"1402","PCTuberskin","L","PCTuberskin.L","BA",0.606
"1403","PCTuberskin","L","PCTuberskin.L","BA",0.494
"1404","PCTuberskin","L","PCTuberskin.L","BA",0.424
"1405","PCTuberskin","L","PCTuberskin.L","BA",0.445
"1406","PCTuberskin","L","PCTuberskin.L","BA",0.579
"1407","PCTuberskin","L","PCTuberskin.L","BA",0.521
"1408","PCTuberskin","L","PCTuberskin.L","BA",0.422
"1409","PCTuberskin","L","PCTuberskin.L","BA",0.439
"1410","PCTuberskin","L","PCTuberskin.L","BA",0.457
"1411","PCTuberskin","L","PCTuberskin.L","BA",0.504
"1412","PCTuberskin","L","PCTuberskin.L","BA",0.63
"1413","PCTuberskin","L","PCTuberskin.L","BA",0.368
"1414","PCTuberskin","L","PCTuberskin.L","BA",0.387
"1415","PCTuberskin","L","PCTuberskin.L","BA",0.445
"1416","PCTuberskin","L","PCTuberskin.L","BA",0.441
"1417","PCTuberskin","L","PCTuberskin.L","BA",0.577
"1418","PCTuberskin","L","PCTuberskin.L","BA",0.474
"1419","PCTuberskin","L","PCTuberskin.L","BA",0.468
"1420","PCTuberskin","L","PCTuberskin.L","BA",0.535
"1421","PCTuberskin","L","PCTuberskin.L","BA",0.548
"1422","PCTuberskin","L","PCTuberskin.L","BA",0.453
"1423","PCTuberskin","L","PCTuberskin.L","BA",0.423
"1424","PCTuberskin","L","PCTuberskin.L","BA",0.576
"1425","PCTuberskin","L","PCTuberskin.L","BA",0.536
"1426","PCTuberskin","L","PCTuberskin.L","BB",0.459
"1427","PCTuberskin","L","PCTuberskin.L","BB",0.352
"1428","PCTuberskin","L","PCTuberskin.L","BB",0.553
"1429","PCTuberskin","L","PCTuberskin.L","BB",0.482
"1430","PCTuberskin","L","PCTuberskin.L","BB",0.457
"1431","PCTuberskin","L","PCTuberskin.L","BB",0.551
"1432","PCTuberskin","L","PCTuberskin.L","BB",0.256
"1433","PCTuberskin","L","PCTuberskin.L","BB",0.41
"1434","PCTuberskin","L","PCTuberskin.L","BB",0.503
"1435","PCTuberskin","L","PCTuberskin.L","BB",0.625
"1436","PCTuberskin","L","PCTuberskin.L","BB",0.332
"1437","PCTuberskin","L","PCTuberskin.L","BB",0.533
"1438","PCTuberskin","L","PCTuberskin.L","BB",0.542
"1439","PCTuberskin","L","PCTuberskin.L","BB",0.406
"1440","PCTuberskin","L","PCTuberskin.L","BB",0.492
"1441","PCTuberskin","L","PCTuberskin.L","BB",0.493
"1442","PCTuberskin","L","PCTuberskin.L","BB",0.443
"1443","PCTuberskin","L","PCTuberskin.L","BB",0.404
"1444","PCTuberskin","L","PCTuberskin.L","BB",0.461
"1445","PCTuberskin","L","PCTuberskin.L","BB",0.47
"1446","PCTuberskin","L","PCTuberskin.L","BB",0.362
"1447","PCTuberskin","L","PCTuberskin.L","BB",0.527
"1448","PCTuberskin","L","PCTuberskin.L","BB",0.395
"1449","PCTuberskin","L","PCTuberskin.L","BB",0.506
"1450","PCTuberskin","L","PCTuberskin.L","BB",0.526
"1451","PCTuberskin","L","PCTuberskin.L","BC",0.534
"1452","PCTuberskin","L","PCTuberskin.L","BC",0.425
"1453","PCTuberskin","L","PCTuberskin.L","BC",0.529
"1454","PCTuberskin","L","PCTuberskin.L","BC",0.575
"1455","PCTuberskin","L","PCTuberskin.L","BC",0.47
"1456","PCTuberskin","L","PCTuberskin.L","BC",0.474
"1457","PCTuberskin","L","PCTuberskin.L","BC",0.444
"1458","PCTuberskin","L","PCTuberskin.L","BC",0.492
"1459","PCTuberskin","L","PCTuberskin.L","BC",0.545
"1460","PCTuberskin","L","PCTuberskin.L","BC",0.479
"1461","PCTuberskin","L","PCTuberskin.L","BC",0.476
"1462","PCTuberskin","L","PCTuberskin.L","BC",0.521
"1463","PCTuberskin","L","PCTuberskin.L","BC",0.539
"1464","PCTuberskin","L","PCTuberskin.L","BC",0.547
"1465","PCTuberskin","L","PCTuberskin.L","BC",0.337
"1466","PCTuberskin","L","PCTuberskin.L","BC",0.406
"1467","PCTuberskin","L","PCTuberskin.L","BC",0.566
"1468","PCTuberskin","L","PCTuberskin.L","BC",0.537
"1469","PCTuberskin","L","PCTuberskin.L","BC",0.462
"1470","PCTuberskin","L","PCTuberskin.L","BC",0.494
"1471","PCTuberskin","L","PCTuberskin.L","BC",0.513
"1472","PCTuberskin","L","PCTuberskin.L","BC",0.487
"1473","PCTuberskin","L","PCTuberskin.L","BC",0.506
"1474","PCTuberskin","L","PCTuberskin.L","BC",0.572
"1475","PCTuberskin","L","PCTuberskin.L","BC",0.52
