,PREDICTED,ACTUAL
15060021,30.94,29
15060025,57.054,76
15060027,33.057,35
15060039,35.945,34
15060042,48.049,50
15060056,74.055,76
15060063,33.358,35
15060070,30.946,29
15060081,78.053,80
15060085,30.346,30
15060087,30.293,30
15060097,73.051,75
15060102,30.738,30
15060112,31.694,30
15060114,44.938,43
15060120,78.054,80
15060121,29.948,28
15060122,44.942,43
15060138,44.943,43
15060160,44.942,43
15060187,48.001,30
15060188,64.054,66
15060190,32.057,34
15060191,78.06,80
15060214,74.058,76
15060313,75.056,77
15060320,78.055,80
15060345,41.961,80
15060383,73.055,75
15060420,41.087,42
15060543,39.956,38
15060570,74.057,76
15060797,28.945,27
15060846,39.941,38
15060907,52.945,51
15060910,41.055,43
15060933,41.058,43
15060964,30.2,28
15061007,41.05,43
15061011,58.372,80
15061122,44.938,43
15061204,31.941,30
15061213,36.942,35
15061215,35.942,34
15061216,31.95,30
15061225,44.944,43
15061226,78.056,80
15061228,31.937,30
15061237,41.064,43
15061256,31.946,30
15061257,44.954,43
15061259,30.528,29
15061260,52.545,30
15061262,39.091,35
15061263,29.955,28
15061264,73.058,75
15061265,31.945,30
15061270,41.059,43
15061273,34.312,43
15061274,42.938,41
15061277,78.056,80
15061282,48.052,50
15061283,32.059,34
15061286,36.948,35
15061288,39.366,40
15061289,39.942,38
15061290,78.052,80
15061291,43.875,42
15061293,63.056,65
15061295,33.051,35
15061296,34.73,29
15061298,52.056,54
15061299,44.942,43
15061303,72.896,80
15061307,31.943,30
15061312,44.122,43
15061313,76.952,75
15061314,38.819,43
15061317,43.813,43
15061318,31.953,30
15061319,51.193,44
15061320,77.947,80
15061323,55.142,74
15061324,39.947,38
15061329,29.95,28
15061334,39.95,38
15061335,73.798,75
15061337,31.943,30
15061338,30.611,29
15061340,33.536,43
15061344,40.05,42
15061345,42.55,42
15061346,39.946,38
15061347,37.348,42
15061348,30.962,30
15061349,79.055,81
15061350,43.945,42
15061352,31.399,76
15061353,31.826,35
15061355,30.042,27
15061356,58.047,60
15061357,29.601,29
15061358,57.048,80
15061360,30.944,29
15061364,31.943,30
15061365,37.251,38
15061367,36.941,35
15061369,32.868,47
15061376,41.471,38
15061378,74.056,76
15061380,34.164,42
15061382,51.939,50
15061383,31.981,35
15061384,30.03,30
15061388,36.948,35
15061390,31.947,30
15061391,30.321,28
15061392,46.947,45
15061394,48.057,50
15061396,41.098,29
15061404,30.27,30
15061406,31.931,34
15061410,54.805,42
15061411,47.568,50
15061414,31.334,76
15061415,40.056,42
15061417,31.342,29
15061418,32.155,76
15061419,29.312,29
15061420,77.947,76
15061421,35.955,34
15061422,31.945,30
15061424,31.943,30
15061425,39.951,38
15061428,39.954,38
15061430,40.535,42
15061435,35.603,41
15061436,77.436,76
15061437,78.048,80
15061439,75.745,76
