,PREDICTED,ACTUAL
15060025,80.796,85
15060039,38.236,21
15060056,122.564,85
15060063,77.656,17
15060070,174.986,313
15060072,64.008,42
15060081,101.054,86
15060082,116.372,96
15060085,222.893,328
15060087,174.819,328
15060090,178.923,346
15060097,73.418,83
15060101,110.889,342
15060102,195.967,7
15060114,179.434,10
15060120,109.001,96
15060122,172.087,10
15060138,89.742,17
15060160,109.346,10
15060188,144.009,69
15060190,66.108,5
15060191,93.79,86
15060215,180.279,96
15060313,76.9,83
15060320,106.786,96
15060345,46.4,96
15060383,77.757,83
15060420,46.402,18
15060536,162.245,84
15060543,54.108,14
15060797,101.14,5
15060846,177.963,14
15060907,172.826,355
15060909,72.588,93
15060910,60.268,17
15060933,54.057,17
15060964,168.659,359
15061007,166.95,10
15061122,176.784,10
15061204,203.804,328
15061213,35.899,17
15061215,36.088,21
15061225,173.86,10
15061226,99.972,86
15061228,215.954,328
15061237,55.757,17
15061256,224.035,328
15061257,72.922,17
15061258,92.324,328
15061259,174.525,313
15061260,83.158,328
15061261,77.402,86
15061262,109.584,313
15061263,172.71,359
15061264,116.707,83
15061265,67.458,7
15061270,62.382,17
15061273,66.979,17
15061274,75.606,12
15061277,96.463,86
15061279,128.425,17
15061283,83.557,21
15061286,73.912,17
15061288,37.052,16
15061289,37.867,14
15061290,102.19,96
15061291,64.228,18
15061293,119.63,97
15061295,130.413,17
15061297,223.96,313
15061298,71.3,21
15061301,69.024,14
15061302,195.822,328
15061303,72.906,96
15061305,130.385,86
15061308,231.471,313
15061312,63.098,17
15061313,92.302,83
15061314,95.461,10
15061317,105.046,10
15061318,166.902,328
15061319,79.057,21
15061320,92.828,86
15061323,188.214,74
15061324,69.394,14
15061327,75.658,12
15061330,85.519,16
15061331,106.55,53
15061333,167.576,313
15061334,124.783,14
15061335,106.719,83
15061336,186.235,333
15061340,173.718,17
15061342,83.841,17
15061346,46.799,14
15061347,164.835,346
15061348,85.524,7
15061349,123.211,84
15061350,62.833,18
15061352,230.503,85
15061353,85.154,17
15061355,85.945,5
15061356,176.515,53
15061357,216.46,313
15061360,85.248,333
15061365,36.935,14
15061367,36.986,17
15061368,212.219,40
15061369,213.35,338
15061370,44.92,12
15061376,47.247,14
15061377,80.174,85
15061378,108.256,85
15061380,163.899,18
15061382,190.197,342
15061384,175.592,328
15061385,175.796,328
15061386,212.886,359
15061388,100.852,17
15061389,229.996,328
15061390,229.271,328
15061391,232.183,359
15061392,91.727,28
15061404,230.505,328
