,BA,BB
15061953,50.723,51.43
15061958,42.689,43.93
15061960,47.035,46.926
15061961,49.701,49.306
15061962,48.94,48.74
15061963,53.894,53.674
15061965,21.135,18.98
15061966,51.858,51.517
15061967,40.935,37.403
15061968,50.939,51.87
15062036,50.601,52.103
15062038,51.726,51.924
15062039,49.894,50.632
15062046,50.918,50.533
15062050,54.18,51.052
15062051,51.366,51.815
15062067,43.276,43.763
15062069,43.765,43.829
15062071,15.265,15.36
15062080,52.073,53.433
15062092,50.933,51.312
15062094,50.969,52.222
15062097,44.761,44.156
15062099,52.735,51.863
15062100,45.623,48.07
15062101,45.469,45.637
15062102,23.97,25.063
15062103,54.666,56.836
15062105,50.012,49.237
15062106,53.752,53.737
15062107,46.424,46.79
15062108,53.469,53.588
15062109,51.553,51.947
15062111,55.358,54.997
15062112,50.502,51.691
15062114,51.519,51.395
15062117,51.867,51.91
15062118,51.427,51.469
15062122,40.337,41.891
15062124,11.18,10.938
15062126,47.958,49.723
15062130,44.322,43.103
15062136,53.773,53.94
15062137,53.535,53.591
15062138,47.955,47.063
15062139,49.478,49.179
15062142,55.485,54.749
15062145,49.159,49.138
15062146,48.911,49.104
15062149,49.458,49.529
15062150,46.77,46.188
15062151,50.154,49.966
15062152,53.463,53.605
15062153,54.214,53.918
15062331,48.46,47.114
15062332,48.417,48.348
15062333,48.531,49.478
15062334,48.471,48.551
15062335,49.775,49.716
15062337,51.202,51.836
15062338,51.576,51.922
15062346,44.968,45.102
15062347,43.346,43.637
15062348,51.592,51.921
15062349,48.79,48.384
15062350,46.186,46.708
15062351,49.777,49.616
15062353,53.567,53.438
15062354,51.842,51.876
15062356,48.759,49.044
15062357,50.376,49.407
15062358,54.024,53.602
15062360,42.501,42.249
15062361,55.453,54.814
15062363,50.655,50.573
15062366,48.486,47.991
15062367,51.598,51.595
15062368,51.275,51.524
15062369,49.637,49.637
15062370,49.084,48.76
