,BA,BB
15060021,48.41,48.812
15060025,44.587,44.191
15060027,47.959,49.556
15060039,50.38,50.474
15060042,50.771,52.357
15060056,19.477,22.659
15060063,53.768,54.385
15060070,50.458,49.743
15060081,41.852,43.206
15060085,53.002,53.675
15060087,50.601,49.804
15060097,45.024,42.656
15060102,12.285,13.321
15060112,51.024,51.361
15060114,48.547,48.41
15060120,45.679,44.563
15060121,43.403,43.628
15060122,47.553,47.737
15060138,48.575,50.994
15060160,43.742,42.885
15060187,47.621,48.511
15060188,50.504,49.983
15060190,42.24,42.279
15060191,50.219,51.106
15060214,39.462,39.88
15060313,46.585,47.078
15060320,53.727,53.462
15060345,51.275,51.538
15060383,46.366,46.882
15060420,51.617,51.91
15060543,44.964,45.836
15060570,42.034,41.036
15060797,42.048,37.542
15060846,48.62,48.377
15060907,53.722,53.325
15060910,52.159,51.614
15060933,44.997,45.891
15060964,49.781,50.158
15061007,49.317,50.182
15061011,45.316,45.128
15061122,48.665,48.334
15061204,38.601,40.176
15061213,50.245,50.604
15061215,50.222,50.527
15061216,18.127,22.593
15061225,50.486,50.066
15061226,43.996,41.075
15061228,50.769,50.405
15061237,44.121,45.164
15061256,47.2,48.746
15061257,42.102,45.609
15061259,50.68,49.809
15061260,44.867,44.561
15061262,14.479,14.778
15061263,13.122,12.505
15061264,19.232,16.99
15061265,47.052,46.139
15061270,45.807,45.934
15061273,47.081,46.119
15061274,54.672,52.477
15061277,50.15,51.328
15061282,49.493,48.888
15061283,50.543,51.262
15061286,49.665,49.485
15061288,49.666,50.048
15061289,50.626,51.197
15061290,46.875,48.459
15061291,47.232,45.818
15061293,44.539,46.353
15061295,44.316,44.765
15061296,47.474,47.198
15061298,41.882,44.141
15061299,49.672,50.796
15061303,49.087,49.129
15061307,50.524,49.598
15061312,46.999,45.333
15061313,50.335,51.163
15061314,53.715,52.712
15061317,14.502,14.905
15061318,51.244,50.848
15061319,44.62,44.435
15061320,47.665,47.092
15061323,50.287,51.802
15061324,51.233,54.958
15061329,48.519,48.503
15061334,54.314,51.259
15061335,46.632,46.77
15061337,51.31,51.423
15061338,50.743,49.991
15061340,50.021,49.231
15061344,52.627,51.906
15061345,51.936,51.572
15061346,51.431,51.899
15061347,49.61,49.532
15061348,51.145,51.345
15061349,48.59,48.038
15061350,47.158,45.232
15061352,53.986,53.685
15061353,51.089,51.332
15061355,50.998,51.322
15061356,48.101,47.867
15061357,48.566,48.525
15061358,45.003,44.39
15061360,50.727,51.235
15061364,51.064,51.391
15061365,49.788,50.397
15061367,50.253,50.592
15061369,43.179,43.554
15061376,51.682,51.873
15061378,46.94,46.593
15061380,50.292,50.021
15061382,49.592,48.613
15061383,50.881,51.362
15061384,50.437,49.35
15061388,43.013,42.969
15061390,53.803,53.636
15061391,53.912,53.666
15061392,42.853,42.704
15061394,14.85,15.014
15061396,15.276,15.503
15061404,53.921,53.714
15061406,50.909,51.282
15061410,56.063,54.411
15061411,46.851,47.09
15061414,53.871,53.662
15061415,49.2,49.533
15061417,53.501,53.643
15061418,53.892,53.588
15061419,50.58,49.35
15061420,47.665,47.092
15061421,43.492,44.084
15061422,47.792,46.537
15061424,47.725,47.786
15061425,51.637,51.852
15061428,50.861,51.413
15061430,51.116,51.438
15061435,51.036,51.565
15061436,49.016,50.106
15061437,43.957,43.18
15061439,43.742,43.155
15061441,51.114,51.209
15061442,46.26,46.813
15061444,51.589,50.881
15061445,51.474,51.544
15061447,46.33,46.45
15061449,49.486,48.057
15061454,49.514,47.624
15061458,51.442,51.526
15061459,53.973,53.678
15061461,51.178,51.469
15061463,45.979,46.384
15061469,52.794,51.976
15061470,47.988,47.865
15061471,47.681,47.908
15061475,43.995,44.272
15061476,40.038,36.554
15061478,50.35,49.42
15061479,48.207,49.112
15061480,51.217,51.27
15061481,50.307,51.016
15061484,46.175,46.994
15061485,48.755,49.306
15061486,40.722,41.916
15061489,54.353,53.797
15061490,53.606,53.652
15061491,53.634,53.649
15061492,53.575,53.597
15061493,49.916,49.65
15061494,44.1,43.897
15061495,49.464,49.505
15061496,49.963,49.62
15061499,50.035,50.86
15061500,49.208,49.999
15061501,56.418,55.675
15061503,47.978,47.524
15061504,49.624,51.04
15061505,49.846,49.466
15061507,46.648,47.063
15061508,46.555,46.954
15061509,11.064,10.957
15061511,11.361,10.613
15061515,14.923,15.222
15061516,56.591,56.256
15061517,51.077,51.345
15061518,49.075,49.356
15061521,50.265,52.776
15061522,56.906,55.695
15061524,44.289,43.945
15061525,46.587,47.025
15061526,42.34,44.276
15061528,51.67,51.796
15061529,11.52,10.925
15061530,46.765,46.696
15061533,47.027,48.16
15061534,48.592,48.817
15061535,49.909,49.992
15061536,46.951,47.958
15061540,49.668,50.285
15061542,50.181,50.867
15061543,50.593,51.304
15061544,49.334,49.438
15061546,50.087,49.058
15061548,45.934,45.483
15061549,55.29,55.094
15061550,48.084,48.432
15061553,31.929,25.973
15061555,43.099,43.953
15061556,48.835,49.866
15061560,34.502,36.72
15061561,55.444,55.477
15061564,48.058,48.917
15061565,46.698,47.029
15061566,50.899,49.732
15061568,54.39,52.717
15061571,43.665,43.01
15061575,45.922,46.219
15061576,48.085,47.762
15061577,48.769,49.131
15061578,48.332,48.391
15061579,51.53,51.651
15061580,50.396,51.037
15061583,48.847,48.854
15061584,50.615,48.484
15061585,47.549,47.661
15061586,47.712,47.483
15061588,48.367,48.992
15061600,45.734,44.33
15061602,38.209,36.519
15061603,50.762,49.802
15061604,41.164,40.018
15061605,45.361,45.383
15061608,48.133,47.837
15061609,50.386,49.317
15061610,51.005,51.328
15061612,48.748,50.927
15061613,49.224,48.754
15061619,54.094,53.747
15061621,56.492,55.651
15061622,45.781,45.76
15061623,44.715,44.41
15061624,48.926,49.494
15061628,11.435,11.025
15061631,49.36,49.603
15061632,49.802,49.122
15061637,44.928,44.376
15061638,44.908,44.21
15061639,49.956,50.341
15061640,44.688,44.13
15061642,44.931,44.947
15061645,45.373,45.371
15061646,14.684,15.054
15061647,44.823,44.271
15061648,53.644,52.691
15061649,44.136,45.597
15061650,40.84,40.367
15061651,46.541,47.028
15061653,50.749,51.651
15061654,49.503,48.963
15061655,39.159,38.013
15061658,49.165,48.476
15061659,48.576,48.015
15061661,49.071,48.494
15061662,48.914,47.427
15061665,56.09,55.138
15061668,55.459,54.448
15061670,50.976,51.24
15061671,54.216,53.078
15061673,46.001,45.462
15061677,54.128,54.11
15061678,53.779,53.632
15061679,51.14,51.61
15061680,50.534,50.99
15061682,44.596,44.123
15061683,51.011,51.202
15061684,44.835,45.501
15061686,51.024,51.361
15061687,52.318,50.425
15061688,51.019,51.339
15061689,53.961,53.687
15061704,44.836,44.304
15061706,21.933,23.256
15061709,54.314,53.894
15061712,49.457,47.932
15061713,44.628,44.16
15061714,49.445,49.526
15061717,42.844,42.412
15061718,49.648,47.45
15061720,50.795,50.861
15061723,56.454,55.536
15061724,51.461,51.872
15061725,49.115,49.411
15061726,52.681,52.055
15061729,48.167,48.031
15061730,47.862,47.845
15061733,53.236,53.707
15061734,53.898,53.629
15061735,49.108,49.528
15061736,48.035,48.082
15061737,48.593,48.202
15061738,53.381,53.19
15061740,47.869,48.7
15061742,49.607,50.088
15061744,43.088,44.245
15061747,15.096,15.244
15061751,48.098,48.16
15061752,47.896,48.71
15061753,53.68,53.282
15061754,46.842,45.69
15061755,41.754,42.258
15061756,41.777,41.869
15061757,51.044,51.788
15061758,42.933,40.723
15061759,43.858,43.281
15061760,48.326,47.872
15061762,50.125,49.737
15061765,11.904,10.92
15061766,50.233,50.675
15061767,43.436,44.452
15061769,40.863,43.816
15061771,53.826,54.073
15061772,43.161,43.979
15061773,43.915,44.905
15061777,51.088,51.984
15061778,53.664,53.589
15061784,53.583,53.599
15061785,41.604,42.03
15061788,43.815,45.848
15061790,51.076,51.963
15061795,48.361,48.404
15061797,53.663,53.607
15061798,46.796,48.693
15061800,42.943,39.917
15061801,41.72,41.535
15061808,42.556,42.412
15061811,44.963,44.639
15061813,48.816,49.698
15061815,50.076,51.211
15061826,47.331,47.947
15061905,49.976,50.31
15061906,46.736,49.323
15061908,53.369,52.996
15061909,52.287,53.581
15061910,49.411,48.908
15061911,49.04,48.958
15061912,50.719,50.819
15061915,49.402,49.279
15061917,51.438,51.885
15061918,48.81,48.676
15061926,49.475,48.829
15061927,39.401,35.809
15061928,58.917,58.122
15061929,47.183,48.257
15061930,48.056,47.715
15061933,51.077,51.38
15061934,48.395,47.902
15061935,49.22,49.155
15061937,47.174,46.291
15061939,53.721,53.755
15061941,54.007,53.542
15061942,47.453,47.026
15061944,53.991,53.089
15061945,51.503,51.754
15061946,50.23,50.002
15061948,51.09,51.334
15061949,46.14,46.966
15061951,51.217,51.497
15061952,48.038,47.934
