,BA,BB
15060021,318.073,318.962
15060025,311.212,312.495
15060027,325.586,329.614
15060039,324.33,323.646
15060042,325.587,322.704
15060056,108.426,109.453
15060063,329.924,328.148
15060070,321.049,319.674
15060081,297.856,306.408
15060085,319.836,326.269
15060087,320.726,321.872
15060097,312.993,309.815
15060102,83.1,86.811
15060112,321.011,321.806
15060114,314.069,317.035
15060120,322.38,324.907
15060121,304.476,304.176
15060122,321.922,319.915
15060138,327.485,327.663
15060160,319.768,324.724
15060187,330.878,334.729
15060188,318.33,322.816
15060190,311.838,308.719
15060191,318.848,318.754
15060214,314.864,318.691
15060313,319.973,318.635
15060320,324.403,323.36
15060345,321.609,321.241
15060383,320.106,319.38
15060420,323.21,322.789
15060543,317.855,317.994
15060570,318.88,316.102
15060797,319.506,318.517
15060846,326.697,326.728
15060907,321.677,322.361
15060910,322.31,321.417
15060933,315.444,314.893
15060964,322.073,320.082
15061007,321.601,320.836
15061011,312.488,311.852
15061122,325.263,324.966
15061204,312.419,314.526
15061213,325.424,320.318
15061215,321.217,327.996
15061216,103.567,99.607
15061225,326.996,324.376
15061226,315.64,314.085
15061228,317.52,319.432
15061237,310.058,318.032
15061256,319.898,323.457
15061257,313.87,316.162
15061259,322.72,322.004
15061260,312.938,312.965
15061262,103.301,111.828
15061263,78.871,75.108
15061264,101.902,90.26
15061265,313.887,314.905
15061270,317.981,318.235
15061273,313.721,314.877
15061274,314.466,316.069
15061277,319.753,321.07
15061282,317.461,316.919
15061283,318.702,318.593
15061286,329.568,329.414
15061288,319.762,317.454
15061289,325.853,323.48
15061290,317.643,312.846
15061291,320.789,318.539
15061293,314.935,313.213
15061295,318.958,318.354
15061296,321.27,323.567
15061298,311.241,312.25
15061299,320.742,320.182
15061303,323.489,321.807
15061307,317.527,320.827
15061312,318.988,321.166
15061313,320.036,318.99
15061314,323.89,324.633
15061317,99.56,83.771
15061318,332.336,332.338
15061319,311.153,311.934
15061320,321.919,321.372
15061323,319.565,321.586
15061324,321.644,322.777
15061329,317.078,319.607
15061334,327.957,330.009
15061335,319.09,316.997
15061337,320.735,321.891
15061338,320.478,316.891
15061340,318.387,320.807
15061344,320.55,316.292
15061345,324.335,322.379
15061346,322.524,322.325
15061347,316.265,316.837
15061348,321.379,321.671
15061349,321.93,317.908
15061350,322.445,320.952
15061352,325.162,324.666
15061353,320.989,321.812
15061355,321.594,320.982
15061356,324.201,325.221
15061357,317.516,320.298
15061358,312.266,312.699
15061360,319.833,320.698
15061364,320.891,321.831
15061365,321.849,323.064
15061367,323.381,324.012
15061369,303.726,304.132
15061376,322.781,322.797
15061378,321.033,317.296
15061380,318.182,317.827
15061382,316.449,310.934
15061383,319.945,321.724
15061384,320.188,321.907
15061388,314.821,321.467
15061390,324.145,323.106
15061391,324.636,324.469
15061392,301.917,296.512
15061394,102.64,99.823
15061396,116.417,149.604
15061404,325.606,323.747
15061406,320.601,320.943
15061410,324.522,322.896
15061411,326.184,322.965
15061414,323.612,323.853
15061415,317.078,316.318
15061417,324.407,323.811
15061418,325.884,324.441
15061419,321.254,321.989
15061420,321.919,321.372
15061421,302.22,292.171
15061422,319.329,322.519
15061424,325.452,337.208
15061425,321.913,322.698
15061428,321.824,322.442
15061430,320.84,322.667
15061435,319.395,319.034
15061436,319.234,317.507
15061437,318.536,318.18
15061439,317.527,318.85
15061441,316.524,305.442
15061442,320.988,322.725
15061444,324.401,316.831
15061445,325.058,329.576
15061447,319.963,327.556
15061449,313.048,310.285
15061454,310.914,310.441
15061458,321.957,322.369
15061459,325.122,324.442
15061461,320.764,322.807
15061463,318.33,320.905
15061469,323.917,327.011
15061470,323.405,325.358
15061471,319.88,318.761
15061475,306.476,306.824
15061476,305.751,307.765
15061478,319.982,322.019
