,BA,BB
15061479,317.195,313.235
15061480,316.907,305.417
15061481,318.25,318.949
15061484,319.58,316.406
15061485,320.331,316.233
15061486,314.48,318.024
15061489,325.313,324.285
15061490,324.049,323.812
15061491,323.491,324.664
15061492,323.74,323.792
15061493,313.134,313.637
15061494,316.052,317.681
15061495,312.885,314.045
15061496,312.768,312.9
15061499,318.071,318.97
15061500,321.537,323.002
15061501,327.942,327.057
15061503,318.631,322.626
15061504,319.47,321.036
15061505,330.444,329.185
15061507,322.068,322.782
15061508,323.098,322.534
15061509,77.646,76.693
15061511,78.269,76.936
15061515,105.194,99.753
15061516,329.89,327.673
15061517,321.42,321.782
15061518,322.937,315.952
15061521,322.894,320.247
15061522,326.227,323.629
15061524,319.805,317.548
15061525,323.663,322.688
15061526,296.448,304.998
15061528,322.041,316.617
15061529,78.998,76.465
15061530,323.891,322.88
15061533,321.176,327.539
15061534,319.374,318.869
15061535,310.289,307.581
15061536,323.077,323.732
15061540,319.683,320.065
15061542,321.917,320.311
15061543,323.881,329.629
15061544,325.33,320.128
15061546,322.294,318.959
15061548,318.924,317.888
15061549,330.922,325.64
15061550,317.509,316.471
15061553,302.105,299.146
15061555,304.108,296.716
15061556,320.831,321.276
15061560,310.994,320.328
15061561,319.127,322.181
15061564,319.772,331.626
15061565,322.943,322.797
15061566,322.762,323.082
15061568,324.797,319.014
15061571,317.577,323.006
15061575,318.512,318.059
15061576,323.118,319.596
15061577,320.839,318.829
15061578,317.844,319.066
15061579,322.472,326.238
15061580,316.998,316.595
15061583,315.33,317.562
15061584,315.749,318.349
15061585,324.409,325.91
15061586,324.696,325.205
15061588,319.028,322.33
15061600,323.145,320.156
15061602,306.913,305.299
15061603,322.389,322.04
15061604,308.946,311.615
15061605,318.273,319.645
15061608,323.146,320.34
15061609,319.115,321.127
15061610,320.822,321.934
15061612,315.602,323.369
15061613,318.17,320.339
15061619,325.685,323.943
15061621,328.558,328.165
15061622,313.198,307.146
15061623,310.674,312.131
15061624,316.058,322.758
15061628,77.555,76.972
15061631,321.029,318.96
15061632,320.627,318.505
15061637,311.469,312.141
15061638,313.163,312.59
15061639,324.189,337.915
15061640,307.666,313.767
15061642,315.508,312.933
15061645,316.215,307.022
15061646,103.821,112.234
15061647,310.912,311.775
15061648,325.244,325.057
15061649,310.734,310.462
15061650,300.843,299.651
15061651,321.773,322.573
15061653,318.672,322.336
15061654,318.188,318.545
15061655,309.773,311.49
15061658,319.352,321.835
15061659,323.929,324.576
15061661,317.044,318.339
15061662,310.867,312.413
15061665,324.08,322.876
15061668,318.733,320.872
15061670,326.135,320.14
15061671,326.595,325.024
15061673,318.99,318.79
15061677,324.633,324.092
15061678,323.618,324.437
15061679,321.809,326.505
15061680,325.634,319.728
15061682,312.142,312.999
15061683,323.338,321.341
15061684,313.343,312.199
15061686,321.011,321.806
15061687,322.608,322.675
15061688,320.179,321.73
15061689,325.306,324.29
15061704,311.758,312.604
15061706,89.863,84.118
15061709,327.782,325.216
15061712,313.467,318.465
15061713,310.391,312.131
15061714,319.172,322.492
15061717,314.613,317.374
15061718,315.557,311.625
15061720,322.698,310.429
15061723,326.167,327.047
15061724,322.653,318.54
15061725,315.508,314.481
15061726,323.68,329.194
15061729,315.617,312.024
15061730,316.35,312.21
15061733,323.139,323.172
15061734,325.86,324.225
15061735,316.265,319.262
15061736,324.151,335.969
15061737,318.153,313.076
15061738,322.8,323.79
15061740,316.915,310.818
15061742,315.146,317.755
15061744,308.776,312.167
15061747,105.947,100.111
15061751,323.39,324.954
15061752,319.106,320.319
15061753,324.431,324.013
15061754,311.612,311.718
15061755,311.961,312.658
15061756,309.481,310.326
15061757,319.886,318.825
15061758,314.686,316.111
15061759,317.92,318.994
15061760,318.239,312.746
15061762,313.727,314.084
15061765,80.951,76.862
15061766,320.438,319.318
15061767,305.668,303.981
15061769,322.762,321.008
15061771,323.393,320.648
15061772,305.099,302.427
15061773,316.062,318.157
15061777,320.716,318.708
15061778,323.52,322.252
15061784,323.574,324.375
15061785,310.646,310.755
15061788,316.712,319.526
15061790,319.809,319.11
15061795,317.231,318.979
15061797,323.844,323.823
15061798,311.85,305.267
15061800,312.197,315.358
15061801,308.85,309.634
15061808,314.903,312.116
15061811,311.183,311.952
15061813,319.77,320.484
15061815,321.995,321.42
15061826,317.451,316.594
15061905,322.343,316.902
15061906,301.671,304.761
15061908,329.94,333.475
15061909,316.12,316.647
15061910,318.73,317.895
15061911,322.976,322.044
15061912,324.619,325.03
15061915,323.087,322.3
15061917,322.073,322.568
15061918,324.112,318.985
15061926,318.911,319.063
15061927,315.152,314.946
15061928,332.851,335.433
15061929,326.405,325.451
15061930,323.028,328.431
15061933,321.209,321.24
15061934,318.12,313.009
15061935,322.458,321.835
15061937,316.364,314.749
15061939,320.309,320.326
15061941,326.66,324.619
15061942,321.417,324.11
15061944,321.299,317.976
15061945,320.071,311.772
15061946,317.916,323.077
15061948,321.005,321.846
15061949,315.094,315.495
15061951,320.424,322.577
15061952,317.081,312.969
15061953,324.764,323.84
15061958,318.512,319.72
15061960,307.08,305.873
15061961,318.04,316.616
15061962,320.926,321.752
15061963,325.182,322.321
15061965,101.688,86.418
15061966,314.537,306.201
15061967,309.728,306.401
15061968,318.816,318.943
15062036,322.148,323.754
15062038,324.139,321.778
15062039,325.723,328.24
15062046,326.515,326.734
15062050,330.949,328.955
15062051,322.34,322.889
15062067,318.11,314.92
15062069,318.43,318.446
15062071,106.075,92.967
15062080,320.298,323.813
15062092,319.533,321.703
15062094,323.767,319.276
15062097,310.721,312.175
15062099,322.941,326.924
15062100,306.343,310.483
15062101,316.938,318.286
15062102,91.271,82.642
15062103,331.645,337.368
15062105,320.295,322.211
15062106,323.684,324.534
15062107,322.772,322.683
15062108,324.098,323.791
15062109,322.928,322.689
15062111,326.854,324.917
15062112,320.669,323.844
15062114,324.103,329.701
15062117,322.682,322.981
15062118,322.138,322.837
15062122,316.106,318.843
15062124,78.182,76.197
15062126,316.619,318.428
15062130,320.608,323.111
15062136,327.604,329.491
15062137,323.034,321.371
15062138,312.527,306.227
15062139,318.276,322.545
15062142,319.621,321.696
15062145,320.937,319.108
15062146,319.74,318.563
15062149,318.051,322.52
15062150,304.964,305.906
15062151,310.626,309.331
15062152,322.475,324.036
15062153,324.27,323.781
15062331,325.634,321.413
15062332,327.294,328.349
15062333,326.393,325.644
15062334,324.345,320.072
15062335,330.186,329.367
15062337,321.994,322.185
15062338,322.828,322.533
15062346,313.462,315.686
15062347,304.948,304.035
15062348,322.644,322.541
15062349,321.019,320.421
15062350,313.736,314.801
15062351,315.275,312.966
15062353,326.171,324.038
15062354,322.743,323.23
15062356,318.267,318.627
15062357,320.762,321.885
15062358,324.981,324.7
15062360,314.535,319.274
15062361,326.233,324.911
15062363,325.575,324.472
15062366,321.415,320.617
15062367,324.232,329.318
15062368,322.396,322.622
15062369,315.658,324.203
15062370,318.51,318.003
