X24.8,X18,X23.3,X27.66,X26.1,X3.69,X41.03,X16.56,X15.78,X6.51,X5.23,X98.17
24.8,18,23.3,27.66,26.1,3.69,41.03,16.56,15.78,6.51,5.23,98.17
