X30.92,X24.94,X30.08,X34.74,X27.58,X4.05,X43.36,X17.95,X9.13,X8.24,X6.16,X71.57
30.92,24.94,30.08,34.74,27.58,4.05,43.36,17.95,9.13,8.24,6.16,71.57
