,PREDICTED,ACTUAL
15060025,86.773,94
15060039,86.825,92
15060056,91.589,92
15060063,84.411,84
15060070,91.821,92
15060072,84.41,84
15060081,93.59,94
15060082,91.59,92
15060085,87.908,94
15060087,92.067,94
15060090,91.633,94
15060097,93.588,94
15060101,85.355,92
15060102,85.135,92
15060114,91.925,92
15060120,91.589,92
15060122,88.16,84
15060138,91.588,92
15060160,84.41,84
15060188,93.589,94
15060190,84.411,84
15060191,84.411,84
15060215,91.594,92
15060313,83.587,84
15060320,84.409,84
15060345,84.366,84
15060383,81.411,80
15060420,84.271,84
15060536,84.413,84
15060543,91.866,84
15060797,82.411,82
15060846,91.59,92
15060907,91.59,92
15060909,91.589,92
15060910,84.41,84
15060933,93.588,94
15060964,81.413,81
15061007,81.412,81
15061122,91.59,92
15061204,84.411,84
15061213,84.41,84
15061215,84.085,84
15061225,91.719,92
15061226,91.591,92
15061228,84.411,84
15061237,94.588,95
15061256,89.915,92
15061257,84.411,84
15061258,85.68,92
15061259,91.727,92
15061260,85.58,92
15061261,84.549,80
15061262,84.411,84
15061263,84.411,84
15061264,84.412,84
15061265,86.958,92
15061270,84.26,84
15061273,85.897,84
15061274,85.45,84
15061277,91.589,92
15061279,84.222,84
15061283,84.411,84
15061286,84.411,84
15061288,87.742,92
15061289,84.409,84
15061290,91.589,92
15061291,84.411,84
15061293,84.41,84
15061295,91.59,92
15061297,89.411,89
15061298,84.411,84
15061301,84.411,84
15061302,85.624,84
15061303,91.589,92
15061305,91.589,92
15061308,84.403,82
15061312,84.621,92
15061313,84.412,84
15061314,84.29,84
15061317,84.405,84
15061318,91.589,92
15061319,85.369,92
15061320,87.734,84
15061323,91.59,92
15061324,84.41,84
15061327,87.478,92
15061330,84.41,84
15061331,91.589,92
15061333,84.411,84
15061334,84.41,84
15061335,84.41,84
15061336,84.411,84
15061340,91.082,84
15061342,84.41,84
15061346,84.365,84
15061347,84.22,84
15061348,84.41,84
15061349,84.411,84
15061350,83.815,82
15061352,84.2,84
15061353,84.406,92
15061355,84.409,84
15061356,91.595,92
15061357,84.411,84
15061360,84.383,84
15061365,84.409,84
15061367,85.21,92
15061368,84.411,84
15061369,85.115,92
15061370,84.349,84
15061376,84.285,84
15061377,84.411,84
15061378,84.093,84
15061380,84.411,84
15061382,92.047,92
15061384,91.613,92
15061385,91.589,92
15061386,84.411,84
15061388,91.59,92
15061389,84.412,84
15061390,84.671,84
15061391,84.411,84
15061392,84.41,84
15061404,84.392,84
15061405,91.59,92
15061406,84.353,84
15061410,88.908,92
15061411,93.448,94
15061414,84.456,84
15061415,91,84
15061417,84.412,84
15061418,85.629,92
15061419,91.588,92
15061420,87.734,92
15061421,84.41,84
15061422,91.59,92
15061424,84.409,84
15061425,84.333,84
15061428,84.303,84
15061430,84.286,84
15061434,89.513,84
15061436,87.473,92
15061437,85.701,92
15061438,84.796,92
15061439,84.411,84
15061441,84.41,84
15061442,92.411,92
15061443,85.879,84
15061444,91.588,92
15061445,84.411,84
15061447,91.591,92
15061449,84.409,84
15061454,84.41,84
15061458,84.318,84
15061459,84.721,92
15061461,84.23,84
15061463,88.41,88
15061469,87.588,88
15061470,91.59,92
15061471,91.589,92
15061475,84.411,84
15061476,91.59,92
15061478,91.256,88
15061479,88.411,88
15061480,84.345,84
15061481,84.825,92
15061484,84.359,84
15061485,84.41,84
15061486,91.591,92
15061489,84.412,84
15061490,84.294,84
15061491,84.393,84
15061492,84.527,82
15061494,91.59,92
15061495,84.411,84
15061498,84.411,84
15061499,84.411,84
15061501,85.519,92
15061503,85.547,84
15061504,91.63,92
15061505,84.405,84
15061508,92.411,92
15061509,84.409,84
15061511,85.067,92
15061514,84.291,84
15061515,84.411,84
15061517,84.41,84
15061518,91.591,92
15061520,82.988,82
15061522,91.589,92
15061523,91.589,92
15061524,91.591,92
15061525,92.411,92
15061526,84.411,84
15061528,84.411,84
15061530,92.374,92
15061533,92.411,92
15061536,91.849,92
15061537,84.411,84
15061538,91.819,92
15061539,91.278,84
15061540,84.412,84
15061543,84.41,84
15061544,91.589,92
15061546,91.589,92
15061548,84.409,84
15061549,84.408,84
15061551,91.587,92
15061553,84.41,84
15061555,84.411,84
15061556,91.587,92
15061557,84.411,84
15061560,84.41,84
15061561,84.411,84
15061564,91.588,92
15061565,83.587,84
15061568,84.412,84
15061571,91.59,92
15061576,90.445,84
15061579,86.056,92
15061580,84.399,84
15061583,91.804,92
15061584,91.589,92
15061585,91.591,92
15061588,85.408,84
15061600,84.411,84
15061601,84.41,84
15061602,84.411,84
15061603,92.02,92
15061604,84.41,84
15061605,88.589,89
15061608,90.08,84
15061609,91.589,92
15061612,91.588,92
15061613,93.59,94
15061619,84.585,84
15061621,84.41,84
15061622,84.411,84
15061623,84.809,92
15061626,91.589,92
15061628,84.409,84
15061629,91.589,92
15061630,80.411,80
15061631,82.791,92
15061632,91.78,92
