X5.51,X4.46,X5.36,X5.94,X4.55,X0.57,X6.95,X2.97,X1.2,X0.99,X0.58,X6.89
5.51,4.46,5.36,5.94,4.55,0.57,6.95,2.97,1.2,0.99,0.58,6.89
