X9.05,X7.02,X8.42,X9.44,X7.12,X0.82,X10.85,X4.53,X1.74,X1.61,X1.02,X12.73
9.05,7.02,8.42,9.44,7.12,0.82,10.85,4.53,1.74,1.61,1.02,12.73
