,BA,BB,BC,BL,BRR,GBLUP,EGBLUP,RKHS,LASSO,RR,SVM,RF
15060025,311.892,312.292,311.933,312.037,311.939,312.485,311.94659,312.025,312.687,312.292,309.274,310.273
15060039,323.334,323.343,323.378,323.193,323.273,323.463,323.51735,323.531,323.413,323.391,328.305,327.651
15060056,317.661,317.67,317.618,317.586,317.55,318.483,318.17911,318.88,318.678,318.372,321.306,320.508
15060063,323.582,324.001,323.724,323.303,323.5,324.192,324.01725,323.25,324.037,323.596,328.306,325.402
15060070,321.491,321.477,321.518,321.447,321.482,321.164,321.36166,321.321,321.454,321.386,321.326,324.644
15060072,314.273,313.699,314.059,314.498,314.298,314.336,314.63876,315.599,313.203,313.787,316.308,315.342
15060081,311.353,311.812,311.262,311.598,311.261,311.093,311.95614,311.87,312.88,311.355,305.694,308.329
15060082,319.739,319.408,319.734,319.787,319.858,320.437,319.97844,320.071,319.84,319.967,320.836,320.904
15060085,320.771,321.098,320.708,320.721,320.656,320.266,320.50666,320.204,321.887,320.626,318.308,317.603
15060087,321.553,321.522,321.572,321.505,321.517,321.164,321.4194,321.366,321.454,321.429,320.973,326.682
15060090,323.234,323.334,323.325,323.166,323.246,323.243,323.54814,323.361,322.685,323.263,322.646,326.826
15060097,313.474,313.361,313.437,313.483,313.587,314.595,311.99875,315.127,311.548,313.555,310.692,311.816
15060101,319.936,320.066,319.96,319.899,319.977,319.921,320.03205,319.799,319.801,319.922,319.399,316.22
15060102,317.956,317.924,318.094,318.111,318.195,318.262,318.20768,318.292,317.449,318.156,322.466,311.331
15060114,318.913,318.736,318.761,318.829,318.773,319.011,318.79125,318.874,320.56,318.93,317.489,316.435
15060120,320.866,321.036,321.032,320.807,320.833,321.025,320.7272,320.642,321.606,320.993,322.306,321.297
15060122,323.202,323.383,323.326,323.156,323.221,323.236,323.43562,323.341,322.685,323.279,323.571,323.44
15060138,321.442,321.528,321.148,321.429,321.297,319.819,320.75323,320.561,322.504,320.818,320.417,321.541
15060160,322.973,322.479,322.433,322.881,322.305,322.673,322.78643,321.725,322.56,322.648,320.309,319.586
15060188,321.311,321.609,321.192,321.257,321.247,320.709,321.20168,321.265,322.186,321.255,326.308,324.494
15060190,315.375,315.847,315.625,315.557,315.218,315.507,316.04449,316.802,317.414,315.853,320.309,319.258
15060191,319.456,319.497,319.486,319.311,319.493,319.276,320.06956,319.939,319.551,319.341,324.524,324.627
15060215,318.833,318.752,318.691,318.719,318.713,318.836,318.98022,318.998,320.56,319.033,326.31,323.602
15060313,320.965,320.848,321.07,320.701,320.841,320.96,321.43869,321.286,320.613,321.394,322.928,324.886
15060320,323.524,323.843,323.624,323.341,323.524,322.843,323.68478,323.671,323.142,323.3,326.976,327.04
15060345,321.746,321.649,321.791,321.725,321.76,321.631,321.70642,321.688,321.329,321.645,320.694,320.067
15060383,320.995,320.889,321.053,320.75,320.885,321.058,321.44133,321.205,320.613,321.359,319.689,320.942
15060420,321.68,321.618,321.726,321.697,321.706,321.511,321.667,321.676,321.329,321.621,321.36,323.155
15060536,320.227,320.329,320.237,320.269,320.255,319.497,320.07953,319.792,320.749,320.272,319.691,319.665
15060543,316.735,316.958,316.612,316.582,316.449,316.12,316.48845,316.684,316.489,316.392,316.606,318.625
15060797,319.963,319.334,320.066,319.688,319.922,320.515,319.67088,319.963,318.215,320.036,320.309,319.654
15060846,323.473,323.432,323.486,323.349,323.458,323.321,323.78649,323.519,323.148,323.409,327.924,327.948
15060907,319.946,319.777,319.985,320.009,320.024,319.514,320.12668,319.793,317.282,319.992,321.311,320.846
15060909,321.13,320.859,321.244,321.111,321.179,321.063,321.50656,321.453,320.508,321.166,319.692,320.243
15060910,321.448,320.975,321.311,321.197,321.261,321.746,322.15207,321.824,320.004,321.667,328.309,325.161
15060933,316.688,316.891,316.538,316.522,316.399,315.911,316.40974,316.602,316.489,316.217,312.69,314.769
15060964,320.639,321.17,320.832,320.667,320.852,320.366,320.70864,320.293,320.714,320.523,321.433,321.376
15061007,320.571,321.042,320.756,320.567,320.765,320.094,320.68605,320.184,320.714,320.298,321.306,321.286
15061122,323.242,323.333,323.37,323.149,323.261,323.211,323.55914,323.353,323.148,323.203,324.291,327.374
15061204,316.787,315.983,316.287,316.569,316.531,317.47,317.91813,317.802,315.43,316.742,319.309,318.383
15061213,323.433,323.381,323.361,323.243,323.305,323.574,323.60278,323.531,323.413,323.499,323.184,325.277
15061215,323.431,323.311,323.368,323.236,323.311,323.615,323.60775,323.537,323.413,323.488,322.694,322.774
15061225,319.58,319.389,319.315,319.325,319.321,319.226,319.46252,319.339,321.309,319.434,328.31,324.654
15061226,316.707,317.1,316.94,316.81,316.766,317.764,317.12266,317.849,317.134,317.544,316.69,316.239
15061228,315.731,315.144,315.81,316.05,315.853,315.401,315.65418,316.059,315.411,315.759,312.693,313.601
15061237,316.576,316.853,316.446,316.462,316.302,315.929,316.31646,316.55,316.489,316.123,313.69,314.985
15061256,318.778,318.647,318.873,318.875,319.003,318.33,318.81806,319.074,319.105,318.941,317.16,323.165
15061257,316.449,316.909,316.629,316.879,316.54,315.232,316.7194,316.811,315.668,316.376,316.693,316.369
15061258,320.402,320.397,320.403,320.335,320.404,319.699,320.37031,320.181,319.83,320.065,320.692,320.936
15061259,321.452,321.436,321.458,321.412,321.43,321.303,321.2772,321.287,321.454,321.348,320.344,317.968
15061260,312.07,312.372,312.086,312.186,312.121,312.609,312.13863,312.157,312.687,312.411,310.644,316.48
15061261,311.932,312.311,311.957,312.093,312.005,312.8,312.00234,312.137,312.687,312.43,307.297,306.395
15061262,319.854,319.999,319.88,319.869,319.922,319.842,320.113,319.812,319.598,319.841,322.864,325.32
15061263,318.778,318.78,319.046,319.035,318.928,319.862,318.9999,318.656,318.889,318.867,317.691,319.167
15061264,319.675,319.672,319.59,319.596,319.636,319.097,319.56758,319.045,319.792,319.475,319.089,319.102
15061265,314.267,314.574,314.493,314.655,314.318,314.282,314.78597,314.796,314.317,314.501,315.343,311.046
15061270,315.753,316.025,315.798,315.77,315.822,315.663,315.83147,315.811,316.453,315.798,317.42,317.191
15061273,314.451,314.753,314.749,314.837,314.51,314.298,314.91536,314.896,314.687,314.618,317.308,314.258
15061274,316.2,316.688,316.604,316.659,316.601,317.247,316.83171,317.265,317.642,317.288,312.692,313.546
15061277,319.855,320.32,319.675,319.68,319.636,319.228,319.6418,319.273,320.588,319.219,319.309,319.519
15061279,321.5,321.474,321.583,321.303,321.487,322.243,321.38777,321.689,321.642,321.647,321.067,321.313
15061283,320.952,320.959,320.986,320.958,320.997,320.844,320.7597,320.791,320.722,320.975,321.524,322.388
15061286,320.466,320.029,320.24,320.359,320.369,320.671,320.27525,319.96,320.682,320.198,320.308,319.594
15061288,323.673,323.571,323.647,323.538,323.601,323.622,323.5272,323.439,323.284,323.613,318.981,318.673
15061289,323.39,323.334,323.399,323.242,323.325,323.59,323.60387,323.601,323.413,323.529,326.31,326.638
15061290,318.759,318.585,318.611,318.772,318.34,317.808,318.854,318.886,320.19,319.056,319.307,319.265
15061291,320.277,319.746,320.202,320.221,320.235,319.603,320.39317,320.248,319.431,320.063,318.97,318.876
15061293,318.176,319.126,318.389,318.229,318.157,319.359,318.71143,318.834,320.685,318.19,319.305,319.18
15061295,317.684,317.75,317.466,317.531,317.524,319.292,317.77355,318.321,318.268,317.586,319.306,319.024
15061297,318.701,318.617,318.795,318.809,318.916,318.364,318.81207,319.055,319.105,318.906,316.362,317.38
15061298,319.322,318.556,318.996,319.146,319.103,319.842,319.33083,319.387,319.312,319.282,319.692,319.557
15061301,318.937,318.238,318.666,318.784,318.745,319.323,319.17959,319.104,319.312,318.884,321.308,320.424
15061302,320.426,320.496,320.342,320.443,320.416,319.817,320.5555,320.688,321.799,320.638,321.179,321.087
15061303,321.315,321.025,321.396,321.316,321.323,321.344,321.7067,321.527,320.887,321.317,322.309,322.209
15061305,317.71,318.203,317.759,317.832,317.713,316.638,318.44681,318.366,318.513,317.715,319.276,319.04
15061308,324.028,323.96,324.083,324.018,324.029,323.862,323.80276,323.763,323.659,323.87,323.104,322.682
15061312,320.29,319.819,320.305,320.251,320.275,319.656,320.43979,320.259,319.431,320.091,319.574,319.496
15061313,319.504,319.448,319.499,319.344,319.504,319.279,320.01911,319.899,319.68,319.337,322.693,321.143
15061314,322.155,322.39,322.338,321.917,322.084,322.091,322.07284,321.859,322.179,321.921,323.175,323.322
15061317,319.973,320.081,319.928,319.973,319.986,320.233,320.04173,319.872,319.801,320.058,321.309,320.567
15061318,322.613,322.974,322.557,322.374,322.304,322.374,322.0047,322.014,322.784,322.171,328.305,324.99
15061319,311.931,312.293,311.932,312.053,311.983,312.564,312.01431,312.103,312.687,312.296,311.31,312.425
15061320,319.661,319.911,319.494,319.509,319.588,320.035,320.88299,319.91,319.937,319.931,321.308,320.568
15061323,318.703,318.603,318.627,318.632,318.671,318.417,318.69508,318.58,318.009,318.495,321.309,319.766
15061324,315.676,316.047,315.385,315.601,315.324,315.854,315.08887,315.933,319.693,315.506,314.692,314.924
15061327,312.206,312.655,312.292,312.302,312.247,313.227,312.37982,312.471,313.273,312.684,312.898,318.093
15061330,320.595,320.241,320.137,320.291,320.203,319.946,320.82281,320.136,320.915,320.94,321.305,321.108
15061331,318.456,318.485,318.484,318.678,318.469,319.028,318.86763,318.538,317.694,318.179,319.306,319.309
15061333,316.154,316.435,316.004,316.66,316.232,316.378,315.81315,315.888,317.254,316.707,305.692,310.745
15061334,322.273,322.797,321.885,322.093,322.073,323.323,321.84458,322.265,323.158,322.515,326.307,324.194
15061335,317.388,316.504,317.276,317.428,317.641,317.81,317.86809,318.233,314.272,317.338,318.874,318.908
15061336,321.934,322.423,321.987,321.845,321.738,321.784,320.65745,320.937,322.396,321.676,321.306,321.461
15061340,321.452,321.467,321.479,321.43,321.413,321.236,321.2597,321.266,321.454,321.374,320.694,321.298
15061342,321.014,320.963,321.048,321.029,321.049,320.806,320.81894,320.834,320.722,320.982,320.851,321.873
15061346,321.881,321.82,321.965,321.875,321.9,321.495,321.82485,321.733,321.699,321.688,321.74,322.816
15061347,316.502,316.782,316.682,316.538,316.608,317.097,316.5766,316.877,316.998,316.935,317.427,316.316
15061348,320.993,320.987,321.037,320.993,321.001,320.808,320.78061,320.83,320.722,320.969,321.308,321.215
15061349,318.759,317.827,318.804,318.799,318.687,316.681,318.86541,318.189,316.75,317.97,318.307,318.398
15061350,320.199,319.701,320.206,320.151,320.172,319.632,320.39391,320.249,319.431,320.051,320.619,323.096
15061352,324.062,323.953,324.083,324.057,324.033,324.027,323.93923,323.866,323.659,323.931,327.846,328.524
15061353,320.957,320.941,320.996,320.979,321.003,320.806,320.77607,320.814,320.722,320.961,320.948,324.033
15061355,320.956,320.989,321.048,320.968,321.006,320.844,320.75217,320.81,320.722,320.974,321.965,325.504
15061356,323.327,323.373,323.428,323.243,323.32,323.198,323.49126,323.258,323.148,323.226,319.693,321.126
15061357,315.738,316.098,315.812,315.923,315.816,316.989,315.96909,316.223,316.824,316.175,313.755,317.771
15061360,320.945,320.922,321.016,320.932,320.996,320.844,320.74479,320.798,320.722,320.953,321.609,324.929
