X6.05,X4.8,X5.83,X6.81,X4.87,X0.68,X6.94,X3.01,X0.92,X1.19,X0.66,X231.96
6.05,4.8,5.83,6.81,4.87,0.68,6.94,3.01,0.92,1.19,0.66,231.96
