,PREDICTED,ACTUAL
15060025,41.649,44
15060039,43.651,44
15060056,40.569,44
15060063,22.847,16
15060070,16.379,16
15060072,43.402,44
15060081,41.667,44
15060082,29.107,44
15060085,42.969,44
15060087,16.345,16
15060090,39.567,44
15060097,44.328,44
15060101,41.14,44
15060102,38.959,44
15060114,41.358,44
15060120,20.357,16
15060122,40.054,44
15060138,24.616,16
15060160,41.991,44
15060188,29.345,44
15060190,39.901,44
15060191,43.871,44
15060215,41.251,44
15060313,35.316,44
15060320,41.766,44
15060345,43.632,44
15060383,35.467,44
15060420,43.35,44
15060536,32.379,44
15060543,41.55,44
15060797,40.049,44
15060846,39.812,44
15060907,30.625,16
15060909,43.924,44
15060910,22.929,16
15060933,41.572,44
15060964,41.846,44
15061007,41.777,44
15061122,40.093,44
15061204,42.158,44
15061213,43.867,44
15061215,44.137,44
15061225,41.929,44
15061226,40.646,44
15061228,25.181,16
15061237,41.472,44
15061256,41.823,44
15061257,26.465,16
15061258,17.526,16
15061259,16.498,16
15061260,41.691,44
15061261,41.702,44
15061262,41.404,44
15061263,42.506,44
15061264,42.544,44
15061265,41.751,44
15061270,24.623,44
15061273,41.936,44
15061274,40.706,44
15061277,43.625,44
15061279,30.973,44
15061283,34.956,44
15061286,36.276,44
15061288,43.472,44
15061289,43.739,44
15061290,43.233,44
15061291,40.113,44
15061293,23.189,16
15061295,21.101,19
15061297,41.714,44
15061298,39.75,44
15061301,39.527,44
15061302,39.486,44
15061303,44.024,44
15061305,36.924,44
15061308,15.883,6
15061312,40.421,44
15061313,43.962,44
15061314,37.7,44
15061317,41.167,44
15061318,36.562,44
15061319,41.888,44
15061320,43.537,44
15061323,42.124,44
15061324,43.056,44
15061327,41.355,44
15061330,41.026,44
15061331,40.387,44
15061333,37.917,44
15061334,36.993,44
15061335,40.666,44
15061336,37.545,44
15061340,16.286,16
15061342,35.216,44
15061346,43.484,44
15061347,20.764,44
15061348,34.93,44
15061349,41.068,44
15061350,40.314,44
15061352,16.179,44
15061353,35.148,44
15061355,35.085,16
15061356,39.369,44
15061357,33.691,16
15061360,35.063,44
15061365,43.882,44
15061367,43.962,44
15061368,42.921,44
15061369,42.921,44
15061370,43.488,44
15061376,43.445,44
15061377,41.928,44
15061378,40.802,44
15061380,20.459,16
15061382,42.23,44
15061384,16.533,16
15061385,16.419,16
15061386,42.84,44
15061388,37.109,44
15061389,16.102,16
15061390,16.192,16
15061391,15.873,16
15061392,40.957,44
15061404,16.085,6
15061405,41.791,44
15061406,35.041,44
15061410,43.737,44
15061411,37.698,44
15061414,15.857,16
15061415,28.604,44
15061417,15.954,16
15061418,15.719,16
15061419,16.505,16
15061420,43.537,44
15061421,40.719,44
15061422,44.484,44
15061424,17.721,16
15061425,43.521,44
15061428,43.433,44
15061430,43.47,44
15061434,28.631,16
15061436,41.235,44
15061437,42.103,44
15061438,15.952,6
15061439,41.775,44
15061441,16.323,16
15061442,37.749,44
15061443,40.977,44
15061444,36.698,44
15061445,16.405,6
15061447,40.63,44
15061449,33.922,44
15061454,34.441,44
15061458,43.661,44
15061459,15.938,6
15061461,43.546,44
15061463,42.728,44
15061469,41.714,44
15061470,39.866,44
15061471,39.165,21
15061475,41.517,44
15061476,24.42,16
15061478,16.701,16
15061479,43.673,44
15061480,16.455,16
15061481,43.96,44
15061484,24.537,19
15061485,40.846,44
15061486,16.438,6
15061489,16.106,16
15061490,16.019,16
15061491,15.882,16
15061492,15.833,6
15061494,24.382,16
15061495,20.215,16
15061498,15.328,6
15061499,43.907,44
15061501,26.586,16
15061503,43.686,44
15061504,40.846,19
15061505,36.06,21
15061508,37.56,16
15061509,39.005,44
15061511,39.089,44
15061514,41.647,44
15061515,40.998,19
15061517,35.007,17
15061518,44.021,44
15061520,31.092,44
15061522,29.313,16
15061523,16.4,16
15061524,24.346,16
15061525,37.818,44
15061526,18.289,16
15061528,18.83,6
15061530,37.92,44
15061533,36.539,44
15061536,35.01,16
15061537,41.388,44
15061538,16.375,16
15061539,16.782,44
15061540,43.928,44
15061543,43.774,44
15061544,16.984,16
15061546,16.36,16
15061548,37.456,44
15061549,30.219,21
15061551,41.387,44
15061553,42.962,44
15061555,37.947,17
15061556,41.556,44
15061557,41.801,44
15061560,44.351,44
15061561,35.123,44
15061564,43.964,44
15061565,34.658,17
15061568,38.722,44
15061571,40.512,44
15061576,39.175,21
15061579,16.513,16
15061580,34.634,17
15061583,41.759,44
15061584,42.802,44
15061585,38.8,21
15061588,40.536,17
15061600,40.356,44
15061601,34.791,16
15061602,40.934,44
15061603,16.39,6
15061604,43.233,44
15061605,43.88,44
15061608,39.635,44
15061609,16.593,6
15061612,28.373,16
15061613,41.893,44
15061619,15.657,16
15061621,27.278,44
15061622,36.288,44
15061623,41.895,44
15061626,20.849,16
15061628,39.047,44
15061629,20.094,16
15061630,18.59,16
15061631,18.441,16
15061632,41.958,44
15061638,41.929,44
15061640,17.217,16
15061641,36.712,44
15061642,41.385,44
15061645,16.579,6
15061646,41.303,44
15061648,37.588,38
15061650,43.619,44
15061651,37.796,45
15061654,42.227,44
15061656,39.06,38
15061658,41.467,38
15061661,41.939,44
15061662,33.288,16
15061666,16.572,16
15061667,24.58,16
15061668,43.621,44
15061669,41.795,44
15061670,36.812,44
15061671,37.779,44
15061676,35.243,44
15061677,15.987,6
15061678,15.892,6
15061679,27.528,16
15061680,36.396,21
15061682,41.586,21
15061683,34.711,16
15061684,43.078,44
15061685,24.568,21
15061686,35.128,21
15061687,40.994,44
15061688,35.158,44
15061689,15.862,6
15061690,16.053,6
15061702,16.873,6
15061704,41.772,44
15061707,21.202,16
15061709,42.035,44
15061710,18.852,16
15061712,33.943,44
15061713,41.937,44
15061714,28.495,16
15061718,33.579,21
15061719,41.197,44
15061720,27.142,17
15061721,26.859,24
15061722,35.336,44
15061723,26.628,16
15061724,19.779,16
15061725,28.497,16
15061726,22.763,16
15061731,15.857,16
15061733,16.779,44
15061734,15.719,16
15061735,28.863,44
15061736,17.511,16
15061738,15.818,16
15061740,22.751,16
15061742,43.663,44
15061744,43.262,44
15061747,41.178,44
15061753,15.891,6
15061754,42.548,44
15061756,26.128,21
15061758,40.832,44
15061759,41.973,44
15061760,17.721,16
15061762,20.203,16
15061763,27.398,16
15061764,39.09,44
15061765,39.142,44
15061767,42.72,44
15061768,37.552,44
15061771,15.583,16
15061772,42.841,44
15061776,40.844,44
15061777,27.193,16
15061778,15.835,6
15061784,15.854,16
15061788,24.596,44
15061789,40.775,44
15061790,27.566,44
15061797,15.883,16
15061798,43.827,44
15061799,27.331,16
15061800,37.997,44
15061801,42.513,44
15061808,42.832,44
15061811,41.702,44
15061813,40.888,44
15061815,41.574,44
15061826,43.063,44
15061905,43.811,45
15061907,46.156,48
15061908,28.752,16
15061909,42.801,44
15061910,41.84,44
15061911,43.99,44
15061912,42.086,44
15061915,44.12,44
15061917,43.553,44
15061918,40.622,44
15061927,23.644,16
15061928,30.499,16
15061929,38.182,44
15061932,44.149,44
15061933,35.089,44
15061934,17.873,16
15061935,44.073,44
15061939,16.376,44
15061941,41.701,44
15061942,34.423,44
15061944,38.587,44
15061945,43.271,44
15061946,20.188,16
15061948,35.155,44
15061949,39.199,44
15061951,43.55,44
15061952,17.466,16
15061953,16.536,6
15061954,43.63,44
15061957,40.424,44
15061960,16.831,6
15061961,16.637,6
15061962,44.06,44
15061963,15.806,6
15061965,42.249,44
15061967,24.38,16
15061968,27.341,44
15061969,42.747,44
15062036,35.646,44
15062038,43.627,44
15062039,43.768,44
15062046,42.194,44
15062050,41.48,44
15062051,43.404,44
15062052,43.651,44
15062053,43.919,44
15062063,35.129,44
15062069,24.282,16
15062071,41.127,44
15062080,36.987,44
15062081,18.622,6
15062092,35.272,44
15062094,16.404,6
15062097,42.014,44
15062098,43.289,44
15062099,41.689,44
15062100,42.124,44
15062101,24.5,16
15062102,41.831,44
15062103,31.953,44
15062104,33.917,44
15062105,16.851,16
15062106,15.725,6
15062107,38.037,44
15062108,15.769,16
15062109,43.715,44
15062111,30.451,16
15062112,16.681,16
15062114,16.643,16
15062115,16.49,16
15062117,43.453,44
15062118,43.553,44
15062119,33.198,16
15062124,38.737,19
15062126,20.828,16
15062130,40.696,44
15062137,15.459,6
15062138,19.932,16
15062139,28.781,44
15062142,43.71,44
15062143,24.471,16
15062144,16.659,16
15062145,20.764,16
15062150,24.894,16
15062151,18.841,6
15062152,16.146,16
15062153,16.076,44
15062331,39.971,44
15062332,39.958,44
15062333,21.425,16
15062334,39.621,44
15062335,36.123,44
15062337,43.599,44
15062338,43.585,44
15062344,31.937,44
15062348,43.587,44
15062349,33.831,44
15062351,20.455,16
15062353,41.66,44
15062354,43.432,44
15062357,16.759,16
15062359,43.735,44
15062360,42.565,44
15062361,30.748,44
15062363,44.082,44
15062366,44.078,44
15062367,16.722,16
15062370,33.776,44
15062371,40.055,44
15062372,40.603,44
