,BA,BB,BC,BL,BRR,GBLUP,EGBLUP,RKHS,LASSO,RR,SVM,RF
15060021,17.108,17.954,17.575,17.636,16.934,16.82,17.10736,17.408,21.035,17.345,9.199,10.027
15060025,33.009,33,32.917,32.983,33.034,32.889,32.98385,33.102,32.475,32.857,37.085,36.059
15060027,27.563,27.658,27.545,27.922,27.488,26.202,27.14837,25.856,28.633,26.753,27.797,24.755
15060039,30.799,30.659,30.919,31.122,30.962,30.375,30.535,30.397,30.512,30.404,29.204,28.871
15060042,27.596,27.324,27.35,27.492,27.698,26.067,27.68813,27.798,27.429,27.864,27.208,26.7
15060056,33.083,31.078,31.49,31.843,32.33,31.944,32.36628,34.827,27.169,33.096,45.802,37.828
15060063,29.122,28.353,28.912,29,28.954,29.918,29.12351,29.58,29.966,29.525,30.201,29.21
15060070,17.16,17.703,17.562,17.656,17.154,17.595,17.39544,16.943,18.241,17.465,9.942,9.406
15060081,36.434,35.126,35.724,35.377,36.207,36.436,35.58218,35.732,35.344,36.06,39.797,39.473
15060085,14.888,15.352,16.071,15.832,15.659,17.939,16.43675,17.388,14.899,17.201,12.204,13.6
15060087,17.139,17.519,17.466,17.573,17.07,17.595,17.4348,16.878,18.208,17.356,9.793,12.756
15060097,43.067,44.558,43.445,43.577,42.837,43.346,40.62236,37.755,44.639,42.715,34.341,35.82
15060102,16.819,16.425,17.006,17.167,17.11,17.065,17.31105,17.681,16.876,17.022,14.15,22.489
15060112,26.309,26.571,26.354,26.391,26.377,25.915,26.35699,26.253,26.414,26.186,27.428,24.758
15060114,29.63,29.787,29.714,29.714,29.654,29.635,29.80215,29.829,30.011,29.523,31.794,31.187
15060120,35.084,34.262,34.077,33.893,34.692,35.765,34.08299,34.26,33.987,34.418,40.799,36.659
15060121,16.929,18.004,17.599,17.617,16.938,17.276,17.61818,17.519,18.415,17.769,14.796,15.94
15060122,30.835,31.135,31.139,31.157,30.883,30.957,30.96737,31.436,31.161,31.254,31.801,32.908
15060138,35.251,33.716,33.661,33.868,34.862,33.554,33.49977,33.371,36.46,34.232,37.795,34.943
15060160,36.619,35.279,35.719,35.044,36.348,32.654,34.23555,33.136,34.88,33.553,31.802,30.493
15060187,24.456,24.43,24.963,24.485,24.648,24.385,24.91963,25.951,24.743,24.79,28.274,23.594
15060188,26.403,26.215,25.459,25.023,25.798,25.807,25.25849,27.208,22.993,26.6,38.798,35.12
15060190,25.861,26.14,26.406,26.579,26.11,27.091,26.81224,26.929,27.289,26.444,30.796,27.578
15060191,38.174,37.939,37.863,38.053,38.142,37.857,37.88248,38.124,38.182,38.372,40.159,41.159
15060214,44.468,44.197,43.493,43.76,44.364,42.313,43.15389,42.14,40.91,42.923,45.792,40.913
15060313,37.324,37.6,37.176,36.859,37.205,36.517,37.36975,36.702,37.339,36.987,43.582,40.868
15060320,39.427,38.716,38.738,38.403,39.345,37.617,38.115,38.347,38.67,38.314,43.204,42.742
15060345,33.278,32.947,33.016,32.942,33.218,32.777,33.02496,33.166,32.887,32.992,35.053,38.545
15060383,37.501,37.602,37.288,36.945,37.402,36.851,37.3409,36.587,37.339,36.985,36.2,37.34
15060420,33.458,33.223,33.144,33.128,33.426,33.599,33.1147,33.384,32.911,33.232,34.875,35.344
15060543,35.948,34.869,35.345,35.486,35.554,36.404,35.4067,35.113,34.493,35.889,33.202,34.881
15060570,40.376,38.966,39.341,39.168,40.081,39.675,39.92927,38.999,39.214,39.796,45.797,40.222
15060797,20.351,21.427,20.607,20.499,20.302,18.847,20.7685,22.423,23.306,20.703,20.205,22.463
15060846,31.033,31.016,31.33,31.151,31.024,31.56,31.10916,31.266,30.732,31.057,30.798,31.095
15060907,41.036,39.749,40.232,39.85,40.98,42.175,40.03429,38.729,37.529,41.12,41.797,38.699
15060910,35.915,35.044,35.546,35.192,35.854,35.333,35.76884,35.654,33.733,35.865,37.797,36.235
15060933,36.241,35.131,35.673,35.73,35.848,36.348,35.6696,35.188,34.493,35.839,37.795,36.67
15060964,25.319,25.271,25.373,25.929,25.466,26.99,25.4223,25.281,25.073,25.455,24.671,22.684
15061007,25.119,25.271,25.396,25.861,25.349,26.004,25.42943,25.279,25.05,25.192,31.802,27.378
15061011,32.063,32.252,32.134,32.239,32.155,32.624,32.22993,32.537,32.314,32.193,37.452,35.248
15061122,31.165,31.416,31.391,31.419,31.166,31.372,31.15915,31.541,31.161,31.357,32.805,33.074
15061204,15.626,16.546,16.69,16.697,16.071,16.773,16.27587,19.492,16.751,15.393,12.204,16.656
15061213,30.248,30.386,30.511,30.551,30.344,30.836,30.28021,30.497,30.104,30.318,29.889,29.006
15061215,30.505,30.456,30.705,30.706,30.598,30.318,30.56173,30.441,30.104,30.322,29.205,28.439
15061216,20.052,19.93,21.622,21.315,20.619,22.508,20.54243,21.183,21.781,20.028,12.202,19.254
15061225,29.822,30.041,29.93,29.647,29.815,30.008,30.0129,30.267,30.481,29.839,31.795,31.886
15061226,40.52,39.341,39.601,39.997,40.105,39.04,39.4411,38.135,40.12,39.829,39.792,38.357
15061228,17.883,19.599,19.41,19.119,18.526,18.698,18.78976,19.161,21.117,17.901,12.201,15.494
15061237,35.695,34.642,35.019,35.166,35.194,36.188,35.22249,35.016,34.332,35.22,37.799,36.61
15061256,18.677,20.445,20.19,20.048,19.036,18.766,20.29743,18.862,20.776,18.471,12.201,16.947
15061257,36.773,36.999,36.455,36.54,36.699,35.547,36.73356,36.374,37.18,36.923,37.798,36.359
15061259,17.419,17.769,17.734,17.756,17.392,17.779,17.57157,17.181,18.241,17.645,12.235,10.258
15061260,32.263,32.333,32.298,32.39,32.3,32.429,32.37443,32.588,32.475,32.378,33.156,21.937
15061262,27.05,26.978,27.12,27.009,26.985,27.173,27.31501,27.771,26.827,27.078,28.052,26.744
15061263,23.397,24.822,24.64,24.958,24.061,24.662,24.01378,24.248,25.452,23.784,17.204,20.766
15061264,30.676,30.222,30.126,29.85,30.523,30.012,30.38833,30.591,32.761,30.596,33.795,32.707
15061265,30.175,30.98,30.49,30.513,30.405,30.497,30.07511,29.81,31.375,30.19,30.204,29.05
15061270,36.009,35.55,35.082,34.922,35.665,34.721,35.02558,35.429,34.396,34.92,37.798,38.538
15061273,30.261,30.998,30.501,30.511,30.414,30.633,30.0424,29.908,31.375,30.359,31.539,32.238
15061274,33.671,33.41,33.117,32.942,33.482,33.624,31.92221,32.903,32.935,33.035,35.803,34.159
15061277,42.409,40.585,42.058,41.746,42.032,42.307,40.96219,40.09,38.199,42.098,39.798,39.174
15061282,29.198,29.527,29.371,29.385,29.276,29.307,29.31186,29.358,29.987,29.186,27.2,26.84
15061283,26.325,26.338,26.325,26.38,26.369,26.037,26.34962,26.305,26.298,26.204,27.282,31.554
15061286,32.597,31.716,31.855,31.906,32.317,32.032,32.39651,32.054,31.775,31.822,30.204,32.028
15061288,30.894,30.547,30.922,31.009,30.816,30.521,30.63125,30.809,30.536,30.696,33.798,32.823
15061289,30.758,31.05,30.872,30.974,30.711,30.729,30.59964,30.532,31.317,30.525,30.798,30.378
