,PREDICTED,ACTUAL
15060021,54.683,44
15060025,60.802,66
15060027,54.763,54
15060039,52.016,50
15060042,65.239,66
15060056,65.237,66
15060063,64.333,71
15060070,54.76,54
15060081,58.332,58
15060085,58.763,58
15060087,54.476,50
15060097,58.765,58
15060102,64.616,54
15060112,54.603,44
15060114,54.76,54
15060120,70.239,71
15060121,66.994,58
15060122,49.329,44
15060138,44.765,44
15060160,58.597,58
15060187,54.765,54
15060188,57.892,58
15060190,62.543,71
15060191,68.238,69
15060214,54.764,54
15060313,49.342,50
15060320,66.762,66
15060345,65.908,71
15060383,52.24,53
15060420,63.818,58
15060543,62.66,54
15060570,54.763,54
15060797,54.76,54
15060846,55.338,54
15060907,54.763,54
15060910,46.794,44
15060933,65.238,66
15060964,53.764,53
15061007,53.926,54
15061011,54.761,54
15061122,54.762,54
15061204,54.766,54
15061213,58.571,63
15061215,55.226,54
15061216,65.238,66
15061225,63.773,66
15061226,58.323,58
15061228,57.239,58
15061237,68.476,76
15061256,54.765,54
15061257,65.238,66
15061259,55.48,44
15061260,58.762,58
15061262,58.27,58
15061263,58.762,58
15061264,54.767,54
15061265,65.24,66
15061270,64.79,54
15061273,64.36,54
15061274,44.765,44
15061277,57.237,58
15061282,57.235,58
15061283,56.898,66
15061286,54.762,54
15061288,63.692,66
15061289,57.544,66
15061290,71.241,72
15061291,57.876,54
15061293,65.235,66
15061295,63.891,71
15061296,65.237,66
15061298,65.238,66
15061299,54.76,54
15061303,57.643,66
15061307,54.817,54
15061312,59.386,69
15061313,68.239,69
15061314,65.924,76
15061317,59.326,66
15061318,54.764,54
15061319,58.545,72
15061320,58.776,72
15061323,54.011,54
15061324,54.762,54
15061329,53.728,54
15061334,65.238,66
15061335,61.193,66
15061337,54.761,54
15061338,57.362,66
15061340,54.762,54
15061344,59.895,71
15061345,66.398,69
15061346,64.657,54
15061347,54.76,54
15061348,56.381,58
15061349,58.763,58
15061350,58.762,58
15061352,59.351,66
15061353,54.764,54
15061355,54.511,54
15061356,55.207,54
15061357,53.85,54
15061358,58.378,53
15061360,54.599,54
15061364,55.498,76
15061365,54.76,54
15061367,54.76,54
15061369,66.997,66
15061376,64.932,54
15061378,59.685,54
15061380,54.764,54
15061382,50.76,50
15061383,54.427,50
15061384,54.716,54
15061388,58.762,58
15061390,57.309,54
15061391,57.04,54
15061392,54.762,54
15061394,61.069,66
15061396,58.893,66
15061404,58.6,66
15061406,54.706,54
15061410,57.83,54
15061411,64.497,50
15061414,57.469,66
15061415,53.763,53
15061417,56.892,58
15061418,56.298,66
15061419,54.759,54
15061420,58.776,54
15061421,65.237,66
15061422,54.763,54
15061424,54.761,54
15061425,61.23,54
15061428,65.238,66
15061430,64.346,54
15061435,60.095,54
15061436,50.766,50
15061437,69.656,71
15061439,66.213,54
15061441,66.762,66
15061442,66.439,66
15061444,61.238,62
15061445,66.718,54
15061447,53.759,53
15061449,58.473,71
15061454,54.762,54
15061458,65.817,66
15061459,56.571,50
15061461,65.755,69
15061463,54.76,54
15061469,57.236,58
15061470,61.258,66
15061471,54.177,54
15061475,63.983,71
15061476,61.995,71
15061478,54.759,54
15061479,65.238,66
15061480,66.214,54
15061481,67.51,54
15061484,65.628,72
15061485,60.458,66
15061486,56.48,54
15061489,59.004,66
15061490,56.627,66
15061491,57.123,69
15061492,55.309,54
15061493,54.764,54
15061494,54.763,54
15061495,56.77,72
15061496,54.903,54
15061499,68.239,69
15061500,50.764,50
15061501,64.591,50
15061503,65.235,66
15061504,54.76,54
15061505,56.569,66
15061507,67.629,69
15061508,66.197,66
15061509,65.78,66
15061511,64.265,50
15061515,57.238,58
15061516,65.239,66
15061517,54.761,54
15061518,65.237,66
15061521,65.238,66
15061522,65.239,66
15061524,56.058,62
15061525,67.357,72
15061526,54.761,54
15061528,65.012,66
15061529,65.399,66
15061530,66.761,66
15061533,58.073,53
15061534,57.459,50
15061535,54.765,54
15061536,68.235,69
15061540,69.87,72
15061542,64.568,50
15061543,65.235,66
15061544,50.761,50
15061546,53.657,54
15061548,54.762,54
15061549,53.761,53
15061550,54.762,54
15061553,54.766,54
15061555,54.764,54
