,BA,BB,BC,BL,BRR,GBLUP,EGBLUP,RKHS,LASSO,RR,SVM,RF
15060025,36.097,36.51,36.061,36.128,36.081,36.284,36.04761,36.126,36.573,36.152,35.963,29.148
15060039,36.696,36.961,36.92,36.65,36.977,36.595,37.16649,36.876,36.507,36.662,39.495,39.479
15060056,35.038,33.29,34.697,35.211,34.698,35.396,34.18975,34.883,32.912,35.53,29.624,30.965
15060063,36.955,38.134,37.652,36.887,37.853,36.722,38.49729,37.298,38.461,36.83,46.377,42.021
15060070,38.401,38.231,38.74,38.342,38.897,37.918,39.02936,38.755,37.966,38.104,41.375,41.483
15060072,35.418,35.733,35.468,35.423,35.354,35.612,35.37489,35.045,36.118,35.251,35.451,34.883
15060081,35.214,36.061,35.002,35.269,34.798,35.41,34.86289,35.124,36.717,35.402,29.622,31.392
15060082,34.297,34.456,33.44,34.385,33.083,35.387,32.81459,34.323,34.349,35.153,27.666,27.53
15060085,36.067,36.08,35.987,35.948,35.905,36.442,35.60452,35.878,35.638,36.223,33.622,33.762
15060087,38.382,38.212,38.713,38.313,38.867,37.918,39.05272,38.757,37.966,38.106,40.859,36.352
15060090,32.992,32.83,32.706,33.063,32.64,33.076,32.44498,32.829,32.917,32.953,32.623,33.347
15060097,32.466,32.424,31.873,32.641,31.641,32.748,28.8154,32.457,32.447,32.255,24.626,27.268
15060101,34.007,34.182,33.496,34.069,33.32,34.274,32.91714,33.353,33.855,34.052,31.473,36.987
15060102,35.991,35.351,35.763,36.049,35.771,36.131,35.50298,35.761,35.933,36.16,36.095,30.361
15060114,34.331,34.235,34.296,34.415,34.197,34.479,34.20873,34.301,34.286,34.426,34.438,34.815
15060120,35.507,35.431,35.101,35.485,34.929,35.494,34.92628,35.449,35.523,35.713,37.378,34.54
15060122,33.062,33.095,32.782,33.109,32.728,33.157,32.49587,32.908,33.429,33.003,35.376,34.997
15060138,37.425,37.597,37.528,37.369,37.42,37.234,36.9364,36.968,37.7,37.337,36.431,35.763
