,PREDICTED,ACTUAL
15060021,35.26,41
15060025,33.682,19
15060027,31.047,35
15060039,36.506,42
15060042,37.977,42
15060056,32.278,29
15060063,35.037,32
15060070,37.524,42
15060081,33.433,29
15060085,35.033,26
15060087,37.505,32
15060097,34.5,42
15060102,36.369,29
15060112,35.209,35
15060114,28.981,35
15060120,35.13,38
15060121,34.764,41
15060122,33.818,36
15060138,35.159,36
15060160,33.151,32
15060187,35.233,35
15060188,36.241,11
15060190,31.997,31
15060191,33.753,37
15060214,34.175,37
15060313,31.471,33
15060320,35.743,39
15060345,38.527,39
15060383,31.43,29
15060420,38.496,35
15060543,35.274,47
15060570,32.652,32
15060797,35.056,41
15060846,33.796,32
15060907,34.32,41
15060910,33.413,42
15060933,35.188,32
15060964,37.701,47
15061007,37.779,35
15061011,33.813,33
15061122,33.808,35
15061204,30.374,16
15061213,36.454,35
15061215,36.398,42
15061216,32.965,32
15061225,28.81,24
15061226,31.552,23
15061228,35.512,35
15061237,35.39,32
15061256,33.59,35
15061257,34.567,42
15061259,37.568,41
15061260,33.833,35
15061262,33.333,40
15061263,32.444,16
15061264,31.779,33
15061265,34.802,42
15061270,35.052,47
15061273,34.859,32
15061274,36.938,42
15061277,34.411,29
15061282,29.041,6
15061283,35.236,42
15061286,36.627,35
15061288,36.545,35
15061289,36.453,35
15061290,34.334,33
15061291,35.166,42
15061293,31.864,11
15061295,31.919,11
15061296,35.881,35
15061298,36.037,42
15061299,28.995,26
15061303,35.036,33
15061307,35.529,35
15061312,35.193,35
15061313,33.784,39
15061314,35.506,36
15061317,33.178,35
15061318,36.69,47
15061319,33.751,40
15061320,30.119,35
15061323,29.175,36
15061324,35.975,47
15061329,37.313,42
15061334,36.705,47
15061335,33.5,36
15061337,35.217,42
15061338,37.54,35
15061340,37.485,35
15061344,35.21,39
15061345,38.521,35
15061346,38.518,32
15061347,35.283,42
15061348,35.232,29
15061349,34.278,32
15061350,35.238,35
15061352,35.112,36
15061353,35.234,35
15061355,35.21,41
15061356,33.725,26
15061357,37.243,35
15061358,33.813,36
15061360,35.263,41
15061364,35.219,41
15061365,36.477,35
15061367,36.477,35
15061369,34.748,32
15061376,38.477,35
15061378,33.617,26
15061380,35.316,47
15061382,28.899,18
15061383,35.187,41
15061384,37.537,41
15061388,32.592,26
15061390,35.071,41
15061391,35.122,41
15061392,34.447,36
15061394,33.322,37
15061396,33.302,41
15061404,35.126,35
15061406,35.241,32
15061410,35.553,32
15061411,35.826,35
15061414,35.141,19
15061415,36.082,36
15061417,35.08,47
15061418,35.161,16
15061419,37.559,42
15061420,30.119,16
15061421,33.748,35
15061422,37.342,41
15061424,33.305,42
15061425,38.511,42
15061428,38.405,42
15061430,38.435,47
15061435,33.324,42
15061436,36.988,42
15061437,30.685,26
15061439,30.66,16
15061441,30.711,8
15061442,35.674,35
15061444,35.452,32
15061445,30.727,42
15061447,37.337,42
15061449,37.906,42
15061454,37.853,42
15061458,38.511,47
15061459,35.16,42
15061461,38.452,32
15061463,36.303,42
15061469,35.379,35
15061470,33.709,22
15061471,33.8,32
15061475,33.917,42
15061476,37.685,42
15061478,37.507,42
15061479,37.257,42
15061480,30.767,42
15061481,33.758,25
15061484,35.026,19
15061485,36.897,37
15061486,33.007,32
15061489,35.233,35
15061490,35.07,42
15061491,35.141,41
15061492,35.079,41
15061493,35.297,41
15061494,33.365,29
15061495,35.329,41
15061496,35.287,41
15061499,33.702,39
15061500,36.879,39
15061501,34.359,32
15061503,37.378,35
15061504,29.056,35
15061505,36.712,42
15061507,35.702,42
15061508,35.744,29
15061509,36.38,39
15061511,36.465,42
15061515,33.302,31
15061516,34.361,35
15061517,35.238,42
15061518,37.498,41
15061521,38.263,41
15061522,37.047,32
15061524,33.387,42
15061525,35.835,42
15061526,33.406,35
15061528,35.129,16
15061529,36.344,36
15061530,35.731,37
15061533,36.04,41
15061534,35.265,42
15061535,35.726,41
15061536,35.932,41
15061540,33.652,32
15061542,33.769,41
15061543,36.682,41
15061544,38.058,47
15061546,38.012,41
15061548,33.945,42
15061549,32.901,32
15061550,33.432,42
15061553,33.201,41
15061555,34.114,35
15061556,37.018,28
15061560,32.722,32
15061561,35.449,36
15061564,37.72,42
15061565,31.308,26
15061566,37.513,42
15061568,36.102,37
15061571,32.827,28
15061575,34.866,35
15061576,33.675,36
15061577,37.379,47
15061578,37.305,36
15061579,30.935,42
15061580,35.248,42
15061583,28.941,18
15061584,36.662,41
15061585,33.815,24
15061586,33.805,37
15061588,36.786,36
15061600,36.493,32
15061602,33.697,22
15061603,37.513,42
15061604,36.427,42
15061605,34.297,43
15061608,33.819,42
15061609,37.538,42
15061610,35.253,42
15061612,34.321,33
15061613,28.987,20
15061619,35.149,41
15061621,34.359,42
15061622,33.86,16
15061623,33.779,42
15061624,37.433,42
15061628,36.359,30
15061631,35.269,47
15061632,29.139,36
15061637,33.818,33
15061638,33.87,33
15061639,31.976,18
15061640,35.933,32
15061642,33.824,36
15061645,36.164,41
15061646,33.247,26
15061647,33.82,28
15061648,35.433,37
15061649,33.72,35
15061650,30.071,22
15061651,35.765,35
15061653,38.456,39
15061654,29.122,28
15061655,34.952,41
15061658,29.381,32
15061659,33.821,41
15061661,29.086,41
15061662,37.823,42
15061665,35.54,39
15061668,35.536,32
15061670,32.04,42
15061671,35.448,41
15061673,34.209,42
15061677,35.132,36
15061678,35.108,35
15061679,33.256,37
15061680,31.987,26
15061682,33.889,37
15061683,35.137,37
15061684,32.198,32
15061686,35.209,35
15061687,34.473,29
15061688,35.184,35
15061689,35.138,36
15061704,33.836,47
15061706,32.154,33
15061709,35.72,37
15061712,37.858,42
15061713,33.851,11
15061714,36.039,29
15061717,32.02,24
15061718,37.829,36
15061720,35.202,19
15061723,34.482,36
15061724,33.242,26
15061725,36.101,35
15061726,33.654,35
15061729,33.283,36
15061730,33.274,41
15061733,35.061,19
15061734,35.137,35
15061735,36.131,37
15061736,33.287,19
15061737,33.228,19
15061738,35.144,35
15061740,34.992,41
15061742,33.666,37
15061744,34.781,35
15061747,33.328,26
15061751,33.842,37
15061752,35.018,32
15061753,35.148,32
15061754,35.396,36
15061755,33.595,18
15061756,33.575,40
15061757,33.393,8
15061758,31.257,36
15061759,30.605,16
15061760,33.274,28
15061762,35.242,36
15061765,36.327,42
15061766,33.748,35
15061767,34.79,25
15061769,36.674,37
15061771,35.19,36
15061772,34.8,35
15061773,31.869,41
15061777,33.408,36
15061778,35.064,41
15061784,35.056,36
15061785,33.691,29
15061788,33.274,28
15061790,33.328,29
15061795,35.233,29
15061797,35.091,16
15061798,37.234,26
15061800,32.174,22
15061801,34.233,42
15061808,34.345,29
15061811,33.887,32
15061813,36.785,39
15061815,29.116,26
15061826,37.56,47
15061905,36.422,42
15061906,35.299,35
15061908,32.719,11
15061909,35.006,36
15061910,29.068,16
15061911,35.015,35
15061912,35.03,25
15061915,35.085,29
15061917,38.518,42
15061918,33.777,30
15061926,29.094,41
15061927,36.716,42
15061928,35.912,41
15061929,35.359,36
15061930,33.756,36
15061933,35.23,35
15061934,33.241,16
15061935,35.131,41
15061937,34.822,42
15061939,35.306,28
15061941,35.699,33
15061942,35.814,42
15061944,36.47,39
15061945,38.444,32
15061946,35.311,36
15061948,35.234,35
15061949,36.646,47
15061951,38.498,41
15061952,33.357,41
15061953,37.477,41
15061958,33.419,39
15061960,35.407,42
15061961,37.484,41
15061962,35.048,29
15061963,35.151,41
15061965,33.143,32
15061966,35.951,41
15061967,37.776,41
15061968,33.343,41
15062036,37.928,42
15062038,38.52,41
15062039,36.402,26
15062046,34.958,41
15062050,36.351,39
15062051,38.464,41
15062067,34.388,37
15062069,33.296,19
15062071,33.354,26
15062080,34.632,36
15062092,35.217,11
15062094,37.516,41
15062097,33.875,41
15062099,35.312,41
15062100,33.993,39
15062101,35.136,35
15062102,34.589,32
15062103,33.473,22
15062105,37.584,42
15062106,35.115,18
15062107,35.685,36
15062108,35.089,41
15062109,38.559,47
15062111,32.911,22
15062112,37.475,41
15062114,30.775,8
15062117,38.432,24
15062118,38.492,35
15062122,33.041,29
15062124,36.282,36
15062126,37.157,36
15062130,32.778,35
15062136,35.272,42
15062137,35.087,41
15062138,36.531,35
15062139,36.154,47
15062142,35.518,39
15062145,33.701,35
15062146,35.161,6
15062149,36.116,36
15062150,34.656,42
15062151,37.778,47
15062152,35.185,47
15062153,35.166,36
15062331,33.65,37
15062332,33.775,28
15062333,30.857,8
15062334,33.748,37
15062335,36.529,35
15062337,38.59,42
15062338,38.508,47
15062346,33.454,28
15062347,34.81,37
15062348,38.497,47
15062349,37.317,47
15062350,36.599,35
15062351,35.255,35
15062353,35.685,28
15062354,38.477,28
15062356,35.159,35
15062357,37.513,41
15062358,35.076,47
15062360,34.172,28
15062361,33.053,36
15062363,36.593,41
15062366,37.36,35
15062367,30.727,8
15062368,38.491,47
15062369,36.089,41
15062370,37.235,35
