,BA,BB
15061480,44.017,44.315
15061481,47.927,48.358
15061484,42.857,44.236
15061485,43.476,43.856
15061486,46.639,45.511
15061489,44.072,44.165
15061490,44.781,44.7
15061491,44.765,44.823
15061492,44.841,44.77
15061493,41.06,41.722
15061494,45.782,46.382
15061495,41.176,41.671
15061496,41.157,41.863
15061499,48.005,48.314
15061500,43.842,43.942
15061501,41.542,42.15
15061503,53.799,54.292
15061504,48.473,48.413
15061505,39.882,41.28
15061507,36.39,36.721
15061508,36.098,36.816
15061509,87.418,86.852
15061511,87.08,86.667
15061515,83.996,83.7
15061516,41.398,42.123
15061517,43.444,43.48
15061518,53.078,54.477
15061521,53.905,53.171
15061522,42.889,43.146
15061524,45.488,46.037
15061525,36.262,36.677
15061526,54.016,51.854
15061528,41.179,41.185
15061529,87.17,86.401
15061530,36.154,36.579
15061533,36.277,36.465
15061534,47.241,48.361
15061535,43.984,43.899
15061536,37.711,37.462
15061540,47.762,48.166
15061542,47.451,47.805
15061543,45.088,46.498
15061544,50.055,49.317
15061546,48.431,48.11
15061548,47.756,46.067
15061549,41.996,42.341
15061550,50.518,49.566
15061553,70.314,71.993
15061555,55.797,54.568
15061556,45.584,45.034
15061560,66.092,66.699
15061561,44.149,40.688
15061564,55.58,55.449
15061565,51.21,51.539
15061566,45.142,46.102
15061568,43.736,43.097
15061571,53.377,53.89
15061575,43.075,44.185
15061576,53.853,53.998
15061577,45.279,45.942
15061578,45.957,46.237
15061579,43.939,43.901
15061580,43.809,43.9
15061583,49.497,49.109
15061584,48.716,48.669
15061585,53.942,53.856
15061586,53.829,53.85
15061588,44.556,44.192
15061600,54.629,54.375
15061602,61.189,61.853
15061603,45.434,46.117
15061604,52.506,54.531
15061605,57.393,59.165
15061608,53.79,53.889
15061609,45.909,46.209
15061610,43.545,43.568
15061612,50.123,51.329
15061613,49.029,49.036
15061619,44.335,44.63
15061621,41.535,42.25
15061622,51.462,52.372
15061623,52.448,52.674
15061624,46.005,46.32
15061628,87.463,86.939
15061631,47.242,47.957
15061632,48.295,48.481
15061637,52.02,52.663
15061638,52.285,52.737
15061639,46.589,47.299
15061640,48.341,48.413
15061642,52.126,52.593
15061645,48.342,48.45
15061646,84.352,83.933
15061647,52.257,52.592
15061648,46.951,45.173
15061649,51.901,51.834
15061650,56.375,58.329
15061651,36.389,36.626
15061653,48.935,49.182
15061654,48.67,48.835
15061655,62.069,62.755
15061658,49.944,48.903
15061659,53.219,53.473
15061661,49.055,49.063
15061662,50.303,49.698
15061665,43.816,44.315
15061668,44.663,45.145
15061670,45.171,46.726
15061671,46.499,44.913
15061673,51.117,49.323
15061677,44.724,44.743
15061678,44.853,44.691
15061679,46.386,46.044
15061680,44.751,46.288
15061682,52.527,52.741
15061683,43.929,43.945
15061684,58.992,58.08
15061686,43.533,43.573
15061687,45.812,47.734
15061688,43.363,43.473
15061689,44.437,44.308
15061704,52.397,52.651
15061706,80.749,78.532
15061709,45.225,45.772
15061712,50.167,49.663
15061713,52.55,52.699
15061714,44.735,44.465
15061717,46.291,44.427
15061718,49.762,49.5
15061720,42.213,43.159
15061723,41.892,42.404
15061724,46.376,48.204
15061725,44.864,44.502
15061726,43.211,44.071
15061729,49.651,49.239
15061730,49.96,49.656
15061733,45.212,44.985
15061734,44.734,44.767
15061735,44.909,44.639
15061736,49.931,49.563
15061737,49.637,49.111
15061738,45.172,44.88
15061740,41.497,40.528
15061742,48.13,48.301
15061744,46.436,46.914
15061747,83.865,83.585
15061751,53.67,53.567
15061752,41.617,40.411
15061753,44.464,44.551
15061754,53.701,55.757
15061755,56.963,55.509
15061756,56.941,55.465
15061757,46.506,46.342
15061758,37.967,39.228
15061759,35.788,35.653
15061760,49.527,49.478
15061762,41.037,41.603
15061765,87.149,86.397
15061766,47.43,47.283
15061767,55.577,55.322
15061769,60.439,60.164
15061771,44.837,44.579
15061772,55.277,55.093
15061773,56.769,55.322
15061777,45.853,45.725
15061778,44.88,44.793
15061784,44.836,44.738
15061785,56.76,54.659
15061788,45.7,45.672
15061790,46.658,46.339
15061795,47.43,48.336
15061797,44.741,44.585
15061798,54.984,54.177
15061800,47.446,50.534
15061801,60.307,59.498
15061808,59.42,59.058
15061811,52.106,52.55
15061813,44.141,43.993
15061815,48.283,48.029
15061826,55.048,54.623
15061905,44.388,44.462
15061906,51.591,50.102
15061908,43.58,44.04
15061909,38.387,37.376
15061910,48.485,48.851
15061911,50.551,50.529
15061912,50.755,48.548
15061915,50.372,50.401
15061917,48.449,48.542
15061918,53.457,53.282
15061926,48.838,48.888
15061927,55.979,54.19
15061928,38.999,35.029
15061929,42.223,43.237
15061930,53.695,53.986
15061933,43.435,43.625
15061934,49.586,49.379
15061935,50.006,50.414
15061937,43.551,45.597
15061939,44.953,44.827
15061941,45.38,45.996
15061942,54.401,53.455
15061944,45.915,43.007
15061945,48.648,48.782
15061946,40.457,41.449
15061948,43.437,43.562
15061949,48.338,47.026
15061951,48.925,48.719
15061952,49.921,49.68
15061953,45.591,45.714
15061958,56.585,54.982
15061960,51.441,50.257
15061961,46.215,46.267
15061962,50.9,50.501
15061963,44.579,44.691
15061965,77.277,77.44
15061966,44.876,42.136
15061967,53.744,57.718
15061968,46.682,46.357
15062036,51.415,50.183
15062038,48.087,48.503
15062039,43.996,44.187
15062046,50.341,48.771
15062050,47.441,47.352
15062051,48.32,48.285
15062067,58.694,58.604
15062069,45.239,46.26
15062071,83.63,83.25
15062080,47.897,49.318
15062092,43.568,43.616
15062094,45.365,45.655
15062097,52.284,52.721
15062099,49.732,49.247
15062100,60.821,58.169
15062101,43.647,44.884
15062102,75.386,76.229
15062103,39.227,37.83
15062105,46.102,46.238
15062106,44.691,44.734
15062107,36.208,36.941
15062108,44.818,44.767
15062109,48.399,48.541
15062111,41.394,42.355
15062112,45.708,45.655
15062114,43.917,44.48
15062117,47.99,48.359
15062118,48.696,48.583
15062122,45.867,44.93
15062124,87.483,86.775
15062126,46.92,45.131
15062130,52.506,53.664
15062136,39.302,39.714
15062137,44.641,44.892
15062138,48.788,50.004
15062139,44.324,44.169
15062142,44.803,45.228
15062145,48.801,48.643
15062146,47.064,48.154
15062149,44.87,44.389
15062150,51.096,50.981
15062151,46.656,47.614
15062152,44.637,44.479
15062153,44.085,44.115
15062331,52.953,52.72
15062332,53.131,53.313
15062333,42.651,42.858
15062334,53.437,53.651
15062335,40.184,41.314
15062337,48.437,48.606
15062338,48.289,48.446
15062346,46.532,47.74
15062347,55.479,55.122
15062348,48.65,48.696
15062349,45.785,45.859
15062350,48.554,47.356
15062351,40.883,41.746
15062353,45.499,45.984
15062354,48.598,48.681
15062356,47.357,48.386
15062357,45.703,46.154
15062358,44.325,44.649
15062360,59.104,59.059
15062361,41.494,42.093
15062363,43.743,44.267
15062366,52.953,54.084
15062367,43.629,43.981
15062368,48.69,48.723
15062369,44.649,44.385
15062370,45.599,46.024
